totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
34000;869;18103;0;6709;2022-04-07T12:19:01.345;
35000;858;18041;0;7103;2022-04-07T12:20:14.305;
36000;875;18081;0;6236;2022-04-07T12:21:26.918;
37000;863;17970;0;6828;2022-04-07T12:22:39.868;
38000;874;17860;0;6573;2022-04-07T12:23:51.494;
39000;888;18415;0;6035;2022-04-07T12:25:05.292;
40000;868;17915;0;6817;2022-04-07T12:26:17.432;
41000;892;18340;0;5418;2022-04-07T12:27:30.943;
42000;857;17738;0;7738;2022-04-07T12:28:42.267;
43000;857;17569;0;7441;2022-04-07T12:29:52.667;
44000;873;18358;0;6072;2022-04-07T12:31:12.129;
45000;857;17862;0;6566;2022-04-07T12:32:25.091;
46000;876;18050;0;5760;2022-04-07T12:33:39.429;
47000;856;17653;0;7486;2022-04-07T12:35:00.448;
48000;855;17607;0;7167;2022-04-07T12:36:23.543;
49000;863;17847;0;6475;2022-04-07T12:37:37.358;
50000;863;17832;0;7241;2022-04-07T12:38:49.548;
51000;855;17903;0;7268;2022-04-07T12:40:01.594;
52000;868;18005;0;6393;2022-04-07T12:41:13.998;
53000;862;18117;0;6563;2022-04-07T12:42:26.894;
54000;872;18262;0;6753;2022-04-07T12:43:40.442;
55000;881;17719;0;5894;2022-04-07T12:44:51.724;
56000;872;18405;0;6324;2022-04-07T12:46:05.776;
57000;858;18498;0;7504;2022-04-07T12:47:20.394;
58000;861;18202;0;6382;2022-04-07T12:48:33.629;
59000;859;17571;0;6987;2022-04-07T12:49:44.486;
60000;856;18428;0;6611;2022-04-07T12:50:58.752;
61000;857;18015;0;7848;2022-04-07T12:52:11.413;
62000;864;18355;0;6776;2022-04-07T12:53:25.481;
63000;857;17950;0;7314;2022-04-07T12:54:37.987;
64000;844;17899;0;7384;2022-04-07T12:55:50.955;
65000;874;18381;0;6372;2022-04-07T12:57:07.700;
66000;851;17593;0;7572;2022-04-07T12:58:33.823;
67000;863;17759;0;6683;2022-04-07T13:00:10.686;
68000;865;17933;0;6652;2022-04-07T13:01:49.374;
69000;859;17817;0;7382;2022-04-07T13:03:25.882;
70000;857;17813;0;7548;2022-04-07T13:05:02.669;
71000;849;17642;0;7165;2022-04-07T13:06:38.276;
72000;880;18163;0;6231;2022-04-07T13:08:17.070;
73000;877;18126;0;6261;2022-04-07T13:09:55.338;
74000;851;17759;0;7122;2022-04-07T13:11:31.709;
75000;863;17641;0;6416;2022-04-07T13:13:07.747;
76000;849;17665;0;7449;2022-04-07T13:14:43.400;
77000;880;18217;0;6015;2022-04-07T13:16:22.099;
78000;876;18016;0;6081;2022-04-07T13:17:59.683;
79000;862;17896;0;6681;2022-04-07T13:19:36.797;
80000;876;18057;0;6490;2022-04-07T13:21:14.601;
81000;858;17339;0;6600;2022-04-07T13:22:48.660;
82000;864;17539;0;6860;2022-04-07T13:24:23.548;
83000;852;17670;0;7341;2022-04-07T13:25:59.463;
84000;870;17936;0;6540;2022-04-07T13:27:36.626;
85000;873;18625;0;6158;2022-04-07T13:29:18.080;
86000;877;18552;0;5802;2022-04-07T13:30:58.513;
87000;849;17852;0;7746;2022-04-07T13:32:35.338;
88000;849;18062;0;7391;2022-04-07T13:34:13.160;
89000;848;18307;0;7250;2022-04-07T13:35:52.460;
90000;858;17934;0;6819;2022-04-07T13:37:30.853;
91000;853;17917;0;7072;2022-04-07T13:39:08.165;
92000;865;17786;0;7240;2022-04-07T13:40:44.634;
93000;870;18080;0;6604;2022-04-07T13:42:23.059;
94000;871;18029;0;6605;2022-04-07T13:44:01.943;
95000;865;18040;0;7008;2022-04-07T13:45:40.315;
96000;880;18545;0;5987;2022-04-07T13:47:21.322;
97000;854;17548;0;7085;2022-04-07T13:48:57.005;
98000;870;18287;0;6254;2022-04-07T13:50:36.460;
99000;853;17888;0;7157;2022-04-07T13:52:13.692;
100000;882;18244;0;6388;2022-04-07T13:53:52.651;
101000;870;18073;0;6296;2022-04-07T13:55:30.978;
102000;873;18035;0;6305;2022-04-07T13:57:09.148;
103000;868;18381;0;5892;2022-04-07T13:58:49.163;
104000;852;17847;0;7248;2022-04-07T14:00:26.483;
105000;843;17565;0;7848;2022-04-07T14:02:01.814;
106000;874;18447;0;6055;2022-04-07T14:03:42.721;
107000;845;17653;0;7533;2022-04-07T14:05:18.883;
108000;851;17984;0;7668;2022-04-07T14:06:56.635;
109000;874;17858;0;6319;2022-04-07T14:08:33.849;
110000;875;17909;0;6106;2022-04-07T14:10:11.308;
111000;870;17747;0;6842;2022-04-07T14:11:47.741;
112000;856;18100;0;7690;2022-04-07T14:13:26.174;
113000;865;18179;0;6804;2022-04-07T14:15:05.083;
114000;861;17695;0;6994;2022-04-07T14:16:41.259;
115000;852;17791;0;6770;2022-04-07T14:18:18.091;
116000;879;18170;0;5968;2022-04-07T14:19:56.904;
117000;859;17906;0;6627;2022-04-07T14:21:34.524;
118000;873;17924;0;6055;2022-04-07T14:23:12.010;
119000;881;18238;0;6157;2022-04-07T14:24:51.206;
120000;831;17694;0;8281;2022-04-07T14:26:28.513;
121000;865;18159;0;6281;2022-04-07T14:28:07.353;
122000;852;17611;0;7431;2022-04-07T14:29:43.383;
123000;849;17918;0;7678;2022-04-07T14:31:20.771;
124000;872;18390;0;6403;2022-04-07T14:33:01.101;
125000;891;18022;0;5834;2022-04-07T14:34:39.028;
126000;865;18205;0;7071;2022-04-07T14:36:17.905;
127000;859;18160;0;7422;2022-04-07T14:37:56.708;
128000;843;17800;0;7777;2022-04-07T14:39:33.646;
129000;849;17984;0;7443;2022-04-07T14:41:11.434;
130000;875;18163;0;6670;2022-04-07T14:42:50.046;
131000;840;17659;0;8156;2022-04-07T14:44:26.092;
132000;865;17880;0;7201;2022-04-07T14:46:03.273;
133000;855;17670;0;7672;2022-04-07T14:47:39.156;
134000;863;17707;0;6482;2022-04-07T14:49:15.568;
135000;883;18121;0;5618;2022-04-07T14:50:54.455;
136000;860;17752;0;7135;2022-04-07T14:52:30.916;
137000;866;18165;0;6770;2022-04-07T14:54:09.865;
138000;848;18004;0;7755;2022-04-07T14:55:47.937;
139000;856;18015;0;7511;2022-04-07T14:57:25.952;
140000;859;18111;0;6822;2022-04-07T14:59:04.530;
141000;853;17784;0;7614;2022-04-07T15:00:41.209;
142000;848;18003;0;7356;2022-04-07T15:02:19.047;
143000;852;17831;0;7511;2022-04-07T15:03:56.146;
144000;856;17890;0;7243;2022-04-07T15:05:33.467;
145000;867;17738;0;6755;2022-04-07T15:07:10.264;
146000;840;17639;0;8074;2022-04-07T15:08:46.575;
147000;861;18042;0;6880;2022-04-07T15:10:24.744;
148000;853;18107;0;7236;2022-04-07T15:12:03.349;
149000;855;17977;0;7152;2022-04-07T15:13:41.326;
150000;876;18402;0;6152;2022-04-07T15:15:21.474;
151000;840;17709;0;8061;2022-04-07T15:16:57.764;
152000;852;18027;0;7290;2022-04-07T15:18:36.191;
153000;853;17763;0;7243;2022-04-07T15:20:12.863;
154000;877;17763;0;6363;2022-04-07T15:21:49.606;
155000;876;18314;0;6628;2022-04-07T15:23:29.137;
156000;855;18197;0;7642;2022-04-07T15:25:08.124;
157000;850;17638;0;7474;2022-04-07T15:26:43.869;
158000;876;18290;0;6116;2022-04-07T15:28:23.340;
159000;871;18585;0;6927;2022-04-07T15:30:04.508;
160000;858;17947;0;7225;2022-04-07T15:31:42.215;
161000;876;18495;0;6168;2022-04-07T15:33:22.936;
162000;862;17665;0;6816;2022-04-07T15:34:59.082;
163000;851;17233;0;7959;2022-04-07T15:36:32.997;
164000;854;18268;0;7451;2022-04-07T15:38:12.318;
165000;865;17909;0;7277;2022-04-07T15:39:49.902;
166000;847;17460;0;8252;2022-04-07T15:41:24.961;
167000;872;18323;0;5671;2022-04-07T15:43:04.456;
168000;854;17896;0;7649;2022-04-07T15:44:41.782;
169000;852;17880;0;7717;2022-04-07T15:46:19.062;
170000;830;17306;0;8433;2022-04-07T15:47:53.296;
171000;868;17580;0;7142;2022-04-07T15:49:28.876;
172000;862;17760;0;6628;2022-04-07T15:51:05.379;
173000;869;17675;0;7184;2022-04-07T15:52:41.413;
174000;884;18101;0;5658;2022-04-07T15:54:20.338;
175000;848;17909;0;7104;2022-04-07T15:55:57.571;
176000;859;17651;0;7393;2022-04-07T15:57:34.856;
177000;873;17981;0;6535;2022-04-07T15:59:12.455;
178000;873;18165;0;6279;2022-04-07T16:00:50.883;
179000;874;18459;0;5927;2022-04-07T16:02:30.918;
180000;870;17816;0;6985;2022-04-07T16:04:07.641;
181000;873;18315;0;6350;2022-04-07T16:05:46.888;
182000;875;18383;0;6686;2022-04-07T16:07:26.650;
183000;849;17891;0;7751;2022-04-07T16:09:03.863;
184000;859;17931;0;7395;2022-04-07T16:10:41.187;
185000;870;18347;0;6003;2022-04-07T16:12:20.735;
186000;874;17743;0;6620;2022-04-07T16:13:56.909;
187000;874;18131;0;6508;2022-04-07T16:15:35.284;
188000;865;18635;0;6964;2022-04-07T16:17:16.531;
189000;864;18339;0;7274;2022-04-07T16:18:56.015;
190000;861;18409;0;6629;2022-04-07T16:20:35.863;
191000;859;18543;0;7867;2022-04-07T16:22:16.396;
192000;868;18331;0;6690;2022-04-07T16:23:55.768;
193000;872;18166;0;6267;2022-04-07T16:25:34.478;
194000;875;18597;0;5898;2022-04-07T16:27:15.471;
195000;852;17962;0;7011;2022-04-07T16:28:52.911;
196000;855;18152;0;7482;2022-04-07T16:30:31.550;
197000;862;17938;0;7372;2022-04-07T16:32:08.648;
198000;860;18443;0;6965;2022-04-07T16:33:48.751;
199000;865;18004;0;6476;2022-04-07T16:35:26.596;
200000;873;17945;0;6455;2022-04-07T16:37:03.915;
201000;868;17974;0;6587;2022-04-07T16:38:41.478;
202000;869;18530;0;6996;2022-04-07T16:40:22.136;
203000;866;18036;0;6245;2022-04-07T16:42:00.050;
204000;874;18053;0;6311;2022-04-07T16:43:38.091;
205000;848;17320;0;8025;2022-04-07T16:45:15.485;
206000;856;17837;0;7259;2022-04-07T16:46:54.063;
207000;865;18068;0;6806;2022-04-07T16:48:33.357;
208000;866;18113;0;6476;2022-04-07T16:50:12.653;
209000;867;18092;0;6887;2022-04-07T16:51:51.117;
210000;853;17858;0;7365;2022-04-07T16:53:28.298;
211000;873;18019;0;6045;2022-04-07T16:55:06.496;
212000;848;18051;0;7155;2022-04-07T16:56:44.488;
213000;842;17777;0;7906;2022-04-07T16:58:21.059;
214000;879;18068;0;5873;2022-04-07T16:59:59.443;
215000;865;18209;0;6457;2022-04-07T17:01:38.303;
216000;874;18065;0;6742;2022-04-07T17:03:16.568;
217000;877;17993;0;6433;2022-04-07T17:04:54.366;
218000;862;17794;0;7768;2022-04-07T17:06:31.142;
219000;852;17679;0;7085;2022-04-07T17:08:06.957;
220000;850;17686;0;7583;2022-04-07T17:09:43.322;
221000;874;18049;0;6517;2022-04-07T17:11:21.494;
222000;860;18016;0;6720;2022-04-07T17:12:59.602;
223000;861;17998;0;7100;2022-04-07T17:14:37.369;
224000;881;18144;0;5667;2022-04-07T17:16:15.805;
225000;845;17727;0;7510;2022-04-07T17:17:52.237;
226000;878;18213;0;6622;2022-04-07T17:19:31.501;
227000;854;17617;0;7033;2022-04-07T17:21:07.257;
228000;873;18297;0;6430;2022-04-07T17:22:46.680;
229000;875;18511;0;6540;2022-04-07T17:24:27.335;
230000;861;18186;0;6693;2022-04-07T17:26:06.326;
231000;875;18030;0;6051;2022-04-07T17:27:44.245;
232000;885;18574;0;5548;2022-04-07T17:29:25.313;
233000;879;18219;0;5828;2022-04-07T17:31:04.299;
234000;872;18270;0;6372;2022-04-07T17:32:43.646;
235000;847;18302;0;7276;2022-04-07T17:34:23.126;
236000;855;17880;0;7056;2022-04-07T17:36:00.267;
237000;876;18203;0;6198;2022-04-07T17:37:39.168;
238000;859;17943;0;6988;2022-04-07T17:39:16.842;
239000;848;17542;0;8018;2022-04-07T17:40:51.996;
240000;855;17827;0;7507;2022-04-07T17:42:29.282;
241000;855;17629;0;7198;2022-04-07T17:44:06.697;
242000;860;17805;0;6870;2022-04-07T17:45:44.480;
243000;870;18272;0;6502;2022-04-07T17:47:24.846;
244000;854;17935;0;7103;2022-04-07T17:49:04.342;
245000;876;18374;0;6073;2022-04-07T17:50:45.715;
246000;845;17547;0;8043;2022-04-07T17:52:22.611;
247000;876;18521;0;6035;2022-04-07T17:54:06.310;
248000;869;18633;0;6697;2022-04-07T17:55:50.590;
249000;861;18366;0;6599;2022-04-07T17:57:32.441;
250000;839;17580;0;8141;2022-04-07T17:59:08.378;
251000;883;18738;0;5976;2022-04-07T18:00:50.567;
252000;835;17681;0;7460;2022-04-07T18:02:26.956;
253000;876;18499;0;6049;2022-04-07T18:04:07.620;
254000;856;18060;0;7500;2022-04-07T18:05:47.738;
255000;842;17560;0;8105;2022-04-07T18:07:25.995;
256000;865;17917;0;6429;2022-04-07T18:09:05.937;
257000;873;18477;0;5794;2022-04-07T18:10:48.716;
258000;863;18174;0;7368;2022-04-07T18:12:29.416;
259000;858;17363;0;7639;2022-04-07T18:14:06.749;
260000;870;18683;0;5505;2022-04-07T18:15:50.353;
261000;846;17760;0;7589;2022-04-07T18:17:29.942;
262000;878;18012;0;6115;2022-04-07T18:19:18.018;
263000;873;18120;0;6751;2022-04-07T18:21:06.163;
264000;872;18027;0;6164;2022-04-07T18:22:56.170;
265000;877;18387;0;5803;2022-04-07T18:24:41.091;
266000;866;18002;0;5789;2022-04-07T18:26:26.498;
267000;857;17643;0;7574;2022-04-07T18:28:20.592;
268000;857;17763;0;7399;2022-04-07T18:29:58.557;
269000;874;18368;0;6432;2022-04-07T18:31:38.909;
270000;856;17795;0;6805;2022-04-07T18:33:25.528;
271000;848;18010;0;7805;2022-04-07T18:35:03.376;
272000;849;17704;0;7815;2022-04-07T18:36:40.937;
273000;866;18491;0;6997;2022-04-07T18:38:27.543;
274000;849;17635;0;7723;2022-04-07T18:40:08.763;
275000;856;18126;0;7441;2022-04-07T18:41:48.400;
276000;860;17756;0;7234;2022-04-07T18:43:25.252;
277000;874;18582;0;6479;2022-04-07T18:45:06.294;
278000;857;18111;0;7132;2022-04-07T18:46:44.818;
279000;864;18152;0;6497;2022-04-07T18:48:23.254;
280000;871;17958;0;6572;2022-04-07T18:50:00.976;
281000;874;18126;0;6046;2022-04-07T18:51:39.340;
282000;856;18210;0;6983;2022-04-07T18:53:18.397;
283000;877;18440;0;6558;2022-04-07T18:55:00.122;
284000;863;17455;0;7244;2022-04-07T18:56:36.597;
285000;854;18108;0;7539;2022-04-07T18:58:21.422;
286000;866;17998;0;6601;2022-04-07T19:00:04.081;
287000;864;18327;0;6593;2022-04-07T19:01:45.452;
288000;852;17765;0;7251;2022-04-07T19:03:22.343;
289000;864;17961;0;6624;2022-04-07T19:04:59.956;
290000;878;18337;0;5542;2022-04-07T19:06:40.022;
291000;868;17969;0;6677;2022-04-07T19:08:17.725;
292000;873;18046;0;6326;2022-04-07T19:09:55.685;
293000;873;17790;0;6098;2022-04-07T19:11:32.523;
294000;870;18250;0;5871;2022-04-07T19:13:12.002;
295000;876;17976;0;6440;2022-04-07T19:14:50.657;
296000;865;18067;0;6367;2022-04-07T19:16:30.401;
297000;868;18026;0;6740;2022-04-07T19:18:30.109;
298000;880;18157;0;5620;2022-04-07T19:21:01.855;
299000;878;18266;0;5781;2022-04-07T19:23:35.919;
300000;854;17914;0;6628;2022-04-07T19:26:06.415;
