totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
100000;875;18810;0;5619;2022-04-07T15:55:05.931;
101000;860;18572;0;6444;2022-04-07T15:56:59.940;
102000;841;18149;0;7484;2022-04-07T15:58:49.779;
103000;870;18351;0;6140;2022-04-07T16:00:40.567;
104000;875;18636;0;6012;2022-04-07T16:02:33.267;
105000;854;18133;0;7255;2022-04-07T16:04:23.377;
106000;848;18169;0;7041;2022-04-07T16:06:12.972;
107000;867;18309;0;6198;2022-04-07T16:08:04.109;
108000;873;18651;0;6119;2022-04-07T16:09:57.203;
109000;861;18417;0;6419;2022-04-07T16:11:48.804;
110000;860;18399;0;7132;2022-04-07T16:13:40.058;
111000;853;18246;0;7074;2022-04-07T16:15:30.614;
112000;863;18479;0;6355;2022-04-07T16:17:22.163;
113000;860;18099;0;6762;2022-04-07T16:19:11.785;
114000;876;18568;0;6540;2022-04-07T16:21:04.162;
115000;857;18077;0;6641;2022-04-07T16:22:53.713;
116000;852;18406;0;7506;2022-04-07T16:24:45.124;
117000;850;18021;0;7331;2022-04-07T16:26:34.259;
118000;858;17967;0;6926;2022-04-07T16:28:23.064;
119000;865;18268;0;6515;2022-04-07T16:30:13.901;
120000;860;18265;0;6453;2022-04-07T16:32:04.212;
121000;866;18419;0;6350;2022-04-07T16:33:55.749;
122000;852;18131;0;7184;2022-04-07T16:35:45.850;
123000;853;18243;0;7686;2022-04-07T16:37:36.159;
124000;839;18034;0;7609;2022-04-07T16:39:25.348;
125000;833;17927;0;7889;2022-04-07T16:41:14.181;
126000;870;18516;0;6082;2022-04-07T16:43:06.404;
127000;846;17921;0;7666;2022-04-07T16:44:56.937;
128000;858;18332;0;5992;2022-04-07T16:46:50.851;
129000;853;18458;0;7122;2022-04-07T16:48:43.973;
130000;862;17959;0;6714;2022-04-07T16:50:33.980;
131000;862;18668;0;6310;2022-04-07T16:52:26.877;
132000;861;17877;0;6493;2022-04-07T16:54:15.603;
133000;863;18436;0;6204;2022-04-07T16:56:07.311;
134000;852;18327;0;7184;2022-04-07T16:57:58.698;
135000;866;18300;0;6502;2022-04-07T16:59:49.556;
136000;877;18233;0;5619;2022-04-07T17:01:40.056;
137000;851;18626;0;6938;2022-04-07T17:03:32.831;
138000;861;18268;0;6376;2022-04-07T17:05:23.378;
139000;871;18259;0;6456;2022-04-07T17:07:13.886;
140000;846;17747;0;7637;2022-04-07T17:09:01.545;
141000;875;18090;0;5965;2022-04-07T17:10:51.177;
142000;841;18313;0;7073;2022-04-07T17:12:42.047;
143000;856;18248;0;6815;2022-04-07T17:14:32.565;
144000;869;18585;0;6104;2022-04-07T17:16:25.135;
145000;884;18578;0;6152;2022-04-07T17:18:17.802;
146000;863;18207;0;6607;2022-04-07T17:20:08.396;
147000;849;18118;0;7002;2022-04-07T17:21:58.172;
148000;871;18727;0;6211;2022-04-07T17:23:51.814;
149000;870;18448;0;6069;2022-04-07T17:25:43.596;
150000;863;18083;0;6914;2022-04-07T17:27:33.274;
151000;867;18516;0;6547;2022-04-07T17:29:25.328;
152000;864;18372;0;6497;2022-04-07T17:31:16.722;
153000;857;18023;0;6663;2022-04-07T17:33:05.950;
154000;875;18489;0;5625;2022-04-07T17:34:57.947;
155000;874;18298;0;6170;2022-04-07T17:36:48.782;
156000;866;18244;0;6350;2022-04-07T17:38:39.293;
157000;863;18297;0;7012;2022-04-07T17:40:30.280;
158000;864;18038;0;6572;2022-04-07T17:42:19.856;
159000;873;18899;0;6005;2022-04-07T17:44:16.406;
160000;849;18010;0;7616;2022-04-07T17:46:06.811;
161000;859;18919;0;7306;2022-04-07T17:48:03.725;
162000;866;18624;0;6650;2022-04-07T17:49:57.922;
163000;877;18914;0;5270;2022-04-07T17:51:54.609;
164000;861;18268;0;6847;2022-04-07T17:53:48.004;
165000;869;18691;0;6579;2022-04-07T17:55:44.814;
166000;891;18939;0;5556;2022-04-07T17:57:41.907;
167000;878;18664;0;5943;2022-04-07T17:59:35.423;
168000;874;18227;0;6090;2022-04-07T18:01:26.211;
169000;873;18742;0;6171;2022-04-07T18:03:20.712;
170000;863;18412;0;6394;2022-04-07T18:05:13.740;
171000;872;18352;0;6207;2022-04-07T18:07:08.055;
172000;865;18186;0;6236;2022-04-07T18:09:01.411;
173000;845;17937;0;7597;2022-04-07T18:10:52.830;
174000;867;18400;0;6572;2022-04-07T18:12:48.251;
175000;879;18505;0;6083;2022-04-07T18:14:42.359;
176000;879;18572;0;6069;2022-04-07T18:16:38.345;
177000;875;18532;0;5996;2022-04-07T18:18:34.301;
178000;869;18502;0;6170;2022-04-07T18:20:43.245;
179000;863;18501;0;7066;2022-04-07T18:22:46.981;
180000;880;18284;0;6146;2022-04-07T18:24:45.613;
181000;871;18257;0;5582;2022-04-07T18:26:48.244;
182000;861;18234;0;7564;2022-04-07T18:28:51.379;
183000;867;18124;0;6196;2022-04-07T18:30:42.128;
184000;855;17873;0;7501;2022-04-07T18:32:40.550;
185000;891;19181;0;5060;2022-04-07T18:34:36.918;
186000;865;17886;0;7041;2022-04-07T18:36:26.088;
187000;865;18253;0;6168;2022-04-07T18:38:23.473;
188000;874;18582;0;5591;2022-04-07T18:40:22.520;
189000;863;18204;0;7407;2022-04-07T18:42:13.252;
190000;866;18428;0;6358;2022-04-07T18:44:05.496;
191000;868;18653;0;6347;2022-04-07T18:45:58.457;
192000;882;18416;0;5622;2022-04-07T18:47:50.015;
193000;869;18694;0;6211;2022-04-07T18:49:43.450;
194000;879;18757;0;5969;2022-04-07T18:51:37.331;
195000;862;18215;0;7187;2022-04-07T18:53:27.976;
196000;868;18652;0;6477;2022-04-07T18:55:22.232;
197000;869;18469;0;6872;2022-04-07T18:57:17.618;
198000;873;18837;0;5820;2022-04-07T18:59:18.969;
199000;859;17868;0;6847;2022-04-07T19:01:11.121;
200000;869;18297;0;6212;2022-04-07T19:03:02.329;
201000;886;18654;0;5284;2022-04-07T19:04:55.493;
202000;857;17982;0;7315;2022-04-07T19:06:44.921;
203000;879;18346;0;5600;2022-04-07T19:08:36.257;
204000;862;18315;0;6475;2022-04-07T19:10:27.584;
205000;878;18225;0;6214;2022-04-07T19:12:18.204;
206000;876;18482;0;6035;2022-04-07T19:14:10.112;
207000;876;18258;0;5930;2022-04-07T19:16:02.860;
208000;873;17871;0;6288;2022-04-07T19:18:04.856;
209000;880;18670;0;5806;2022-04-07T19:20:58.975;
210000;884;18826;0;5853;2022-04-07T19:23:55.746;
211000;878;18819;0;5931;2022-04-07T19:26:44.528;
212000;879;18859;0;6065;2022-04-07T19:29:05.404;
213000;871;18089;0;6775;2022-04-07T19:31:21.239;
214000;855;17978;0;6930;2022-04-07T19:33:35.977;
215000;894;19285;0;5175;2022-04-07T19:35:59.468;
216000;860;18525;0;6253;2022-04-07T19:38:18.213;
217000;874;18462;0;6306;2022-04-07T19:40:37.564;
218000;853;17717;0;7504;2022-04-07T19:42:49.671;
219000;870;18395;0;6162;2022-04-07T19:45:07.340;
220000;884;18614;0;6021;2022-04-07T19:47:26.388;
221000;869;18306;0;6268;2022-04-07T19:49:43.164;
222000;883;18381;0;5804;2022-04-07T19:52:00.874;
223000;858;18185;0;7216;2022-04-07T19:54:16.893;
224000;883;18835;0;6201;2022-04-07T19:56:38.670;
225000;868;18336;0;6549;2022-04-07T19:58:55.790;
226000;869;18587;0;5838;2022-04-07T20:01:14.684;
227000;875;18562;0;6704;2022-04-07T20:03:33.228;
228000;872;18087;0;5968;2022-04-07T20:05:48.411;
229000;898;18822;0;5220;2022-04-07T20:08:09.568;
230000;881;18755;0;6169;2022-04-07T20:10:29.909;
231000;864;17872;0;7436;2022-04-07T20:12:43.676;
232000;864;18112;0;6781;2022-04-07T20:14:58.991;
233000;875;18623;0;6491;2022-04-07T20:17:18.570;
234000;885;18728;0;4972;2022-04-07T20:19:38.488;
235000;869;17960;0;6714;2022-04-07T20:21:52.284;
236000;875;18318;0;6268;2022-04-07T20:24:09.341;
237000;865;18159;0;6596;2022-04-07T20:26:24.747;
238000;873;18110;0;6541;2022-04-07T20:28:40.469;
239000;870;17647;0;6583;2022-04-07T20:30:54.493;
240000;879;18725;0;5568;2022-04-07T20:33:15.446;
241000;876;18856;0;6208;2022-04-07T20:35:37.014;
242000;863;18262;0;6412;2022-04-07T20:38:04.580;
243000;843;17690;0;7269;2022-04-07T20:40:17.022;
244000;863;18309;0;6292;2022-04-07T20:42:33.369;
245000;866;18397;0;6742;2022-04-07T20:44:50.501;
246000;876;18932;0;6195;2022-04-07T20:47:12.421;
247000;874;18193;0;6205;2022-04-07T20:49:27.825;
248000;861;18804;0;7036;2022-04-07T20:51:48.404;
249000;878;18610;0;6577;2022-04-07T20:54:07.675;
250000;888;18548;0;5323;2022-04-07T20:56:26.022;
251000;875;18483;0;6285;2022-04-07T20:58:44.683;
252000;865;18281;0;6459;2022-04-07T21:01:00.986;
253000;882;18724;0;5319;2022-04-07T21:03:20.795;
254000;865;18359;0;6667;2022-04-07T21:05:38.158;
255000;858;17824;0;7070;2022-04-07T21:07:50.915;
256000;875;18433;0;5997;2022-04-07T21:10:08.719;
257000;875;18512;0;5650;2022-04-07T21:12:26.624;
258000;869;18399;0;6496;2022-04-07T21:14:44.086;
259000;881;18715;0;6035;2022-04-07T21:17:03.897;
260000;899;18823;0;5254;2022-04-07T21:19:25.232;
261000;863;17925;0;7406;2022-04-07T21:21:38.724;
262000;872;18751;0;6734;2022-04-07T21:23:58.603;
263000;862;18656;0;7138;2022-04-07T21:26:18.506;
264000;876;18284;0;6023;2022-04-07T21:28:35.226;
265000;869;18212;0;6541;2022-04-07T21:30:50.901;
266000;872;18441;0;6240;2022-04-07T21:33:08.319;
267000;883;18598;0;5866;2022-04-07T21:35:27.099;
268000;868;18088;0;7132;2022-04-07T21:37:42.072;
269000;877;18414;0;6074;2022-04-07T21:39:59.628;
270000;891;18928;0;5084;2022-04-07T21:42:21.752;
271000;876;18492;0;6141;2022-04-07T21:44:40.316;
272000;858;18634;0;7958;2022-04-07T21:46:59.323;
273000;859;18669;0;6795;2022-04-07T21:49:18.956;
274000;873;18441;0;6095;2022-04-07T21:51:36.530;
275000;867;18323;0;6439;2022-04-07T21:53:53.678;
276000;859;17625;0;7657;2022-04-07T21:56:05.758;
277000;841;17840;0;7546;2022-04-07T21:58:19.031;
278000;849;17779;0;6759;2022-04-07T22:00:32.115;
279000;879;18667;0;6458;2022-04-07T22:02:51.706;
280000;839;17750;0;8001;2022-04-07T22:05:04.444;
281000;866;18322;0;6853;2022-04-07T22:07:21.485;
282000;874;18556;0;6601;2022-04-07T22:09:40.403;
283000;873;18472;0;6485;2022-04-07T22:11:58.493;
284000;865;17983;0;6416;2022-04-07T22:14:12.645;
285000;865;18372;0;7357;2022-04-07T22:16:30.219;
286000;865;18273;0;7227;2022-04-07T22:18:46.664;
287000;876;18830;0;5873;2022-04-07T22:21:07.159;
288000;875;18339;0;6244;2022-04-07T22:23:23.981;
289000;875;19011;0;5723;2022-04-07T22:25:46.078;
290000;831;17715;0;7762;2022-04-07T22:27:58.682;
291000;878;17670;0;6564;2022-04-07T22:30:10.701;
292000;892;18224;0;5410;2022-04-07T22:32:26.565;
293000;883;18119;0;6012;2022-04-07T22:34:41.686;
294000;868;18043;0;7031;2022-04-07T22:36:56.327;
295000;860;18115;0;7344;2022-04-07T22:39:11.899;
296000;872;18376;0;6372;2022-04-07T22:41:29.442;
297000;874;18143;0;6223;2022-04-07T22:43:44.757;
298000;863;18469;0;6681;2022-04-07T22:46:02.508;
299000;878;18150;0;6351;2022-04-07T22:48:18.771;
300000;860;18229;0;6832;2022-04-07T22:50:34.847;
301000;855;17924;0;7459;2022-04-07T22:52:48.226;
302000;885;18695;0;5834;2022-04-07T22:55:08.341;
303000;871;18031;0;6374;2022-04-07T22:57:23.024;
304000;862;17969;0;6825;2022-04-07T22:59:37.558;
305000;864;18089;0;7508;2022-04-07T23:01:52.388;
306000;860;18198;0;6844;2022-04-07T23:04:08.239;
307000;887;18496;0;5617;2022-04-07T23:06:26.344;
308000;885;19036;0;5702;2022-04-07T23:08:48.289;
309000;877;18555;0;5919;2022-04-07T23:11:06.701;
310000;873;18075;0;6851;2022-04-07T23:13:21.616;
311000;859;17970;0;7488;2022-04-07T23:15:36.040;
312000;867;18675;0;6119;2022-04-07T23:17:55.771;
313000;884;18611;0;5817;2022-04-07T23:20:17.433;
314000;862;18593;0;7561;2022-04-07T23:22:36.578;
315000;869;18189;0;6317;2022-04-07T23:24:52.595;
316000;877;18561;0;6742;2022-04-07T23:27:11.864;
317000;866;18772;0;6476;2022-04-07T23:29:32.470;
318000;873;18387;0;6056;2022-04-07T23:31:49.587;
319000;876;18300;0;5806;2022-04-07T23:34:06.118;
320000;867;18228;0;6536;2022-04-07T23:36:22.281;
321000;887;18284;0;5486;2022-04-07T23:38:39.238;
322000;882;18624;0;5429;2022-04-07T23:40:58.785;
323000;866;18176;0;6639;2022-04-07T23:43:14.355;
324000;873;18209;0;6516;2022-04-07T23:45:30.777;
325000;875;18662;0;6674;2022-04-07T23:47:49.685;
326000;880;18470;0;6045;2022-04-07T23:50:07.639;
327000;872;18753;0;6168;2022-04-07T23:52:27.697;
328000;877;18078;0;6407;2022-04-07T23:54:42.832;
329000;882;18657;0;5781;2022-04-07T23:57:04.339;
330000;875;18440;0;6082;2022-04-07T23:59:22.500;
331000;882;18572;0;5897;2022-04-08T00:01:41.631;
332000;872;18657;0;5914;2022-04-08T00:04:00.566;
333000;879;19074;0;6196;2022-04-08T00:06:22.938;
334000;886;18871;0;5642;2022-04-08T00:08:43.712;
335000;870;18436;0;6665;2022-04-08T00:11:01.852;
336000;862;18523;0;7020;2022-04-08T00:13:19.734;
337000;862;18405;0;6872;2022-04-08T00:15:36.960;
338000;859;18402;0;7314;2022-04-08T00:17:54.716;
339000;873;18132;0;6187;2022-04-08T00:20:10.260;
340000;884;18298;0;5230;2022-04-08T00:22:27.165;
341000;864;18484;0;6716;2022-04-08T00:24:45.545;
342000;876;18425;0;5867;2022-04-08T00:27:03.187;
343000;883;18758;0;5865;2022-04-08T00:29:23.406;
344000;879;18422;0;6550;2022-04-08T00:31:41.699;
345000;861;18516;0;7284;2022-04-08T00:33:59.888;
346000;885;18810;0;6005;2022-04-08T00:36:20.350;
347000;888;18775;0;5400;2022-04-08T00:38:40.720;
348000;864;18151;0;6879;2022-04-08T00:40:56.298;
349000;885;18564;0;5626;2022-04-08T00:43:14.736;
350000;868;18138;0;6889;2022-04-08T00:45:30.568;
351000;896;18804;0;5085;2022-04-08T00:47:50.802;
352000;850;18181;0;7125;2022-04-08T00:50:06.777;
353000;860;18287;0;6750;2022-04-08T00:52:22.935;
354000;863;18671;0;6400;2022-04-08T00:54:42.542;
355000;891;18428;0;5524;2022-04-08T00:57:00.186;
356000;873;18106;0;5943;2022-04-08T00:59:15.290;
357000;867;18983;0;6134;2022-04-08T01:01:36.364;
358000;875;18675;0;6477;2022-04-08T01:03:55.827;
359000;875;18277;0;6624;2022-04-08T01:06:12.326;
360000;882;18852;0;5887;2022-04-08T01:08:33.716;
361000;882;18263;0;5868;2022-04-08T01:10:49.651;
362000;856;17852;0;6509;2022-04-08T01:13:02.742;
363000;869;17960;0;6639;2022-04-08T01:15:17.361;
364000;879;18046;0;6404;2022-04-08T01:17:32.186;
365000;867;18211;0;7329;2022-04-08T01:19:48.110;
366000;881;18330;0;6303;2022-04-08T01:22:06.018;
367000;866;18381;0;6701;2022-04-08T01:24:23.015;
368000;844;18161;0;8179;2022-04-08T01:26:38.725;
369000;865;18416;0;6467;2022-04-08T01:28:55.926;
370000;880;18007;0;6106;2022-04-08T01:31:10.027;
371000;857;17893;0;7169;2022-04-08T01:33:24.005;
372000;866;17813;0;6605;2022-04-08T01:35:36.538;
373000;863;17864;0;7561;2022-04-08T01:37:49.976;
374000;863;18251;0;6597;2022-04-08T01:40:06.163;
375000;867;17900;0;7087;2022-04-08T01:42:19.740;
376000;846;17961;0;7442;2022-04-08T01:44:33.355;
377000;868;18513;0;6500;2022-04-08T01:46:51.884;
378000;867;18157;0;7181;2022-04-08T01:49:07.316;
379000;880;18605;0;5624;2022-04-08T01:51:26.488;
380000;868;18289;0;6197;2022-04-08T01:53:45.577;
381000;878;18441;0;5591;2022-04-08T01:56:09.172;
382000;870;17820;0;6479;2022-04-08T01:58:25.382;
383000;874;17754;0;6155;2022-04-08T02:00:38.257;
384000;863;18163;0;6701;2022-04-08T02:02:53.739;
385000;860;18541;0;6689;2022-04-08T02:05:12.154;
386000;865;18227;0;6849;2022-04-08T02:07:28.560;
387000;880;18268;0;5650;2022-04-08T02:09:45.357;
388000;881;18450;0;6647;2022-04-08T02:12:02.717;
389000;862;18168;0;7043;2022-04-08T02:14:18.245;
390000;876;18120;0;6707;2022-04-08T02:16:33.575;
391000;889;18746;0;5819;2022-04-08T02:18:53.718;
392000;882;18662;0;5546;2022-04-08T02:21:13.389;
393000;866;18127;0;6727;2022-04-08T02:23:28.611;
394000;860;18475;0;7444;2022-04-08T02:25:46.563;
395000;866;17939;0;6617;2022-04-08T02:28:01.023;
396000;872;17985;0;6771;2022-04-08T02:30:15.414;
397000;868;18145;0;6005;2022-04-08T02:32:31.980;
398000;888;18158;0;5296;2022-04-08T02:34:47.311;
399000;853;17996;0;7422;2022-04-08T02:37:01.300;
400000;863;18100;0;6594;2022-04-08T02:39:16.652;
401000;877;18350;0;6564;2022-04-08T02:41:33.793;
402000;871;18084;0;6394;2022-04-08T02:43:48.801;
403000;861;17767;0;6975;2022-04-08T02:46:01.006;
404000;868;18408;0;6718;2022-04-08T02:48:18.317;
405000;889;18337;0;5604;2022-04-08T02:50:35.251;
406000;872;18090;0;6125;2022-04-08T02:52:50.645;
407000;881;18816;0;5895;2022-04-08T02:55:11.332;
408000;878;18668;0;6368;2022-04-08T02:57:30.700;
409000;883;18877;0;5713;2022-04-08T02:59:52.001;
410000;865;18378;0;7020;2022-04-08T03:02:09.832;
411000;864;18171;0;6893;2022-04-08T03:04:31.360;
412000;867;18030;0;6743;2022-04-08T03:06:46.036;
413000;870;18334;0;6388;2022-04-08T03:09:03.186;
414000;886;18399;0;6272;2022-04-08T03:11:20.565;
415000;885;18278;0;5555;2022-04-08T03:13:36.737;
416000;881;18419;0;6073;2022-04-08T03:15:54.164;
417000;877;18344;0;6261;2022-04-08T03:18:11.465;
418000;863;18184;0;7096;2022-04-08T03:20:27.462;
419000;884;18029;0;6239;2022-04-08T03:22:41.848;
420000;879;18411;0;6354;2022-04-08T03:24:59.039;
421000;865;18174;0;6674;2022-04-08T03:27:14.940;
422000;871;18483;0;7130;2022-04-08T03:29:32.800;
423000;868;18151;0;6970;2022-04-08T03:31:48.047;
424000;876;18062;0;6584;2022-04-08T03:34:03.141;
425000;887;18457;0;6380;2022-04-08T03:36:20.924;
426000;868;18068;0;6353;2022-04-08T03:38:35.883;
427000;871;18570;0;6248;2022-04-08T03:40:54.227;
428000;874;18015;0;6724;2022-04-08T03:43:08.807;
429000;884;18259;0;5631;2022-04-08T03:45:24.828;
430000;865;18446;0;6526;2022-04-08T03:47:42.368;
431000;853;17761;0;7475;2022-04-08T03:49:54.902;
432000;874;17883;0;6282;2022-04-08T03:52:09.001;
433000;882;18664;0;6039;2022-04-08T03:54:28.499;
434000;889;19071;0;4990;2022-04-08T03:56:51.179;
435000;860;18466;0;7156;2022-04-08T03:59:08.558;
436000;868;18307;0;7186;2022-04-08T04:01:25.304;
437000;868;18272;0;6302;2022-04-08T04:03:41.923;
438000;872;18222;0;6276;2022-04-08T04:05:57.547;
439000;863;18508;0;6449;2022-04-08T04:08:16.292;
440000;865;18493;0;6859;2022-04-08T04:10:34.388;
441000;863;17811;0;6507;2022-04-08T04:12:47.747;
442000;892;18560;0;5419;2022-04-08T04:15:05.692;
443000;859;17882;0;7221;2022-04-08T04:17:19.510;
444000;879;18341;0;5829;2022-04-08T04:19:36.294;
445000;876;18047;0;5851;2022-04-08T04:21:50.529;
446000;865;17996;0;7072;2022-04-08T04:24:05.010;
447000;871;18104;0;6022;2022-04-08T04:26:19.846;
448000;863;18060;0;6635;2022-04-08T04:28:34.865;
449000;877;18128;0;5879;2022-04-08T04:30:50.073;
450000;840;17784;0;8190;2022-04-08T04:33:03.485;
451000;867;18010;0;6582;2022-04-08T04:35:17.463;
452000;878;18229;0;6183;2022-04-08T04:37:33.405;
453000;884;18792;0;5571;2022-04-08T04:39:53.642;
454000;869;18394;0;6815;2022-04-08T04:42:10.630;
455000;869;18213;0;6154;2022-04-08T04:44:26.183;
456000;872;18602;0;6706;2022-04-08T04:46:45.090;
457000;854;17895;0;7549;2022-04-08T04:48:58.437;
458000;877;18685;0;6469;2022-04-08T04:51:17.727;
459000;877;18570;0;6206;2022-04-08T04:53:36.420;
460000;859;18512;0;6953;2022-04-08T04:55:54.515;
461000;869;18232;0;6997;2022-04-08T04:58:11.051;
462000;859;18227;0;7250;2022-04-08T05:00:26.887;
463000;882;18538;0;5855;2022-04-08T05:02:45.607;
464000;875;18235;0;6393;2022-04-08T05:05:02.239;
465000;867;18635;0;6793;2022-04-08T05:07:21.456;
466000;885;18712;0;5629;2022-04-08T05:09:41.171;
467000;893;18884;0;5093;2022-04-08T05:12:02.644;
468000;880;18668;0;6456;2022-04-08T05:14:22.077;
469000;882;18771;0;5850;2022-04-08T05:16:42.012;
470000;887;18285;0;6083;2022-04-08T05:18:58.017;
471000;871;18668;0;6209;2022-04-08T05:21:17.154;
472000;880;18499;0;5641;2022-04-08T05:23:35.756;
473000;880;18333;0;5955;2022-04-08T05:25:52.613;
474000;882;18540;0;6202;2022-04-08T05:28:11.019;
475000;876;18231;0;6367;2022-04-08T05:30:27.012;
476000;891;18202;0;5452;2022-04-08T05:32:42.790;
477000;873;18249;0;6183;2022-04-08T05:34:59.404;
478000;869;17646;0;6406;2022-04-08T05:37:11.483;
