totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
983000;893;18050;0;1542;
984000;900;18710;0;1269;
985000;894;18057;0;1394;
986000;900;18273;0;1342;
987000;904;17900;0;994;
988000;893;17813;0;1272;
989000;882;17953;0;2036;
990000;904;18326;0;1551;
991000;908;18158;0;1258;
992000;901;18200;0;1447;
993000;895;18479;0;982;
994000;895;18296;0;1075;
995000;908;18409;0;1312;
996000;879;18157;0;1399;
997000;901;18336;0;1295;
998000;905;18193;0;1040;
999000;896;18463;0;1237;
1000000;913;18657;0;1056;
1001000;897;18267;0;1347;
1002000;899;17762;0;1728;
1003000;902;18347;0;1535;
1004000;908;18167;0;1212;
1005000;911;18108;0;1227;
1006000;901;18374;0;1649;
1007000;881;18220;0;1641;
1008000;896;18324;0;1291;
1009000;885;18111;0;1738;
1010000;890;18184;0;1363;
1011000;913;17717;0;1018;
1012000;900;18256;0;1342;
1013000;909;18736;0;1311;
1014000;889;17882;0;1736;
1015000;880;17887;0;1447;
1016000;890;18313;0;1299;
1017000;883;18287;0;1327;
1018000;906;18079;0;1238;
1019000;895;18337;0;1255;
1020000;894;18325;0;1405;
1021000;903;18096;0;1408;
1022000;898;18354;0;1303;
1023000;896;18117;0;1329;
1024000;902;18412;0;1505;
1025000;900;18559;0;1154;
1026000;920;18471;0;899;
1027000;896;18599;0;1286;
1028000;895;18050;0;1358;
1029000;893;18322;0;1365;
1030000;899;18196;0;1437;
1031000;902;18286;0;1462;
1032000;893;18032;0;1397;
1033000;892;17991;0;1544;
1034000;906;18504;0;1137;
1035000;921;18597;0;1010;
1036000;883;17954;0;1601;
1037000;896;18202;0;1665;
1038000;895;18233;0;1330;
1039000;886;18212;0;1492;
1040000;892;18426;0;1349;
1041000;900;18200;0;1130;
1042000;892;18214;0;1317;
1043000;912;18272;0;965;
1044000;878;18042;0;1330;
1045000;885;18124;0;1923;
1046000;887;18255;0;1396;
1047000;894;17873;0;1062;
1048000;886;18025;0;1268;
1049000;905;18628;0;1017;
1050000;892;18076;0;1328;
1051000;891;18376;0;1710;
1052000;905;18467;0;1503;
1053000;887;18192;0;1431;
1054000;906;18441;0;1206;
1055000;914;18736;0;1099;
1056000;909;18143;0;1242;
1057000;911;18336;0;1459;
1058000;885;18017;0;1778;
1059000;907;18124;0;1348;
1060000;890;18041;0;1704;
1061000;901;18194;0;1223;
1062000;891;18155;0;1498;
1063000;892;18100;0;1357;
1064000;906;18110;0;1234;
1065000;899;18226;0;1440;
1066000;899;17961;0;1227;
1067000;898;18341;0;1159;
1068000;880;18067;0;1728;
1069000;911;18288;0;1238;
1070000;888;18375;0;1582;
1071000;896;18517;0;1237;
1072000;897;17894;0;1237;
1073000;892;18297;0;1644;
1074000;902;18331;0;1518;
1075000;900;18363;0;962;
1076000;912;18197;0;1141;
1077000;882;18150;0;1344;
1078000;906;18434;0;1169;
1079000;904;18126;0;1524;
1080000;888;18106;0;1387;
1081000;911;18165;0;1086;
1082000;903;18527;0;1232;
1083000;889;17965;0;1714;
1084000;903;18321;0;1329;
1085000;876;18275;0;1489;
1086000;904;18163;0;1271;
1087000;896;18705;0;1253;
1088000;898;18375;0;1370;
1089000;897;18354;0;1397;
1090000;909;18244;0;1484;
1091000;904;18357;0;1760;
1092000;904;18237;0;1049;
1093000;887;18154;0;1519;
1094000;885;18382;0;1488;
1095000;903;18562;0;1250;
1096000;887;18177;0;1474;
1097000;900;18384;0;1590;
1098000;882;18335;0;1661;
1099000;900;18562;0;1372;
1100000;906;18557;0;1159;
1101000;909;18320;0;1200;
1102000;905;18398;0;1201;
1103000;900;18255;0;1373;
1104000;893;18452;0;1206;
1105000;916;18608;0;1183;
1106000;906;18272;0;1535;
1107000;890;18475;0;1496;
1108000;891;18103;0;1428;
1109000;902;18019;0;1044;
1110000;891;18007;0;1605;
1111000;910;17946;0;1200;
1112000;912;18812;0;1043;
1113000;906;17972;0;1382;
1114000;888;18406;0;1219;
1115000;901;18038;0;1626;
1116000;904;18217;0;1450;
1117000;881;18096;0;1739;
1118000;886;18330;0;1609;
