totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
35000;15;33486;0;92165;2022-02-08T18:07:13.689;
36000;12;32570;0;93348;2022-02-08T18:23:07.873;
37000;23;34292;0;90307;2022-02-08T18:39:49.204;
38000;13;35442;0;88728;2022-02-08T18:57:20.697;
39000;16;35450;0;88143;2022-02-08T19:14:36.540;
40000;16;35980;0;87470;2022-02-08T19:32:17.614;
41000;20;36006;0;87324;2022-02-08T19:49:49.035;
42000;30;36820;0;85637;2022-02-08T20:07:51.890;
43000;21;36723;0;87468;2022-02-08T20:25:45.907;
44000;40;37650;0;85950;2022-02-08T20:44:02.960;
45000;36;38168;0;83193;2022-02-08T21:02:53.041;
46000;34;38924;0;84943;2022-02-08T21:21:55.897;
47000;38;39107;0;82305;2022-02-08T21:41:01.210;
48000;36;37106;0;90383;2022-02-08T21:59:08.221;
49000;45;39195;0;86046;2022-02-08T22:18:17.584;
50000;51;42015;0;76840;2022-02-08T22:39:19.511;
51000;45;41359;0;80105;2022-02-08T22:59:35.323;
52000;58;42600;0;76169;2022-02-08T23:20:36.913;
53000;63;42015;0;78716;2022-02-08T23:41:29.677;
54000;45;40402;0;80787;2022-02-09T00:01:26.742;
55000;62;41560;0;79404;2022-02-09T00:22:00.662;
56000;64;41499;0;79787;2022-02-09T00:42:34.818;
57000;51;41797;0;78587;2022-02-09T01:03:20.280;
58000;77;45032;0;72332;2022-02-09T01:25:39.798;
59000;68;43695;0;75996;2022-02-09T01:47:12.322;
60000;77;41211;0;80488;2022-02-09T02:07:38.538;
61000;71;42768;0;77549;2022-02-09T02:28:39.822;
62000;80;43704;0;77377;2022-02-09T02:50:21.001;
63000;84;44657;0;73526;2022-02-09T03:12:23.623;
64000;76;43806;0;73636;2022-02-09T03:34:08.456;
65000;101;43588;0;76868;2022-02-09T03:55:36.734;
66000;106;44807;0;73924;2022-02-09T04:17:49.575;
67000;101;44659;0;74062;2022-02-09T04:39:54.328;
68000;109;47091;0;69736;2022-02-09T05:03:19.030;
69000;99;45901;0;72410;2022-02-09T05:26:01.051;
70000;105;46898;0;71363;2022-02-09T05:49:06.651;
71000;101;46031;0;70834;2022-02-09T06:11:56.415;
72000;120;46288;0;72497;2022-02-09T06:34:41.174;
73000;103;46495;0;70873;2022-02-09T06:57:40.680;
74000;125;47458;0;68899;2022-02-09T07:21:08.976;
75000;125;47553;0;69274;2022-02-09T07:44:34.221;
76000;141;47801;0;68625;2022-02-09T08:08:15.082;
77000;133;47423;0;70088;2022-02-09T08:31:44.202;
78000;128;46944;0;71293;2022-02-09T08:54:55.924;
79000;150;49557;0;63473;2022-02-09T09:19:21.800;
80000;141;49404;0;63973;2022-02-09T09:43:48.181;
81000;148;49056;0;66879;2022-02-09T10:08:00.943;
82000;154;48927;0;67374;2022-02-09T10:32:10.879;
83000;151;50056;0;64596;2022-02-09T10:57:14.096;
84000;161;49230;0;66499;2022-02-09T11:21:23.569;
85000;168;49284;0;65643;2022-02-09T11:45:52.417;
86000;151;49253;0;66132;2022-02-09T12:10:04.925;
87000;163;49616;0;64798;2022-02-09T12:34:33.448;
88000;151;49304;0;65279;2022-02-09T12:59:08.444;
89000;133;48781;0;66211;2022-02-09T13:23:19.498;
90000;168;50319;0;63526;2022-02-09T13:48:05.170;
91000;166;50512;0;63768;2022-02-09T14:13:04.860;
92000;170;50787;0;62175;2022-02-09T14:38:10.181;
93000;181;49744;0;65359;2022-02-09T15:02:40.104;
94000;186;50332;0;64805;2022-02-09T15:27:42.627;
95000;176;50295;0;64524;2022-02-09T15:52:41.474;
96000;188;52071;0;62073;2022-02-09T16:18:25.432;
97000;201;50973;0;61539;2022-02-09T16:43:39.710;
98000;213;50658;0;62936;2022-02-09T17:08:35.350;
99000;192;51893;0;63558;2022-02-09T17:34:15.404;
100000;205;52901;0;58398;2022-02-09T18:00:14.326;
101000;194;51727;0;61759;2022-02-09T18:25:53.478;
102000;210;52278;0;59955;2022-02-09T18:51:49.137;
103000;212;51942;0;63326;2022-02-09T19:17:44.405;
104000;197;52269;0;58778;2022-02-09T19:43:46.028;
105000;211;53448;0;57805;2022-02-09T20:10:10.578;
106000;239;53168;0;57370;2022-02-09T20:36:25.114;
107000;220;52606;0;59492;2022-02-09T21:02:24.354;
108000;234;52168;0;60867;2022-02-09T21:28:22.939;
109000;247;55757;0;53740;2022-02-09T21:55:47.378;
110000;222;54933;0;55071;2022-02-09T22:23:01.105;
111000;240;53496;0;58890;2022-02-09T22:49:31.864;
112000;223;53437;0;58191;2022-02-09T23:16:04.254;
113000;246;53785;0;57766;2022-02-09T23:42:48.737;
114000;242;55186;0;55561;2022-02-10T00:09:58.749;
115000;230;54278;0;57054;2022-02-10T00:36:47.928;
116000;247;56078;0;52607;2022-02-10T01:04:42.179;
117000;245;54913;0;54106;2022-02-10T01:31:44.178;
118000;277;56314;0;52979;2022-02-10T01:59:34.614;
119000;259;56354;0;51502;2022-02-10T02:27:30.550;
120000;265;56036;0;51692;2022-02-10T02:55:12.925;
121000;233;54915;0;54928;2022-02-10T03:22:23.173;
122000;254;54790;0;55258;2022-02-10T03:49:26.369;
123000;255;55245;0;56437;2022-02-10T04:16:59.882;
124000;251;55733;0;52529;2022-02-10T04:44:42.853;
125000;275;58354;0;48075;2022-02-10T05:13:44.369;
126000;265;56429;0;52143;2022-02-10T05:41:37.395;
127000;260;55432;0;53764;2022-02-10T06:09:06.776;
128000;285;56517;0;51928;2022-02-10T06:37:01.074;
129000;276;55442;0;53121;2022-02-10T07:04:33.159;
130000;259;55401;0;56423;2022-02-10T07:31:46.466;
131000;275;56546;0;51535;2022-02-10T07:59:45.671;
132000;293;57826;0;49899;2022-02-10T08:28:19.555;
133000;264;56099;0;53115;2022-02-10T08:55:55.985;
134000;283;55950;0;54613;2022-02-10T09:23:39.656;
135000;273;55667;0;54202;2022-02-10T09:51:19.114;
136000;279;56124;0;54240;2022-02-10T10:19:06.560;
137000;281;57636;0;50667;2022-02-10T10:47:36.929;
138000;296;58002;0;49880;2022-02-10T11:16:15.885;
139000;317;58128;0;50382;2022-02-10T11:45:02.154;
140000;287;56587;0;53817;2022-02-10T12:12:59.445;
141000;277;57322;0;50434;2022-02-10T12:41:23.781;
142000;315;57281;0;50907;2022-02-10T13:09:45.712;
143000;296;56833;0;54047;2022-02-10T13:37:45.240;
144000;299;57386;0;51229;2022-02-10T14:06:06.516;
145000;307;56898;0;52797;2022-02-10T14:34:20.089;
146000;343;59457;0;45502;2022-02-10T15:03:50.947;
147000;296;57629;0;49450;2022-02-10T15:32:20.707;
148000;304;58396;0;48716;2022-02-10T16:01:24.262;
149000;339;59707;0;45501;2022-02-10T16:30:51.272;
150000;318;58633;0;48609;2022-02-10T17:00:03.860;
151000;312;58187;0;49633;2022-02-10T17:28:43.234;
152000;302;59530;0;47484;2022-02-10T17:58:10.368;
153000;304;59327;0;45506;2022-02-10T18:27:31.671;
154000;345;59201;0;48301;2022-02-10T18:56:42.656;
155000;310;58240;0;49657;2022-02-10T19:25:31.495;
156000;297;58319;0;49318;2022-02-10T19:53:30.200;
157000;339;60042;0;45812;2022-02-10T20:21:28.315;
158000;308;57119;0;52850;2022-02-10T20:48:14.376;
159000;308;57886;0;49558;2022-02-10T21:15:04.603;
160000;323;58403;0;50430;2022-02-10T21:42:16.056;
161000;323;57700;0;51352;2022-02-10T22:08:57.602;
162000;324;59340;0;48106;2022-02-10T22:36:30.907;
163000;340;60832;0;43376;2022-02-10T23:05:05.105;
164000;364;59514;0;47581;2022-02-10T23:33:06.781;
165000;315;58221;0;49465;2022-02-11T00:00:27.387;
166000;330;58919;0;47665;2022-02-11T00:28:05.406;
167000;346;58785;0;46553;2022-02-11T00:55:45.152;
168000;340;59143;0;46171;2022-02-11T01:23:22.565;
169000;339;58716;0;47736;2022-02-11T01:50:46.656;
170000;362;59927;0;47205;2022-02-11T02:19:02.098;
171000;343;61111;0;44430;2022-02-11T02:47:43.822;
172000;338;58736;0;49139;2022-02-11T03:15:24.066;
173000;358;59822;0;45787;2022-02-11T03:43:33.098;
174000;309;59848;0;45486;2022-02-11T04:11:34.858;
175000;342;59898;0;46330;2022-02-11T04:39:51.622;
176000;346;58233;0;49381;2022-02-11T05:07:13.226;
177000;350;60261;0;46656;2022-02-11T05:35:28.284;
178000;375;62274;0;42118;2022-02-11T06:05:06.825;
179000;342;61123;0;43157;2022-02-11T06:33:47.799;
180000;346;60335;0;46011;2022-02-11T07:02:12.765;
181000;369;61489;0;43578;2022-02-11T07:31:05.340;
182000;358;60718;0;44426;2022-02-11T07:59:35.697;
183000;350;59724;0;46971;2022-02-11T08:27:34.413;
184000;349;58928;0;49267;2022-02-11T08:55:15.608;
185000;350;60102;0;47942;2022-02-11T09:23:24.745;
186000;363;60887;0;45222;2022-02-11T09:52:06.605;
187000;358;60165;0;45572;2022-02-11T10:20:25.784;
188000;377;61110;0;44895;2022-02-11T10:49:04.199;
189000;382;61088;0;43101;2022-02-11T11:17:44.727;
190000;396;61976;0;41421;2022-02-11T11:46:52.912;
191000;367;61846;0;43158;2022-02-11T12:15:57.443;
192000;370;60506;0;43042;2022-02-11T12:44:18.432;
193000;384;60404;0;45183;2022-02-11T13:12:32.252;
194000;385;61297;0;43320;2022-02-11T13:41:35.985;
195000;356;60414;0;45455;2022-02-11T14:10:38.655;
196000;404;60997;0;44844;2022-02-11T14:33:26.856;
197000;390;60373;0;46621;2022-02-11T14:57:54.498;
198000;417;63148;0;41167;2022-02-11T15:26:30.736;
199000;375;61933;0;41013;2022-02-11T15:53:39.724;
200000;373;61097;0;43468;2022-02-11T16:20:02.952;
201000;377;61427;0;44384;2022-02-11T16:46:06.799;
202000;395;61064;0;43825;2022-02-11T17:11:02.775;
203000;410;63464;0;41107;2022-02-11T17:36:31.879;
204000;392;61798;0;42818;2022-02-11T18:01:13.446;
205000;401;62438;0;42812;2022-02-11T18:26:28.735;
206000;415;62232;0;40970;2022-02-11T18:51:38.544;
207000;357;60045;0;46183;2022-02-11T19:15:49.753;
208000;345;60617;0;45369;2022-02-11T19:40:12.290;
209000;421;63399;0;39439;2022-02-11T20:05:45.948;
210000;392;63095;0;39585;2022-02-11T20:31:07.020;
211000;385;62788;0;40074;2022-02-11T20:56:40.639;
212000;403;63494;0;39319;2022-02-11T21:22:23.091;
213000;404;62343;0;41139;2022-02-11T21:47:47.468;
214000;425;62734;0;40704;2022-02-11T22:13:32.736;
215000;414;63901;0;39416;2022-02-11T22:39:44.926;
216000;362;60488;0;46707;2022-02-11T23:04:25.151;
217000;407;62870;0;40226;2022-02-11T23:29:57.660;
218000;415;62395;0;42086;2022-02-11T23:55:27.001;
219000;381;61753;0;43925;2022-02-12T00:20:47.719;
220000;377;61643;0;43456;2022-02-12T00:45:52.590;
221000;404;62268;0;42642;2022-02-12T01:11:01.796;
222000;446;64396;0;37881;2022-02-12T01:37:11.092;
223000;445;64534;0;35460;2022-02-12T02:03:24.125;
224000;392;63699;0;39901;2022-02-12T02:29:43.679;
225000;404;62898;0;40001;2022-02-12T02:55:44.330;
226000;395;62404;0;41650;2022-02-12T03:21:14.243;
227000;419;62619;0;39998;2022-02-12T03:46:57.433;
228000;426;62005;0;41353;2022-02-12T04:12:10.258;
229000;428;63324;0;41512;2022-02-12T04:37:53.632;
230000;425;64636;0;38006;2022-02-12T05:04:21.397;
231000;429;64414;0;38233;2022-02-12T05:30:23.497;
232000;451;64744;0;36459;2022-02-12T05:56:47.686;
233000;395;62540;0;40212;2022-02-12T06:22:13.466;
234000;425;63773;0;40128;2022-02-12T06:48:07.916;
235000;408;61987;0;42896;2022-02-12T07:13:26.043;
236000;398;62932;0;40855;2022-02-12T07:39:02.992;
237000;428;62781;0;40071;2022-02-12T08:04:37.046;
238000;396;62862;0;39037;2022-02-12T08:30:13.593;
239000;453;64047;0;37345;2022-02-12T08:56:18.847;
240000;419;62922;0;40892;2022-02-12T09:21:52.548;
241000;419;63519;0;37496;2022-02-12T09:47:40.940;
242000;446;65784;0;34407;2022-02-12T10:14:19.190;
243000;433;63894;0;40062;2022-02-12T10:40:29.673;
244000;391;60951;0;46160;2022-02-12T11:05:23.330;
245000;437;63586;0;40043;2022-02-12T11:31:11.390;
246000;436;64050;0;38380;2022-02-12T11:57:08.780;
247000;448;64469;0;37307;2022-02-12T12:23:20.876;
248000;437;63232;0;40055;2022-02-12T12:49:06.919;
249000;391;62324;0;42765;2022-02-12T13:11:28.821;
250000;410;62132;0;42229;2022-02-12T13:33:15.063;
251000;434;64187;0;37421;2022-02-12T13:55:50.177;
252000;477;65235;0;34690;2022-02-12T14:18:42.911;
253000;440;64870;0;37892;2022-02-12T14:41:30.509;
254000;462;65049;0;37527;2022-02-12T15:04:17.803;
255000;429;62992;0;40627;2022-02-12T15:26:23.774;
256000;443;64556;0;37617;2022-02-12T15:49:13.385;
257000;436;64615;0;37671;2022-02-12T16:11:40.052;
258000;438;64963;0;36556;2022-02-12T16:34:11.558;
259000;444;64051;0;37853;2022-02-12T16:56:23.376;
260000;476;66307;0;35439;2022-02-12T17:19:24.804;
261000;448;65763;0;33855;2022-02-12T17:54:41.548;
262000;458;64170;0;37508;2022-02-12T18:04:40.148;
263000;464;65359;0;35561;2022-02-12T18:14:51.417;
264000;456;66305;0;33353;2022-02-12T18:25:20.771;
265000;422;63904;0;37721;2022-02-12T18:35:18.110;
266000;494;66772;0;31870;2022-02-12T18:45:41.754;
267000;491;68520;0;30905;2022-02-12T18:56:27.645;
268000;481;65187;0;36525;2022-02-12T19:06:39.465;
269000;500;66615;0;32998;2022-02-12T19:17:06.188;
270000;490;67750;0;30221;2022-02-12T19:27:38.443;
271000;475;67928;0;31494;2022-02-12T19:38:19.135;
272000;458;65242;0;36204;2022-02-12T19:48:31.877;
273000;467;65880;0;35349;2022-02-12T19:58:47.604;
274000;477;66190;0;33027;2022-02-12T20:09:10.284;
275000;501;67266;0;31928;2022-02-12T20:19:39.746;
276000;514;67034;0;32161;2022-02-12T20:30:08.223;
277000;488;66053;0;34696;2022-02-12T20:40:27.639;
278000;466;64881;0;36616;2022-02-12T20:50:37.307;
279000;511;66708;0;33515;2022-02-12T21:01:02.755;
280000;493;66609;0;33530;2022-02-12T21:11:24.844;
281000;490;66459;0;32994;2022-02-12T21:21:48.339;
282000;471;64863;0;36839;2022-02-12T21:31:53.758;
283000;488;66633;0;33445;2022-02-12T21:42:20.364;
284000;469;65782;0;34206;2022-02-12T21:52:35.783;
285000;526;68243;0;28700;2022-02-12T22:03:17.512;
286000;497;67190;0;31117;2022-02-12T22:13:47.509;
287000;470;66348;0;36158;2022-02-12T22:24:10.178;
288000;461;64527;0;37653;2022-02-12T22:34:14.411;
289000;492;66976;0;32347;2022-02-12T22:44:41.674;
290000;475;66293;0;33517;2022-02-12T22:55:02.156;
291000;470;67201;0;33151;2022-02-12T23:05:36.246;
292000;515;67508;0;32742;2022-02-12T23:16:07.447;
293000;476;66319;0;34090;2022-02-12T23:26:27.602;
294000;510;66932;0;32241;2022-02-12T23:36:57.537;
295000;489;65895;0;33803;2022-02-12T23:47:18.566;
296000;495;66725;0;33652;2022-02-12T23:57:46.455;
297000;472;67211;0;32141;2022-02-13T00:08:15.945;
298000;525;68561;0;29870;2022-02-13T00:18:59.314;
299000;494;65224;0;34882;2022-02-13T00:29:11.052;
300000;482;64699;0;36876;2022-02-13T00:39:19.514;
301000;467;66357;0;33636;2022-02-13T00:49:44.440;
302000;493;67246;0;32668;2022-02-13T01:00:15.830;
303000;497;66904;0;32581;2022-02-13T01:10:44.910;
304000;508;65906;0;34400;2022-02-13T01:21:01.135;
305000;484;66598;0;32634;2022-02-13T01:31:23.675;
306000;479;66742;0;33348;2022-02-13T01:41:50.498;
307000;484;67818;0;32433;2022-02-13T01:52:27.370;
308000;483;67371;0;32035;2022-02-13T02:02:57.745;
309000;486;66189;0;36170;2022-02-13T02:13:19.529;
310000;486;67592;0;32419;2022-02-13T02:23:53.564;
311000;493;66504;0;34346;2022-02-13T02:34:20.071;
312000;488;66945;0;33267;2022-02-13T02:44:55.466;
313000;509;67499;0;32470;2022-02-13T02:55:27.694;
314000;477;66370;0;33305;2022-02-13T03:05:54.019;
315000;489;66708;0;31319;2022-02-13T03:16:19.876;
316000;487;67675;0;32272;2022-02-13T03:26:56.342;
317000;503;67343;0;32094;2022-02-13T03:37:33.122;
318000;502;67148;0;32500;2022-02-13T03:48:04.935;
319000;513;67661;0;31962;2022-02-13T03:58:39.234;
320000;495;66804;0;33026;2022-02-13T04:09:06.065;
321000;497;67377;0;31005;2022-02-13T04:19:35.615;
322000;494;67063;0;32981;2022-02-13T04:30:03.573;
323000;468;66948;0;32503;2022-02-13T04:40:30.329;
324000;490;67277;0;32092;2022-02-13T04:51:01.897;
325000;492;66467;0;32445;2022-02-13T05:01:24.514;
326000;493;65914;0;33865;2022-02-13T05:11:44.319;
327000;470;65985;0;34595;2022-02-13T05:22:03.281;
328000;487;66043;0;35661;2022-02-13T05:32:21.087;
329000;498;67127;0;34345;2022-02-13T05:42:51.714;
330000;486;66866;0;34444;2022-02-13T05:53:19.290;
331000;500;65970;0;34601;2022-02-13T06:03:40.073;
332000;470;67034;0;33293;2022-02-13T06:14:08.500;
333000;473;65563;0;36001;2022-02-13T06:24:22.260;
334000;513;67360;0;32899;2022-02-13T06:34:55.270;
335000;489;67060;0;33346;2022-02-13T06:45:23.580;
336000;503;66290;0;35259;2022-02-13T06:55:45.659;
337000;503;67667;0;33987;2022-02-13T07:06:22.379;
338000;483;65976;0;34358;2022-02-13T07:16:42.994;
339000;489;67128;0;32212;2022-02-13T07:27:12.453;
340000;488;67660;0;32035;2022-02-13T07:37:47.085;
341000;493;66959;0;32307;2022-02-13T07:48:16.439;
342000;484;66577;0;34791;2022-02-13T07:58:39.529;
343000;508;68049;0;32153;2022-02-13T08:09:17.744;
344000;492;67298;0;31398;2022-02-13T08:19:48.492;
345000;512;67988;0;30378;2022-02-13T08:30:26.569;
346000;497;67007;0;33334;2022-02-13T08:40:55.132;
347000;498;66820;0;32600;2022-02-13T08:51:22.900;
348000;499;67759;0;29867;2022-02-13T09:01:56.699;
349000;496;66429;0;33867;2022-02-13T09:12:21.468;
350000;481;64813;0;36916;2022-02-13T09:22:29.928;
351000;506;67183;0;34289;2022-02-13T09:33:00.995;
352000;509;66317;0;33322;2022-02-13T09:43:24.705;
353000;494;66582;0;33201;2022-02-13T09:53:49.102;
354000;508;67267;0;32152;2022-02-13T10:04:18.875;
355000;481;65325;0;38001;2022-02-13T10:14:31.306;
356000;507;67325;0;31573;2022-02-13T10:25:07.569;
357000;512;68929;0;28773;2022-02-13T10:35:58.368;
358000;495;66108;0;34239;2022-02-13T10:46:17.692;
359000;494;66982;0;31475;2022-02-13T10:56:45.905;
360000;461;65329;0;34922;2022-02-13T11:07:00.550;
361000;475;65804;0;35164;2022-02-13T11:17:19.283;
362000;510;67169;0;31697;2022-02-13T11:27:52.238;
363000;506;66937;0;33531;2022-02-13T11:38:19.594;
364000;502;67213;0;30844;2022-02-13T11:48:51.800;
365000;504;66476;0;33205;2022-02-13T11:59:16.628;
366000;522;68542;0;29470;2022-02-13T12:09:58.955;
367000;481;66305;0;34512;2022-02-13T12:20:18.189;
368000;502;68857;0;27728;2022-02-13T12:31:03.328;
369000;521;67486;0;30399;2022-02-13T12:41:37.780;
370000;484;65917;0;34482;2022-02-13T12:51:56.484;
371000;494;67585;0;30482;2022-02-13T13:02:29.655;
372000;509;67345;0;31310;2022-02-13T13:13:02.014;
373000;488;67042;0;34292;2022-02-13T13:23:31.826;
374000;502;66715;0;33539;2022-02-13T13:33:56.388;
375000;524;69961;0;28939;2022-02-13T13:44:53.855;
376000;482;65472;0;34759;2022-02-13T13:55:09.637;
377000;478;65794;0;35813;2022-02-13T14:05:27.153;
378000;509;67318;0;32066;2022-02-13T14:15:57.137;
379000;496;67322;0;31528;2022-02-13T14:26:28.902;
380000;509;68029;0;30255;2022-02-13T14:37:08.010;
381000;517;66380;0;34210;2022-02-13T14:47:30.656;
382000;500;67108;0;32657;2022-02-13T14:57:58.380;
383000;494;65777;0;35047;2022-02-13T15:08:15.783;
384000;501;66752;0;33052;2022-02-13T15:18:44.690;
385000;488;66733;0;33530;2022-02-13T15:29:10.273;
386000;537;66621;0;33815;2022-02-13T15:39:37.767;
387000;504;66820;0;34313;2022-02-13T15:50:02.718;
388000;490;66463;0;34063;2022-02-13T16:00:28.548;
389000;483;65909;0;34527;2022-02-13T16:10:47.695;
390000;505;65908;0;34634;2022-02-13T16:21:06.516;
391000;502;67697;0;30761;2022-02-13T16:31:41.651;
392000;499;67644;0;33319;2022-02-13T16:42:17.507;
393000;526;66942;0;31547;2022-02-13T16:52:44.367;
394000;486;65843;0;33295;2022-02-13T17:03:03.027;
395000;501;66600;0;32866;2022-02-13T17:13:28.766;
396000;491;67099;0;32987;2022-02-13T17:23:58.960;
397000;506;65829;0;35254;2022-02-13T17:34:16.579;
398000;506;66282;0;33066;2022-02-13T17:44:38.059;
399000;512;66638;0;32332;2022-02-13T17:55:03.368;
400000;516;68060;0;30052;2022-02-13T18:05:41.864;
401000;489;65974;0;34899;2022-02-13T18:15:59.864;
402000;523;67222;0;32915;2022-02-13T18:26:33.567;
403000;517;67403;0;30897;2022-02-13T18:37:04.989;
404000;487;66379;0;34027;2022-02-13T18:47:27.695;
405000;512;66586;0;33789;2022-02-13T18:57:51.996;
406000;506;66803;0;33654;2022-02-13T19:08:19.110;
407000;521;66676;0;31483;2022-02-13T19:18:45.568;
408000;501;66701;0;33592;2022-02-13T19:29:09.652;
409000;495;66307;0;35378;2022-02-13T19:39:30.253;
410000;489;66670;0;32654;2022-02-13T19:49:56.932;
411000;536;66448;0;33821;2022-02-13T20:00:19.050;
412000;518;67172;0;34258;2022-02-13T20:10:51.167;
413000;517;67418;0;31923;2022-02-13T20:21:24.176;
414000;488;67738;0;30949;2022-02-13T20:31:58.809;
415000;507;68566;0;29545;2022-02-13T20:42:42.302;
416000;491;67181;0;32226;2022-02-13T20:53:11.844;
417000;518;66134;0;34898;2022-02-13T21:03:33.043;
418000;497;66935;0;32526;2022-02-13T21:13:58.976;
419000;515;68413;0;29859;2022-02-13T21:24:42.970;
420000;513;67323;0;31691;2022-02-13T21:35:13.341;
421000;508;66253;0;34922;2022-02-13T21:45:38.307;
422000;551;69251;0;27935;2022-02-13T21:56:28.988;
423000;494;67297;0;32513;2022-02-13T22:07:03.980;
424000;527;67632;0;31928;2022-02-13T22:17:50.912;
425000;490;66299;0;33103;2022-02-13T22:29:07.724;
426000;530;67648;0;30612;2022-02-13T22:40:10.597;
427000;534;66228;0;33974;2022-02-13T22:50:29.425;
428000;506;66989;0;32928;2022-02-13T23:01:33.261;
429000;509;67492;0;32365;2022-02-13T23:14:01.904;
430000;502;67118;0;32483;2022-02-13T23:26:33.919;
431000;495;67672;0;31255;2022-02-13T23:39:34.303;
432000;543;68605;0;30404;2022-02-13T23:52:07.899;
433000;511;66511;0;34491;2022-02-14T00:04:31.666;
434000;518;68527;0;29848;2022-02-14T00:17:15.017;
435000;485;66626;0;33698;2022-02-14T00:29:52.142;
436000;517;68371;0;30008;2022-02-14T00:42:35.504;
437000;508;66571;0;33842;2022-02-14T00:55:03.035;
438000;515;67144;0;32452;2022-02-14T01:07:38.669;
439000;514;66255;0;33650;2022-02-14T01:19:58.897;
440000;510;67941;0;31407;2022-02-14T01:32:48.006;
441000;510;67862;0;31017;2022-02-14T01:45:23.017;
442000;515;68950;0;28839;2022-02-14T01:58:06.859;
443000;507;66911;0;33192;2022-02-14T02:10:28.364;
444000;543;68415;0;26870;2022-02-14T02:23:06.541;
445000;528;67350;0;30701;2022-02-14T02:35:36.144;
446000;524;67775;0;31653;2022-02-14T02:48:18.844;
447000;489;68216;0;30560;2022-02-14T03:00:56.029;
448000;499;65575;0;34210;2022-02-14T03:13:01.438;
449000;501;67457;0;30761;2022-02-14T03:25:29.175;
450000;499;65905;0;34389;2022-02-14T03:37:42.196;
451000;507;68686;0;29738;2022-02-14T03:50:23.591;
452000;551;68001;0;28958;2022-02-14T04:03:00.441;
453000;535;67791;0;30567;2022-02-14T04:15:32.184;
454000;480;65510;0;34228;2022-02-14T04:27:37.680;
455000;498;67393;0;31719;2022-02-14T04:40:06.784;
456000;504;67814;0;33173;2022-02-14T04:52:41.420;
457000;510;68002;0;31649;2022-02-14T05:05:17.666;
458000;498;66582;0;34041;2022-02-14T05:17:36.180;
459000;516;67088;0;32991;2022-02-14T05:30:03.132;
460000;514;67054;0;32631;2022-02-14T05:42:26.628;
461000;535;69653;0;29826;2022-02-14T05:55:18.808;
462000;523;67906;0;30600;2022-02-14T06:07:55.323;
463000;542;68897;0;29058;2022-02-14T06:20:39.640;
464000;480;64827;0;37018;2022-02-14T06:32:35.763;
465000;476;67005;0;33315;2022-02-14T06:45:00.027;
466000;508;65328;0;35891;2022-02-14T06:57:05.516;
467000;514;68066;0;30954;2022-02-14T07:09:39.348;
468000;510;66330;0;34302;2022-02-14T07:21:52.842;
469000;519;67701;0;32569;2022-02-14T07:34:21.368;
470000;508;66822;0;33858;2022-02-14T07:46:45.381;
471000;531;67835;0;33098;2022-02-14T07:59:16.223;
472000;504;68063;0;32455;2022-02-14T08:11:53.208;
473000;530;68933;0;28427;2022-02-14T08:24:38.631;
474000;510;65705;0;35524;2022-02-14T08:36:48.231;
475000;526;67720;0;30580;2022-02-14T08:49:17.643;
476000;533;68022;0;30780;2022-02-14T09:01:50.916;
477000;533;68218;0;30037;2022-02-14T09:14:27.830;
478000;520;69127;0;28563;2022-02-14T09:27:13.948;
