totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
479000;526;67389;0;31224;2022-02-14T09:39:41.146;
480000;477;66487;0;33256;2022-02-14T09:51:58.190;
481000;501;65781;0;34390;2022-02-14T10:04:09.048;
482000;506;67433;0;33063;2022-02-14T10:16:39.655;
483000;501;66431;0;32248;2022-02-14T10:29:00.123;
484000;505;67850;0;32103;2022-02-14T10:41:34.028;
485000;506;67650;0;31153;2022-02-14T10:54:04.450;
486000;506;67490;0;33416;2022-02-14T11:06:40.704;
487000;500;68030;0;30576;2022-02-14T11:19:18.798;
488000;479;66058;0;34359;2022-02-14T11:31:30.582;
489000;521;69131;0;27384;2022-02-14T11:44:18.926;
490000;522;68563;0;30001;2022-02-14T11:57:01.505;
491000;513;69215;0;29612;2022-02-14T12:09:51.115;
492000;523;68439;0;27765;2022-02-14T12:22:33.710;
493000;504;67985;0;31573;2022-02-14T12:35:10.306;
494000;532;69056;0;29361;2022-02-14T12:47:58.730;
495000;515;66928;0;32318;2022-02-14T13:00:20.452;
496000;506;67986;0;31446;2022-02-14T13:12:53.268;
497000;537;68787;0;28962;2022-02-14T13:25:32.990;
498000;539;69110;0;29786;2022-02-14T13:38:22.586;
499000;516;67371;0;32549;2022-02-14T13:50:48.310;
500000;527;68280;0;31057;2022-02-14T14:03:30.125;
501000;534;66606;0;33345;2022-02-14T14:15:48.678;
502000;544;69724;0;28988;2022-02-14T14:28:44.476;
503000;528;67929;0;31221;2022-02-14T14:41:21.089;
504000;542;66936;0;32418;2022-02-14T14:53:41.323;
505000;522;68451;0;30022;2022-02-14T15:06:19.827;
506000;549;68513;0;29478;2022-02-14T15:19:04.290;
507000;494;66178;0;36402;2022-02-14T15:31:18.781;
508000;510;67235;0;31893;2022-02-14T15:43:51.086;
509000;524;67230;0;32355;2022-02-14T15:56:20.694;
510000;539;69428;0;27827;2022-02-14T16:09:08.008;
511000;554;68038;0;29625;2022-02-14T16:21:47.764;
512000;520;68183;0;29756;2022-02-14T16:34:24.541;
513000;499;67684;0;31182;2022-02-14T16:46:51.338;
514000;528;67626;0;32008;2022-02-14T16:59:23.669;
515000;514;66721;0;32506;2022-02-14T17:11:42.802;
516000;530;68401;0;29559;2022-02-14T17:24:22.169;
517000;564;69508;0;28165;2022-02-14T17:37:16.474;
518000;532;68222;0;29447;2022-02-14T17:49:52.206;
519000;536;69155;0;28566;2022-02-14T18:02:41.204;
520000;522;68432;0;31031;2022-02-14T18:15:16.253;
521000;532;68196;0;30789;2022-02-14T18:27:53.271;
522000;538;68759;0;29609;2022-02-14T18:40:39.104;
523000;531;67374;0;33005;2022-02-14T18:53:12.818;
524000;527;67080;0;31796;2022-02-14T19:05:39.173;
525000;529;67847;0;31620;2022-02-14T19:18:16.514;
526000;513;68440;0;30137;2022-02-14T19:30:54.180;
527000;529;68466;0;28671;2022-02-14T19:43:33.128;
528000;492;67951;0;31075;2022-02-14T19:56:07.609;
529000;514;66776;0;32321;2022-02-14T20:08:27.775;
530000;533;68456;0;31017;2022-02-14T20:21:10.287;
531000;532;67607;0;31758;2022-02-14T20:33:39.817;
532000;498;67987;0;32289;2022-02-14T20:46:12.886;
533000;521;66777;0;32213;2022-02-14T20:58:35.746;
534000;545;68130;0;30178;2022-02-14T21:11:09.949;
535000;506;67211;0;32752;2022-02-14T21:23:37.294;
536000;511;65753;0;35813;2022-02-14T21:35:47.031;
537000;538;68171;0;29539;2022-02-14T21:48:23.805;
538000;512;66800;0;33568;2022-02-14T22:00:45.277;
539000;514;68648;0;29212;2022-02-14T22:13:24.137;
540000;529;68422;0;30747;2022-02-14T22:26:08.854;
541000;547;69359;0;27067;2022-02-14T22:39:00.793;
542000;528;68306;0;29320;2022-02-14T22:51:39.561;
543000;541;68708;0;29888;2022-02-14T23:04:21.907;
544000;536;68175;0;29548;2022-02-14T23:17:06.315;
545000;504;67263;0;32510;2022-02-14T23:29:32.663;
546000;533;68745;0;30577;2022-02-14T23:42:14.525;
547000;537;67911;0;30864;2022-02-14T23:54:46.442;
548000;506;66155;0;36378;2022-02-15T00:06:56.949;
549000;538;68318;0;31188;2022-02-15T00:19:34.146;
550000;558;70103;0;26320;2022-02-15T00:32:37.032;
551000;510;67068;0;32555;2022-02-15T00:45:01.103;
552000;503;66895;0;32948;2022-02-15T00:57:22.695;
553000;536;68371;0;29912;2022-02-15T01:10:01.633;
554000;527;67585;0;31937;2022-02-15T01:22:29.467;
555000;503;66369;0;33736;2022-02-15T01:34:43.792;
556000;513;67603;0;30188;2022-02-15T01:47:13.494;
557000;522;66792;0;32952;2022-02-15T01:59:32.794;
558000;542;68314;0;30192;2022-02-15T02:12:07.923;
559000;533;69007;0;29032;2022-02-15T02:24:53.663;
560000;549;69773;0;27549;2022-02-15T02:37:48.140;
561000;514;69022;0;30592;2022-02-15T02:50:31.260;
562000;535;67809;0;30345;2022-02-15T03:02:57.478;
563000;502;67921;0;30347;2022-02-15T03:15:29.792;
564000;523;68939;0;29312;2022-02-15T03:28:13.918;
565000;554;69408;0;28779;2022-02-15T03:41:07.733;
566000;514;68150;0;31820;2022-02-15T03:53:42.629;
567000;561;68736;0;29898;2022-02-15T04:06:25.635;
568000;510;66007;0;32688;2022-02-15T04:18:37.645;
569000;525;67320;0;30913;2022-02-15T04:31:05.217;
570000;541;68703;0;29177;2022-02-15T04:43:47.539;
571000;517;66668;0;35174;2022-02-15T04:56:09.708;
572000;526;67557;0;32708;2022-02-15T05:08:38.720;
573000;525;67549;0;30772;2022-02-15T05:21:07.702;
574000;511;67174;0;32391;2022-02-15T05:33:35.253;
575000;521;68889;0;29460;2022-02-15T05:46:17.574;
576000;513;65476;0;35461;2022-02-15T05:58:25.890;
577000;536;68721;0;29442;2022-02-15T06:11:05.705;
578000;538;69413;0;28219;2022-02-15T06:23:54.430;
579000;530;69454;0;27101;2022-02-15T06:36:44.237;
580000;550;69347;0;29495;2022-02-15T06:49:30.361;
581000;522;67601;0;31109;2022-02-15T07:01:57.521;
582000;517;67679;0;31331;2022-02-15T07:14:27.934;
583000;513;68190;0;30525;2022-02-15T07:27:03.506;
584000;517;67702;0;30377;2022-02-15T07:39:37.001;
585000;541;67422;0;32479;2022-02-15T07:52:03.235;
586000;522;68068;0;30490;2022-02-15T08:04:37.719;
587000;538;67100;0;31791;2022-02-15T08:17:02.175;
588000;548;69183;0;29629;2022-02-15T08:29:44.287;
589000;552;69669;0;26293;2022-02-15T08:42:34.899;
590000;540;68557;0;30500;2022-02-15T08:55:11.983;
591000;526;68990;0;26829;2022-02-15T09:07:56.834;
592000;538;68647;0;31232;2022-02-15T09:20:36.735;
593000;561;69654;0;27915;2022-02-15T09:33:28.667;
594000;520;67531;0;32694;2022-02-15T09:46:07.607;
595000;511;67568;0;31764;2022-02-15T09:58:37.558;
596000;517;68418;0;30663;2022-02-15T10:11:17.525;
597000;536;68114;0;30430;2022-02-15T10:23:54.836;
598000;530;68176;0;30333;2022-02-15T10:36:46.693;
599000;530;67106;0;32599;2022-02-15T10:49:11.116;
600000;537;70436;0;25715;2022-02-15T11:02:12.677;
601000;531;67356;0;31266;2022-02-15T11:14:40.288;
602000;534;68028;0;31669;2022-02-15T11:27:14.258;
603000;521;67068;0;32293;2022-02-15T11:39:38.105;
604000;544;67973;0;30984;2022-02-15T11:52:12.669;
605000;526;68254;0;29993;2022-02-15T12:03:28.166;
606000;511;69539;0;27387;2022-02-15T12:14:21.083;
607000;526;67214;0;32098;2022-02-15T12:24:52.283;
608000;562;68633;0;30522;2022-02-15T12:35:37.201;
609000;541;68661;0;29249;2022-02-15T12:46:22.026;
610000;519;66816;0;33311;2022-02-15T12:56:49.929;
611000;526;67102;0;32275;2022-02-15T13:07:21.661;
612000;529;68956;0;29348;2022-02-15T13:18:11.517;
613000;521;67594;0;30910;2022-02-15T13:28:45.889;
614000;536;69670;0;29185;2022-02-15T13:39:42.245;
615000;528;67929;0;32548;2022-02-15T13:50:18.399;
616000;496;67006;0;33436;2022-02-15T14:00:49.678;
617000;517;67265;0;30195;2022-02-15T14:11:23.738;
618000;507;68317;0;31978;2022-02-15T14:22:04.923;
619000;519;67402;0;32429;2022-02-15T14:32:37.203;
620000;536;69134;0;29031;2022-02-15T14:43:28.579;
621000;562;69229;0;28786;2022-02-15T14:54:17.552;
622000;532;68099;0;31024;2022-02-15T15:04:56.470;
623000;548;67637;0;30860;2022-02-15T15:15:34.299;
624000;531;69176;0;28360;2022-02-15T15:26:25.100;
625000;542;68174;0;31265;2022-02-15T15:37:05.141;
626000;552;69000;0;28769;2022-02-15T15:47:57.465;
627000;548;66958;0;33210;2022-02-15T15:58:26.233;
628000;568;70738;0;26000;2022-02-15T16:09:34.063;
629000;533;68671;0;30716;2022-02-15T16:20:18.445;
630000;528;67872;0;33049;2022-02-15T16:30:57.815;
631000;520;66921;0;32575;2022-02-15T16:41:26.674;
632000;551;69245;0;27636;2022-02-15T16:52:16.532;
633000;552;68592;0;29338;2022-02-15T17:02:58.410;
634000;578;70428;0;27814;2022-02-15T17:13:58.787;
635000;532;68195;0;31044;2022-02-15T17:24:40.324;
636000;512;67904;0;30603;2022-02-15T17:35:17.708;
637000;533;67420;0;33348;2022-02-15T17:45:53.765;
638000;519;67718;0;31835;2022-02-15T17:56:31.558;
639000;575;69212;0;28466;2022-02-15T18:07:20.664;
640000;529;68365;0;30878;2022-02-15T18:18:03.927;
641000;537;67882;0;30047;2022-02-15T18:28:44.286;
642000;522;68146;0;31684;2022-02-15T18:39:23.334;
643000;516;68149;0;29289;2022-02-15T18:50:02.742;
644000;552;67978;0;30881;2022-02-15T19:00:40.323;
645000;532;68736;0;28588;2022-02-15T19:11:29.622;
646000;524;68981;0;28721;2022-02-15T19:22:18.829;
647000;523;68374;0;30321;2022-02-15T19:32:59.349;
648000;524;67980;0;31616;2022-02-15T19:43:37.793;
649000;558;69239;0;27385;2022-02-15T19:54:31.157;
650000;525;67479;0;31496;2022-02-15T20:05:05.587;
651000;519;67531;0;33798;2022-02-15T20:15:41.094;
652000;525;69663;0;26129;2022-02-15T20:26:36.132;
653000;533;68209;0;30350;2022-02-15T20:37:17.281;
654000;555;68643;0;30230;2022-02-15T20:48:01.071;
655000;530;67984;0;31648;2022-02-15T20:58:39.502;
656000;556;69173;0;29435;2022-02-15T21:09:27.604;
657000;530;67355;0;33696;2022-02-15T21:20:01.771;
658000;522;67911;0;32202;2022-02-15T21:30:42.390;
659000;538;67978;0;30490;2022-02-15T21:41:21.167;
660000;545;66565;0;32920;2022-02-15T21:51:49.506;
661000;550;69222;0;29365;2022-02-15T22:02:38.376;
662000;548;68469;0;28972;2022-02-15T22:13:21.356;
663000;551;68984;0;28955;2022-02-15T22:24:09.976;
664000;538;69392;0;29366;2022-02-15T22:35:04.439;
665000;573;70516;0;26241;2022-02-15T22:46:07.308;
666000;515;66661;0;33644;2022-02-15T22:56:33.462;
667000;537;67364;0;32311;2022-02-15T23:07:09.240;
668000;521;66378;0;33857;2022-02-15T23:17:34.144;
669000;526;68577;0;29669;2022-02-15T23:28:19.390;
670000;540;68468;0;29205;2022-02-15T23:39:03.105;
671000;521;68498;0;30740;2022-02-15T23:49:45.356;
672000;539;68959;0;30550;2022-02-16T00:00:35.157;
673000;564;70011;0;29087;2022-02-16T00:11:33.587;
674000;555;69920;0;27035;2022-02-16T00:22:29.554;
675000;539;68214;0;30333;2022-02-16T00:33:12.200;
676000;549;69327;0;28311;2022-02-16T00:44:06.895;
677000;552;68116;0;30744;2022-02-16T00:54:44.737;
678000;549;69209;0;28176;2022-02-16T01:05:35.534;
679000;530;68296;0;30959;2022-02-16T01:16:18.617;
680000;559;70424;0;27856;2022-02-16T01:27:20.107;
681000;511;66689;0;33208;2022-02-16T01:37:45.182;
682000;563;70086;0;26095;2022-02-16T01:48:46.755;
683000;528;67846;0;30870;2022-02-16T01:59:27.084;
684000;537;66570;0;34589;2022-02-16T02:09:52.416;
685000;545;68549;0;31180;2022-02-16T02:20:38.529;
686000;583;69741;0;26040;2022-02-16T02:31:34.456;
687000;521;68000;0;29930;2022-02-16T02:42:14.136;
688000;541;68168;0;30982;2022-02-16T02:52:55.349;
689000;559;67734;0;30831;2022-02-16T03:03:33.969;
690000;564;68313;0;31435;2022-02-16T03:14:15.904;
691000;527;68714;0;28958;2022-02-16T03:25:06.089;
692000;537;69252;0;29049;2022-02-16T03:35:56.400;
693000;534;67608;0;31662;2022-02-16T03:46:32.464;
694000;523;68853;0;30467;2022-02-16T03:57:21.964;
695000;563;69924;0;27482;2022-02-16T04:08:19.934;
696000;532;67418;0;31108;2022-02-16T04:18:59.953;
697000;533;70081;0;25329;2022-02-16T04:29:57.284;
698000;542;68682;0;30185;2022-02-16T04:40:41.945;
699000;559;68321;0;28917;2022-02-16T04:51:23.529;
700000;532;67486;0;31563;2022-02-16T05:01:58.223;
701000;552;68636;0;29350;2022-02-16T05:12:42.417;
702000;504;66910;0;33166;2022-02-16T05:23:11.472;
703000;551;68655;0;30194;2022-02-16T05:33:56.079;
704000;541;69372;0;28398;2022-02-16T05:44:46.793;
705000;549;68355;0;30829;2022-02-16T05:55:30.934;
706000;545;69272;0;27469;2022-02-16T06:06:19.202;
707000;541;68117;0;31802;2022-02-16T06:16:59.147;
708000;548;68264;0;31206;2022-02-16T06:27:41.297;
709000;548;68673;0;29032;2022-02-16T06:38:25.653;
710000;566;69792;0;28806;2022-02-16T06:49:24.775;
711000;520;67794;0;31262;2022-02-16T06:59:59.684;
712000;567;70246;0;25566;2022-02-16T07:10:59.639;
713000;534;67269;0;33550;2022-02-16T07:21:34.270;
714000;551;68155;0;30320;2022-02-16T07:32:11.700;
715000;535;67649;0;30891;2022-02-16T07:42:47.257;
716000;562;68174;0;30447;2022-02-16T07:53:26.580;
717000;516;66326;0;33913;2022-02-16T08:03:50.750;
718000;518;67310;0;30837;2022-02-16T08:14:22.765;
719000;569;67759;0;30608;2022-02-16T08:24:57.280;
720000;594;69913;0;27998;2022-02-16T08:35:58.325;
721000;565;68651;0;32172;2022-02-16T08:46:40.919;
722000;565;69717;0;29550;2022-02-16T08:57:39.310;
723000;553;69298;0;28342;2022-02-16T09:08:27.344;
724000;539;67728;0;30890;2022-02-16T09:19:03.426;
725000;547;69057;0;27722;2022-02-16T09:29:54.383;
726000;536;67879;0;31793;2022-02-16T09:40:32.263;
727000;519;68621;0;29506;2022-02-16T09:51:17.956;
728000;584;70788;0;25792;2022-02-16T10:02:24.804;
729000;551;69010;0;28390;2022-02-16T10:13:13.388;
730000;523;66696;0;32338;2022-02-16T10:23:42.491;
731000;551;68002;0;29400;2022-02-16T10:34:20.561;
732000;543;68706;0;27629;2022-02-16T10:45:06.304;
733000;553;69207;0;29096;2022-02-16T10:55:57.890;
734000;579;69281;0;28233;2022-02-16T11:06:49.132;
735000;518;65626;0;35461;2022-02-16T11:17:07.268;
736000;560;67679;0;32447;2022-02-16T11:27:43.482;
737000;547;69417;0;27039;2022-02-16T11:38:37.272;
738000;537;67666;0;30447;2022-02-16T11:49:13.892;
739000;547;69139;0;30405;2022-02-16T12:00:02.542;
740000;547;68562;0;29134;2022-02-16T12:10:59.989;
741000;590;69703;0;26274;2022-02-16T12:21:52.405;
742000;558;68118;0;31936;2022-02-16T12:32:31.764;
743000;554;69904;0;27831;2022-02-16T12:43:28.388;
744000;571;68602;0;30063;2022-02-16T12:54:12.420;
745000;575;69559;0;27686;2022-02-16T13:05:05.278;
746000;527;67443;0;32077;2022-02-16T13:15:38.967;
747000;545;69402;0;28889;2022-02-16T13:26:33.669;
748000;529;67763;0;29824;2022-02-16T13:37:12.403;
749000;550;69747;0;29714;2022-02-16T13:48:08.012;
750000;548;68903;0;27920;2022-02-16T13:58:55.152;
751000;555;69706;0;28195;2022-02-16T14:09:51.213;
752000;579;69711;0;27821;2022-02-16T14:20:48.946;
753000;540;68570;0;29291;2022-02-16T14:31:33.992;
754000;542;67484;0;32577;2022-02-16T14:42:07.731;
755000;566;68974;0;27973;2022-02-16T14:52:56.267;
756000;532;69063;0;29425;2022-02-16T15:03:45.777;
757000;531;67236;0;31610;2022-02-16T15:14:18.545;
758000;553;67251;0;31671;2022-02-16T15:24:52.302;
759000;526;69708;0;28007;2022-02-16T15:35:47.966;
760000;556;70842;0;25785;2022-02-16T15:46:54.976;
761000;559;68777;0;29889;2022-02-16T15:57:40.289;
762000;511;67664;0;31744;2022-02-16T16:08:17.951;
763000;537;66918;0;32807;2022-02-16T16:18:46.477;
764000;563;68822;0;29419;2022-02-16T16:29:31.753;
765000;529;67943;0;31526;2022-02-16T16:40:08.471;
766000;548;68592;0;28348;2022-02-16T16:50:52.549;
767000;536;67600;0;31390;2022-02-16T17:01:27.037;
768000;551;67685;0;34038;2022-02-16T17:12:06.199;
769000;536;67336;0;32518;2022-02-16T17:22:39.285;
770000;545;68989;0;28115;2022-02-16T17:33:24.074;
771000;536;68139;0;32552;2022-02-16T17:44:03.522;
772000;547;70768;0;26987;2022-02-16T17:55:07.609;
773000;556;68844;0;28779;2022-02-16T18:05:55.372;
774000;553;68745;0;29798;2022-02-16T18:16:43.917;
775000;556;68888;0;29187;2022-02-16T18:27:28.104;
776000;562;68999;0;28160;2022-02-16T18:38:15.964;
777000;561;69469;0;26844;2022-02-16T18:49:07.262;
778000;541;68698;0;29098;2022-02-16T18:59:55.734;
779000;542;68501;0;29033;2022-02-16T19:10:39.644;
780000;517;68119;0;28706;2022-02-16T19:21:19.680;
781000;577;70159;0;26164;2022-02-16T19:32:19.293;
782000;529;66781;0;33442;2022-02-16T19:42:48.769;
783000;547;67543;0;31112;2022-02-16T19:53:22.839;
784000;540;70439;0;27106;2022-02-16T20:04:25.485;
785000;557;68969;0;27883;2022-02-16T20:15:16.821;
786000;549;69466;0;27559;2022-02-16T20:26:10.625;
787000;559;67509;0;31258;2022-02-16T20:36:45.962;
788000;576;70337;0;26491;2022-02-16T20:47:45.908;
789000;556;68636;0;27981;2022-02-16T20:58:34.183;
790000;567;69131;0;27096;2022-02-16T21:09:25.364;
791000;553;69424;0;29186;2022-02-16T21:20:16.623;
792000;558;69472;0;28145;2022-02-16T21:31:11.980;
793000;578;69824;0;27362;2022-02-16T21:42:15.185;
794000;561;68203;0;30063;2022-02-16T21:53:00.603;
795000;546;69142;0;28400;2022-02-16T22:03:49.052;
796000;526;68034;0;29917;2022-02-16T22:14:29.159;
797000;573;68373;0;29422;2022-02-16T22:25:13.124;
798000;584;69681;0;26370;2022-02-16T22:36:08.418;
799000;559;68861;0;27862;2022-02-16T22:46:56.555;
800000;545;66413;0;33811;2022-02-16T22:57:22.491;
801000;557;68445;0;28391;2022-02-16T23:08:07.192;
802000;574;68848;0;27712;2022-02-16T23:18:53.877;
803000;540;67685;0;30153;2022-02-16T23:29:31.437;
804000;564;69421;0;27613;2022-02-16T23:40:25.995;
805000;541;68936;0;28105;2022-02-16T23:51:12.339;
806000;567;69684;0;27341;2022-02-17T00:02:10.108;
807000;580;69798;0;29071;2022-02-17T00:13:04.540;
808000;541;67056;0;32863;2022-02-17T00:23:33.949;
809000;535;67353;0;31986;2022-02-17T00:34:07.707;
810000;592;72065;0;25870;2022-02-17T00:45:24.102;
811000;565;70518;0;26202;2022-02-17T00:56:26.223;
812000;537;69052;0;27157;2022-02-17T01:07:14.459;
813000;554;69498;0;27858;2022-02-17T01:18:10.337;
814000;563;70112;0;29192;2022-02-17T01:29:09.016;
815000;560;68410;0;29688;2022-02-17T01:39:53.730;
816000;568;70422;0;25790;2022-02-17T01:50:57.195;
817000;575;68193;0;28751;2022-02-17T02:01:39.696;
818000;556;67949;0;30321;2022-02-17T02:12:16.638;
819000;574;69898;0;26593;2022-02-17T02:23:12.079;
820000;569;68489;0;28446;2022-02-17T02:33:57.117;
821000;529;68614;0;30700;2022-02-17T02:44:41.970;
822000;575;69026;0;29808;2022-02-17T02:55:32.214;
823000;549;67314;0;31726;2022-02-17T03:06:03.352;
824000;556;68814;0;29675;2022-02-17T03:16:50.615;
825000;550;69308;0;28131;2022-02-17T03:27:45.519;
826000;572;70731;0;26491;2022-02-17T03:38:51.001;
827000;554;69088;0;29354;2022-02-17T03:49:40.205;
828000;549;69364;0;27876;2022-02-17T04:00:34.894;
829000;563;70231;0;26767;2022-02-17T04:11:33.880;
830000;559;68916;0;30009;2022-02-17T04:22:21.009;
831000;541;68879;0;29396;2022-02-17T04:33:12.013;
832000;580;71018;0;26326;2022-02-17T04:44:21.407;
833000;580;69597;0;27998;2022-02-17T04:55:21.537;
834000;586;69754;0;28068;2022-02-17T05:06:17.761;
835000;544;68260;0;29665;2022-02-17T05:17:08.018;
836000;552;67997;0;30088;2022-02-17T05:27:48.966;
837000;554;68938;0;30873;2022-02-17T05:38:38.459;
838000;559;68751;0;30532;2022-02-17T05:49:28.815;
839000;552;70064;0;27638;2022-02-17T06:00:27.955;
840000;588;70202;0;27465;2022-02-17T06:11:25.973;
841000;523;68446;0;29004;2022-02-17T06:22:09.903;
842000;579;70085;0;25187;2022-02-17T06:33:08.600;
843000;550;68039;0;30974;2022-02-17T06:43:46.005;
844000;561;70357;0;27607;2022-02-17T06:54:48.097;
845000;542;68965;0;29142;2022-02-17T07:05:35.662;
846000;568;69475;0;28263;2022-02-17T07:16:28.869;
847000;552;68776;0;28767;2022-02-17T07:27:14.813;
848000;540;69250;0;27920;2022-02-17T07:38:07.461;
849000;557;68691;0;30518;2022-02-17T07:48:54.455;
850000;575;68816;0;29090;2022-02-17T07:59:43.373;
851000;566;68631;0;30070;2022-02-17T08:10:30.057;
852000;536;67905;0;31316;2022-02-17T08:21:07.697;
853000;571;70223;0;28334;2022-02-17T08:32:06.539;
854000;533;67161;0;33341;2022-02-17T08:42:37.370;
855000;575;69671;0;27629;2022-02-17T08:53:32.418;
856000;553;69771;0;28240;2022-02-17T09:04:29.435;
857000;546;68763;0;28627;2022-02-17T09:15:17.454;
858000;559;69850;0;26290;2022-02-17T09:26:14.848;
859000;580;68979;0;29175;2022-02-17T09:37:04.821;
860000;541;69573;0;26909;2022-02-17T09:47:59.936;
861000;561;69243;0;30663;2022-02-17T09:58:50.286;
862000;578;70094;0;29018;2022-02-17T10:09:50.916;
863000;547;68600;0;29342;2022-02-17T10:20:35.830;
864000;555;69362;0;28313;2022-02-17T10:31:28.635;
865000;582;69717;0;27241;2022-02-17T10:42:23.189;
866000;597;69974;0;27613;2022-02-17T10:53:22.275;
867000;574;69012;0;29271;2022-02-17T11:04:11.144;
868000;554;68863;0;29743;2022-02-17T11:14:57.935;
869000;570;67955;0;31715;2022-02-17T11:25:34.555;
870000;577;69129;0;28243;2022-02-17T11:36:24.596;
871000;572;69289;0;27686;2022-02-17T11:47:14.497;
872000;585;69337;0;26592;2022-02-17T11:58:05.476;
873000;556;68420;0;28917;2022-02-17T12:08:50.549;
874000;547;68552;0;30083;2022-02-17T12:19:33.717;
875000;566;68485;0;30025;2022-02-17T12:30:20.260;
876000;568;69585;0;27875;2022-02-17T12:41:16.255;
877000;589;69313;0;28279;2022-02-17T12:52:08.188;
878000;550;69155;0;29530;2022-02-17T13:02:58.497;
879000;522;68222;0;32237;2022-02-17T13:13:39.228;
880000;567;68552;0;29358;2022-02-17T13:24:24.678;
881000;582;69639;0;28725;2022-02-17T13:35:21.096;
882000;559;68809;0;29758;2022-02-17T13:46:09.124;
883000;558;67006;0;32441;2022-02-17T13:56:38.012;
884000;552;68399;0;27921;2022-02-17T14:07:19.104;
885000;567;69654;0;28443;2022-02-17T14:18:17.303;
886000;570;68346;0;30870;2022-02-17T14:28:57.207;
887000;532;67979;0;29860;2022-02-17T14:39:35.206;
888000;551;68380;0;30918;2022-02-17T14:50:17.572;
889000;559;68373;0;28139;2022-02-17T15:01:01.817;
890000;553;68177;0;30603;2022-02-17T15:11:40.709;
891000;585;69624;0;27969;2022-02-17T15:22:37.962;
892000;554;68084;0;30619;2022-02-17T15:33:21.909;
893000;579;70551;0;25504;2022-02-17T15:44:27.248;
894000;563;68415;0;30813;2022-02-17T15:55:12.515;
895000;547;68623;0;28902;2022-02-17T16:05:55.801;
896000;521;66574;0;34244;2022-02-17T16:16:21.796;
897000;568;68645;0;29850;2022-02-17T16:27:05.322;
898000;572;68669;0;28088;2022-02-17T16:37:52.070;
899000;563;68099;0;29791;2022-02-17T16:48:33.008;
900000;567;70052;0;27238;2022-02-17T16:59:33.165;
901000;558;69115;0;29773;2022-02-17T17:10:23.372;
902000;566;70089;0;26526;2022-02-17T17:21:21.080;
903000;568;68273;0;30153;2022-02-17T17:32:03.604;
904000;554;69370;0;28422;2022-02-17T17:42:55.800;
905000;570;69674;0;28422;2022-02-17T17:53:52.482;
906000;561;68065;0;30937;2022-02-17T18:04:30.964;
907000;553;68212;0;30392;2022-02-17T18:15:13.104;
908000;570;68644;0;29340;2022-02-17T18:26:00.259;
909000;578;69094;0;29264;2022-02-17T18:36:51.634;
910000;582;69526;0;27844;2022-02-17T18:47:44.119;
911000;562;69332;0;30336;2022-02-17T18:58:35.512;
912000;550;66972;0;31233;2022-02-17T19:09:06.329;
913000;573;69551;0;27069;2022-02-17T19:20:01.395;
914000;561;68941;0;27089;2022-02-17T19:30:50.415;
915000;565;69677;0;28627;2022-02-17T19:41:46.873;
916000;583;69894;0;27744;2022-02-17T19:52:45.581;
917000;567;69358;0;28958;2022-02-17T20:03:36.087;
918000;552;70248;0;26683;2022-02-17T20:14:39.640;
919000;559;69287;0;29106;2022-02-17T20:25:32.350;
920000;552;68481;0;29963;2022-02-17T20:36:13.781;
921000;559;69449;0;27372;2022-02-17T20:47:07.742;
922000;582;69833;0;27625;2022-02-17T20:58:05.437;
923000;570;69931;0;27849;2022-02-17T21:09:04.492;
924000;535;67204;0;32600;2022-02-17T21:19:34.847;
925000;573;69463;0;28316;2022-02-17T21:30:28.466;
926000;556;68728;0;29463;2022-02-17T21:41:15.820;
927000;606;70628;0;26358;2022-02-17T21:52:19.329;
928000;563;67673;0;30259;2022-02-17T22:02:55.684;
929000;548;67967;0;30594;2022-02-17T22:13:34.211;
930000;573;70640;0;25184;2022-02-17T22:24:38.408;
931000;544;69505;0;28397;2022-02-17T22:35:32.122;
932000;560;69152;0;28176;2022-02-17T22:46:22.477;
933000;577;68877;0;28418;2022-02-17T22:57:10.301;
934000;549;69024;0;28556;2022-02-17T23:08:04.842;
935000;556;68420;0;28631;2022-02-17T23:18:48.308;
936000;558;68281;0;32224;2022-02-17T23:29:31.539;
937000;580;67959;0;31324;2022-02-17T23:40:14.818;
938000;552;68557;0;29663;2022-02-17T23:51:01.712;
939000;571;67981;0;27280;2022-02-18T00:01:42.721;
940000;570;69493;0;26589;2022-02-18T00:12:36.311;
941000;583;69431;0;28781;2022-02-18T00:23:30.110;
942000;559;68698;0;29918;2022-02-18T00:34:13.508;
943000;560;69055;0;28610;2022-02-18T00:45:03.113;
944000;582;69300;0;28979;2022-02-18T00:55:57.533;
945000;589;70560;0;25775;2022-02-18T01:06:59.394;
946000;556;68522;0;30199;2022-02-18T01:17:44.838;
947000;573;69300;0;28758;2022-02-18T01:28:36.612;
948000;569;69710;0;27798;2022-02-18T01:39:30.795;
949000;570;69903;0;26770;2022-02-18T01:50:28.183;
950000;590;69185;0;27374;2022-02-18T02:01:18.762;
951000;586;70186;0;27150;2022-02-18T02:12:20.373;
952000;590;70261;0;27777;2022-02-18T02:23:18.002;
953000;542;69830;0;26685;2022-02-18T02:34:15.914;
954000;563;67944;0;30278;2022-02-18T02:44:55.424;
955000;543;68818;0;29195;2022-02-18T02:55:43.325;
956000;585;68914;0;27718;2022-02-18T03:06:31.789;
957000;579;70714;0;24997;2022-02-18T03:17:38.223;
958000;562;68933;0;29168;2022-02-18T03:28:30.111;
