totalGamesPlayed;gamesWonInSeries;movesInSeries;cellsToUnCoverInSeries;timestamp;
110000;850;18015;7176;2022-04-12T05:06:25.252;
111000;862;18524;6877;2022-04-12T05:09:27.895;
112000;868;18630;6700;2022-04-12T05:12:30.511;
113000;872;18693;5819;2022-04-12T05:15:33.198;
114000;853;17770;7606;2022-04-12T05:18:26.333;
115000;879;18283;5397;2022-04-12T05:21:25.711;
116000;866;18451;6698;2022-04-12T05:24:26.132;
117000;859;17783;6997;2022-04-12T05:27:20.177;
118000;848;17483;7398;2022-04-12T05:30:11.314;
119000;866;18146;6822;2022-04-12T05:33:09.738;
120000;861;18167;6085;2022-04-12T05:36:07.948;
121000;859;18244;6968;2022-04-12T05:39:06.384;
122000;879;18359;5970;2022-04-12T05:42:06.456;
123000;859;18228;6656;2022-04-12T05:45:04.612;
124000;846;18041;7506;2022-04-12T05:48:00.789;
125000;860;18097;7154;2022-04-12T05:50:58.095;
126000;850;18009;7413;2022-04-12T05:53:54.306;
127000;863;18579;6379;2022-04-12T05:56:56.772;
128000;857;18186;6207;2022-04-12T05:59:55.203;
129000;853;17563;6723;2022-04-12T06:02:46.778;
130000;873;18628;6202;2022-04-12T06:05:50.269;
131000;872;18184;5867;2022-04-12T06:08:48.178;
132000;849;18004;7509;2022-04-12T06:11:44.250;
133000;855;18276;7051;2022-04-12T06:14:43.749;
134000;856;18680;7038;2022-04-12T06:17:45.914;
135000;867;18653;6421;2022-04-12T06:20:49.023;
136000;870;18226;6805;2022-04-12T06:23:47.179;
137000;842;17339;8067;2022-04-12T06:26:37.633;
138000;856;17983;7740;2022-04-12T06:29:33.064;
139000;846;18183;7722;2022-04-12T06:32:31.622;
140000;858;17696;7224;2022-04-12T06:35:25.461;
141000;857;18207;7158;2022-04-12T06:38:23.795;
142000;865;18304;6546;2022-04-12T06:41:23.363;
143000;859;17828;7174;2022-04-12T06:44:18.297;
144000;848;18184;6826;2022-04-12T06:47:16.011;
145000;856;17963;6650;2022-04-12T06:50:12.153;
146000;861;17878;7465;2022-04-12T06:53:07.418;
147000;882;18250;6004;2022-04-12T06:56:06.440;
148000;883;18282;5997;2022-04-12T06:59:05.449;
149000;845;17868;7351;2022-04-12T07:02:01.151;
150000;853;18037;7232;2022-04-12T07:04:57.840;
151000;875;18798;6510;2022-04-12T07:08:02.152;
152000;860;18467;6596;2022-04-12T07:11:03.275;
153000;868;18149;7013;2022-04-12T07:14:01.279;
154000;837;17705;8801;2022-04-12T07:16:54.410;
155000;854;18330;7479;2022-04-12T07:19:54.508;
156000;857;18448;7282;2022-04-12T07:22:54.033;
157000;856;18404;6925;2022-04-12T07:25:54.267;
158000;870;18402;6555;2022-04-12T07:28:54.727;
159000;866;18189;6062;2022-04-12T07:31:52.348;
160000;857;17903;6559;2022-04-12T07:34:47.239;
161000;866;17912;6913;2022-04-12T07:37:43.251;
162000;858;18101;7017;2022-04-12T07:40:39.952;
163000;858;18165;6748;2022-04-12T07:43:38.354;
164000;872;18693;6233;2022-04-12T07:46:41.287;
165000;863;18747;6165;2022-04-12T07:49:44.293;
166000;842;18314;7578;2022-04-12T07:52:44.111;
167000;860;18222;7080;2022-04-12T07:55:42.751;
168000;846;17951;7893;2022-04-12T07:58:39.331;
169000;849;18295;7212;2022-04-12T08:01:38.326;
170000;883;18431;5725;2022-04-12T08:04:38.067;
171000;852;18416;7524;2022-04-12T08:07:39.076;
172000;852;18054;6962;2022-04-12T08:10:34.928;
173000;868;18447;6205;2022-04-12T08:13:36.185;
174000;842;17860;8446;2022-04-12T08:16:30.939;
175000;871;18604;6117;2022-04-12T08:19:32.608;
176000;858;17701;6788;2022-04-12T08:22:26.056;
177000;854;17918;6804;2022-04-12T08:25:21.060;
178000;857;18169;6981;2022-04-12T08:28:20.138;
179000;876;17810;6406;2022-04-12T08:31:14.968;
180000;861;18368;7029;2022-04-12T08:34:14.198;
181000;846;17812;7985;2022-04-12T08:37:08.385;
182000;862;18057;7205;2022-04-12T08:40:04.773;
183000;880;18533;5270;2022-04-12T08:43:07.018;
184000;870;18782;6597;2022-04-12T08:46:10.416;
185000;878;18607;5639;2022-04-12T08:49:12.746;
186000;852;18317;7445;2022-04-12T08:52:11.928;
187000;876;18638;6618;2022-04-12T08:55:14.364;
188000;870;18151;5899;2022-04-12T08:58:13.176;
189000;867;17960;6432;2022-04-12T09:01:08.862;
190000;881;18749;6015;2022-04-12T09:04:13.153;
191000;858;18268;6769;2022-04-12T09:07:12.199;
192000;855;18136;7605;2022-04-12T09:10:09.880;
193000;852;18211;7308;2022-04-12T09:13:07.915;
194000;870;18668;6804;2022-04-12T09:16:10.448;
195000;867;18366;6371;2022-04-12T09:19:11.074;
196000;875;18381;6113;2022-04-12T09:22:10.965;
197000;857;18224;7259;2022-04-12T09:25:10.594;
198000;866;17991;6760;2022-04-12T09:28:06.467;
199000;852;18313;7637;2022-04-12T09:31:05.560;
200000;864;18358;6610;2022-04-12T09:34:05.917;
201000;861;17863;6467;2022-04-12T09:37:00.914;
202000;866;18320;6913;2022-04-12T09:39:59.841;
203000;869;18216;6200;2022-04-12T09:42:58.340;
204000;881;18867;6305;2022-04-12T09:46:03.093;
205000;861;18035;7084;2022-04-12T09:48:59.761;
206000;869;18813;7116;2022-04-12T09:52:03.353;
207000;842;17681;8499;2022-04-12T09:54:55.901;
208000;870;18169;6550;2022-04-12T09:57:53.912;
209000;878;18252;5694;2022-04-12T10:00:52.724;
210000;867;18155;6756;2022-04-12T10:03:50.485;
211000;867;18346;7011;2022-04-12T10:06:49.229;
212000;872;18704;6484;2022-04-12T10:09:52.497;
213000;866;18256;6400;2022-04-12T10:12:51.326;
214000;881;18295;5958;2022-04-12T10:15:50.926;
215000;854;17990;7293;2022-04-12T10:18:47.281;
216000;855;18056;7331;2022-04-12T10:21:43.121;
217000;875;18610;6376;2022-04-12T10:24:46.065;
218000;847;17769;8346;2022-04-12T10:27:40.671;
219000;865;18263;6836;2022-04-12T10:30:39.747;
220000;856;18060;7756;2022-04-12T10:33:36.269;
221000;873;18708;5824;2022-04-12T10:36:39.495;
222000;857;18601;7844;2022-04-12T10:39:41.139;
223000;867;18415;6904;2022-04-12T10:42:41.605;
224000;860;18169;6809;2022-04-12T10:45:39.055;
225000;868;18139;6348;2022-04-12T10:48:37.317;
226000;871;18529;6021;2022-04-12T10:51:39.388;
227000;886;18269;6389;2022-04-12T10:54:38.640;
228000;879;18481;6311;2022-04-12T10:57:39.212;
229000;874;18787;5919;2022-04-12T11:00:43.257;
230000;864;18145;6954;2022-04-12T11:03:40.513;
231000;852;18591;7242;2022-04-12T11:06:42.916;
232000;859;17816;7326;2022-04-12T11:09:37.267;
233000;858;17664;7662;2022-04-12T11:12:30.745;
234000;873;18551;6186;2022-04-12T11:15:32.207;
235000;869;18688;6710;2022-04-12T11:18:35.325;
236000;859;18092;7204;2022-04-12T11:21:32.636;
237000;868;18187;6691;2022-04-12T11:24:31.113;
238000;871;18490;6270;2022-04-12T11:27:32.147;
239000;847;17680;7544;2022-04-12T11:30:25.025;
240000;871;18197;6599;2022-04-12T11:33:23.481;
241000;863;17916;6789;2022-04-12T11:36:19.368;
242000;838;17811;8028;2022-04-12T11:39:13.589;
243000;850;18171;7550;2022-04-12T11:42:11.901;
244000;859;17918;7275;2022-04-12T11:45:08.209;
245000;877;18671;5918;2022-04-12T11:48:12.116;
246000;870;18822;6637;2022-04-12T11:51:15.848;
247000;886;18634;5817;2022-04-12T11:54:19.035;
248000;878;18317;6779;2022-04-12T11:57:18.454;
249000;869;18401;6912;2022-04-12T12:00:18.426;
250000;862;18651;6806;2022-04-12T12:03:20.861;
251000;871;18605;6336;2022-04-12T12:06:23.634;
252000;860;17982;8002;2022-04-12T12:09:20.068;
253000;874;18035;6441;2022-04-12T12:12:17.226;
254000;859;18284;7930;2022-04-12T12:15:16.394;
255000;867;18556;6562;2022-04-12T12:18:18.296;
256000;861;18341;6617;2022-04-12T12:21:18.153;
257000;856;18056;7655;2022-04-12T12:24:15.377;
258000;846;17984;7987;2022-04-12T12:27:11.361;
259000;874;18379;5823;2022-04-12T12:30:12.283;
260000;861;18513;6256;2022-04-12T12:33:13.679;
261000;870;18133;6861;2022-04-12T12:36:10.564;
262000;866;17984;6164;2022-04-12T12:39:07.232;
263000;867;18079;6426;2022-04-12T12:42:04.321;
264000;865;17877;6188;2022-04-12T12:44:59.959;
265000;860;17937;6809;2022-04-12T12:47:56.322;
266000;892;18498;5528;2022-04-12T12:50:58.165;
267000;882;18703;5717;2022-04-12T12:54:00.893;
268000;870;18495;6203;2022-04-12T12:57:01.398;
269000;878;18475;5757;2022-04-12T13:00:02.944;
270000;879;18525;5928;2022-04-12T13:03:05.302;
271000;868;18375;6515;2022-04-12T13:06:04.854;
272000;879;18467;6436;2022-04-12T13:09:04.667;
273000;867;18159;7190;2022-04-12T13:12:02.906;
274000;885;19054;5577;2022-04-12T13:15:09.643;
275000;859;17923;6785;2022-04-12T13:18:05.543;
276000;851;17754;7599;2022-04-12T13:20:59.249;
277000;875;18270;5756;2022-04-12T13:23:58.258;
278000;880;18614;6179;2022-04-12T13:27:01.711;
279000;885;18561;6128;2022-04-12T13:30:04.323;
280000;872;17835;6246;2022-04-12T13:32:57.974;
281000;882;18194;5889;2022-04-12T13:35:56.180;
282000;862;18297;6762;2022-04-12T13:38:55.276;
283000;891;18402;5604;2022-04-12T13:41:55.386;
284000;877;18498;5986;2022-04-12T13:44:56.656;
285000;880;18147;5858;2022-04-12T13:47:54.986;
286000;886;18448;5543;2022-04-12T13:50:56.904;
287000;864;18274;6716;2022-04-12T13:53:56.119;
288000;868;18507;6839;2022-04-12T13:56:58.173;
289000;874;18716;6316;2022-04-12T14:00:01.761;
290000;857;18671;6906;2022-04-12T14:03:04.644;
291000;883;18374;5646;2022-04-12T14:06:04.073;
292000;866;18469;6104;2022-04-12T14:09:05.740;
293000;873;18256;6016;2022-04-12T14:12:04.644;
294000;875;18127;6053;2022-04-12T14:15:01.886;
295000;880;18397;5611;2022-04-12T14:18:02.158;
296000;861;17842;7639;2022-04-12T14:20:56.669;
297000;861;18242;7406;2022-04-12T14:23:55.429;
298000;862;18118;7289;2022-04-12T14:26:51.743;
299000;870;18314;7029;2022-04-12T14:29:51.515;
300000;874;18340;6556;2022-04-12T14:32:51.227;
301000;881;18625;6244;2022-04-12T14:35:54.069;
302000;895;18598;5292;2022-04-12T14:38:56.296;
303000;882;18936;5860;2022-04-12T14:42:01.857;
304000;871;18831;6603;2022-04-12T14:45:06.080;
305000;873;18317;7195;2022-04-12T14:48:05.482;
306000;883;19038;5305;2022-04-12T14:51:11.811;
307000;881;18353;6234;2022-04-12T14:54:12.062;
308000;880;18097;5513;2022-04-12T14:57:08.810;
309000;869;18258;6913;2022-04-12T15:00:07.968;
310000;855;18153;6948;2022-04-12T15:03:05.733;
311000;879;18434;5923;2022-04-12T15:06:05.895;
312000;863;18294;7230;2022-04-12T15:09:05.337;
313000;879;18316;6442;2022-04-12T15:12:10.810;
314000;869;18374;6600;2022-04-12T15:15:10.534;
315000;872;18225;6955;2022-04-12T15:18:12.239;
316000;871;18210;6719;2022-04-12T15:21:11.068;
317000;870;18076;6315;2022-04-12T15:24:07.987;
318000;887;18667;5494;2022-04-12T15:27:10.422;
319000;876;18448;6900;2022-04-12T15:30:11.562;
320000;870;18353;6630;2022-04-12T15:33:11.379;
321000;854;18066;7503;2022-04-12T15:36:08.012;
322000;874;18463;6239;2022-04-12T15:39:09.770;
323000;872;18659;6483;2022-04-12T15:42:12.780;
324000;888;18605;5708;2022-04-12T15:45:14.555;
325000;864;18522;6804;2022-04-12T15:48:16.988;
326000;880;18845;5921;2022-04-12T15:51:22.112;
327000;875;18230;6188;2022-04-12T15:54:21.205;
328000;876;18566;6428;2022-04-12T15:57:23.473;
329000;877;18348;6100;2022-04-12T16:00:22.773;
330000;863;17975;7227;2022-04-12T16:03:18.552;
331000;866;18093;6944;2022-04-12T16:06:16.359;
332000;875;18574;6353;2022-04-12T16:09:18.878;
333000;876;18170;6271;2022-04-12T16:12:16.181;
334000;881;18506;6242;2022-04-12T16:15:17.482;
335000;885;18791;5571;2022-04-12T16:18:20.877;
336000;872;18728;6469;2022-04-12T16:21:24.179;
337000;870;18225;6454;2022-04-12T16:24:22.933;
338000;877;18374;6418;2022-04-12T16:27:23.226;
339000;893;18651;5826;2022-04-12T16:30:25.922;
340000;887;18255;6038;2022-04-12T16:33:24.383;
341000;882;18999;5772;2022-04-12T16:36:30.140;
342000;883;18737;6038;2022-04-12T16:39:33.704;
343000;869;18230;6808;2022-04-12T16:42:31.902;
344000;875;18222;5988;2022-04-12T16:45:31.122;
345000;876;18467;6129;2022-04-12T16:48:31.496;
346000;895;18727;5734;2022-04-12T16:51:35.727;
347000;876;19125;6257;2022-04-12T16:54:42.635;
348000;887;18373;5968;2022-04-12T16:57:42.823;
349000;862;18043;6275;2022-04-12T17:00:39.351;
350000;857;17995;6611;2022-04-12T17:03:35.303;
351000;863;18148;6966;2022-04-12T17:06:33.179;
352000;860;17965;7324;2022-04-12T17:09:28.758;
353000;875;18517;6339;2022-04-12T17:12:30.385;
354000;866;18250;6588;2022-04-12T17:15:29.167;
355000;877;18123;6875;2022-04-12T17:18:26.387;
356000;877;18461;6015;2022-04-12T17:21:27.880;
357000;863;17849;7393;2022-04-12T17:24:22.623;
358000;859;17785;6881;2022-04-12T17:27:16.896;
359000;878;18524;6291;2022-04-12T17:30:17.778;
360000;878;18773;6030;2022-04-12T17:33:22.558;
361000;889;19226;5825;2022-04-12T17:36:30.330;
362000;875;18715;6311;2022-04-12T17:39:33.787;
363000;873;18469;6419;2022-04-12T17:42:34.999;
364000;885;18592;5778;2022-04-12T17:45:37.734;
365000;884;18510;6426;2022-04-12T17:48:39.450;
366000;878;18353;6138;2022-04-12T17:51:39.451;
367000;882;18349;5285;2022-04-12T17:54:38.382;
368000;879;18219;5995;2022-04-12T17:57:36.102;
369000;883;18452;5821;2022-04-12T18:00:37.158;
370000;868;18520;6856;2022-04-12T18:03:38.623;
371000;880;18468;5711;2022-04-12T18:06:39.352;
372000;862;17872;7578;2022-04-12T18:09:34.185;
373000;873;18710;6592;2022-04-12T18:12:38.003;
374000;889;19581;5033;2022-04-12T18:15:49.841;
375000;882;18540;6133;2022-04-12T18:18:52.025;
376000;886;18494;5677;2022-04-12T18:21:52.781;
377000;889;19000;5486;2022-04-12T18:24:58.437;
378000;869;18719;6525;2022-04-12T18:28:01.815;
379000;862;18241;6867;2022-04-12T18:31:00.287;
380000;855;18260;7367;2022-04-12T18:33:59.319;
381000;879;18294;6517;2022-04-12T18:36:58.635;
382000;879;18216;6066;2022-04-12T18:39:57.081;
383000;862;18230;6678;2022-04-12T18:42:55.997;
384000;870;18398;6624;2022-04-12T18:45:56.568;
385000;876;18225;6242;2022-04-12T18:48:55.022;
386000;850;18361;7638;2022-04-12T18:51:56.989;
387000;870;18875;6366;2022-04-12T18:55:02.779;
388000;868;17974;6557;2022-04-12T18:57:58.723;
389000;864;17952;6261;2022-04-12T19:00:55.015;
390000;884;18781;5917;2022-04-12T19:03:58.866;
391000;897;18191;4998;2022-04-12T19:06:59.350;
392000;873;18465;5944;2022-04-12T19:09:59.553;
393000;883;18067;6040;2022-04-12T19:12:57.365;
394000;874;18284;6269;2022-04-12T19:15:58.722;
395000;874;18438;6791;2022-04-12T19:18:58.862;
396000;855;18374;7824;2022-04-12T19:21:59.006;
397000;895;18579;5408;2022-04-12T19:25:01.473;
398000;874;17986;6821;2022-04-12T19:27:58.455;
399000;869;18563;7114;2022-04-12T19:30:59.901;
400000;858;18252;6915;2022-04-12T19:33:58.083;
401000;851;18203;7519;2022-04-12T19:36:56.614;
402000;847;18223;7338;2022-04-12T19:39:54.967;
403000;862;17798;6866;2022-04-12T19:42:49.052;
404000;867;17935;7264;2022-04-12T19:45:44.010;
405000;897;18449;5523;2022-04-12T19:48:44.464;
406000;884;18555;5889;2022-04-12T19:51:46.081;
407000;868;17920;6688;2022-04-12T19:54:41.250;
408000;890;18541;5390;2022-04-12T19:57:42.652;
409000;873;18234;6205;2022-04-12T20:00:42.104;
410000;886;18876;5781;2022-04-12T20:03:47.288;
411000;866;18688;6459;2022-04-12T20:06:49.214;
412000;869;18179;6473;2022-04-12T20:09:47.402;
413000;893;18604;5551;2022-04-12T20:12:49.528;
414000;867;17840;6541;2022-04-12T20:15:43.720;
415000;872;18093;6150;2022-04-12T20:18:39.919;
416000;878;18323;6391;2022-04-12T20:21:39.215;
417000;880;18483;6075;2022-04-12T20:24:38.832;
418000;882;18582;6405;2022-04-12T20:27:40.974;
419000;866;17961;7362;2022-04-12T20:30:36.625;
420000;876;18288;7107;2022-04-12T20:33:35.497;
421000;858;18346;7257;2022-04-12T20:36:34.643;
422000;859;18257;7316;2022-04-12T20:39:33.600;
423000;869;18199;6398;2022-04-12T20:42:31.721;
424000;854;18168;7769;2022-04-12T20:45:28.263;
425000;861;18111;7093;2022-04-12T20:48:25.770;
426000;880;18419;6308;2022-04-12T20:51:25.656;
427000;873;18444;6134;2022-04-12T20:54:26.348;
428000;879;18266;6347;2022-04-12T20:57:25.429;
429000;901;18526;5468;2022-04-12T21:00:27.015;
430000;867;17760;6967;2022-04-12T21:03:21.214;
431000;864;17545;7051;2022-04-12T21:06:13.137;
432000;855;18062;7729;2022-04-12T21:09:09.694;
433000;876;18543;6620;2022-04-12T21:12:11.202;
434000;892;18357;5730;2022-04-12T21:15:11.442;
435000;891;18589;5123;2022-04-12T21:18:13.810;
436000;857;18143;6508;2022-04-12T21:21:10.370;
437000;885;18716;6485;2022-04-12T21:24:13.249;
438000;878;18902;6754;2022-04-12T21:27:17.870;
439000;888;18601;5954;2022-04-12T21:30:19.980;
440000;878;18818;5992;2022-04-12T21:33:24.395;
441000;866;18522;7030;2022-04-12T21:36:25.511;
442000;884;18541;5521;2022-04-12T21:39:26.911;
443000;888;18646;5443;2022-04-12T21:42:28.844;
444000;884;18780;5816;2022-04-12T21:45:32.635;
445000;890;18461;5775;2022-04-12T21:48:32.917;
446000;877;18485;6298;2022-04-12T21:51:34.138;
447000;864;17998;7376;2022-04-12T21:54:30.221;
448000;869;18100;6929;2022-04-12T21:57:27.192;
449000;869;18233;7146;2022-04-12T22:00:25.584;
450000;879;18424;6284;2022-04-12T22:03:26.820;
451000;870;18211;6859;2022-04-12T22:06:24.233;
452000;849;18052;8207;2022-04-12T22:09:21.140;
453000;892;18928;4858;2022-04-12T22:12:26.425;
454000;865;17808;7490;2022-04-12T22:15:20.219;
455000;881;18502;5975;2022-04-12T22:18:21.050;
456000;877;18510;6535;2022-04-12T22:21:22.666;
457000;870;18452;6526;2022-04-12T22:24:22.483;
458000;878;18207;6406;2022-04-12T22:27:20.778;
459000;887;18594;5337;2022-04-12T22:30:22.947;
460000;867;18358;6488;2022-04-12T22:33:21.927;
461000;868;17959;7011;2022-04-12T22:36:17.472;
462000;889;18382;5749;2022-04-12T22:39:16.953;
463000;879;18358;5683;2022-04-12T22:42:16.353;
464000;889;18542;5576;2022-04-12T22:45:17.950;
465000;876;18408;6747;2022-04-12T22:48:18.255;
466000;864;18158;7641;2022-04-12T22:51:16.445;
467000;898;18746;5318;2022-04-12T22:54:19.732;
468000;898;18646;5674;2022-04-12T22:57:22.149;
469000;885;18537;5922;2022-04-12T23:00:23.417;
470000;878;18042;6340;2022-04-12T23:03:19.367;
471000;869;18214;7374;2022-04-12T23:06:17.869;
472000;872;18703;6889;2022-04-12T23:09:21.038;
473000;883;18325;6218;2022-04-12T23:12:20.129;
474000;872;18357;6642;2022-04-12T23:15:19.228;
475000;877;18250;6407;2022-04-12T23:18:18.008;
476000;871;18459;6435;2022-04-12T23:21:17.998;
477000;857;18014;7740;2022-04-12T23:24:14.567;
478000;888;18869;6092;2022-04-12T23:27:19.242;
479000;871;18494;6571;2022-04-12T23:30:20.404;
480000;852;17872;7210;2022-04-12T23:33:15.796;
481000;878;18385;5816;2022-04-12T23:36:15.427;
482000;880;18274;6649;2022-04-12T23:39:13.624;
483000;887;18873;6091;2022-04-12T23:42:18.907;
484000;875;18592;6369;2022-04-12T23:45:21.175;
485000;880;18524;6278;2022-04-12T23:48:25.871;
486000;877;18286;6293;2022-04-12T23:51:28.277;
487000;864;18216;7452;2022-04-12T23:54:26.638;
488000;869;18200;7060;2022-04-12T23:57:24.706;
489000;882;18400;6107;2022-04-13T00:00:24.758;
490000;857;18097;7583;2022-04-13T00:03:21.528;
491000;873;18460;6370;2022-04-13T00:06:21.889;
492000;861;17952;6157;2022-04-13T00:09:19.327;
493000;855;17798;7374;2022-04-13T00:12:14.028;
494000;883;18937;6207;2022-04-13T00:15:19.458;
495000;880;18546;6390;2022-04-13T00:18:20.035;
496000;876;18492;5961;2022-04-13T00:21:21.544;
497000;886;18916;5623;2022-04-13T00:24:26.533;
498000;862;18261;6666;2022-04-13T00:27:25.460;
499000;877;18095;6688;2022-04-13T00:30:22.338;
500000;879;18375;5952;2022-04-13T00:33:22.674;
501000;881;18417;6019;2022-04-13T00:36:23.382;
502000;867;18119;6761;2022-04-13T00:39:21.118;
503000;891;18469;5275;2022-04-13T00:42:21.187;
504000;869;18249;6048;2022-04-13T00:45:18.785;
505000;885;18193;5968;2022-04-13T00:48:17.184;
506000;862;18325;6571;2022-04-13T00:51:15.665;
507000;850;18149;7776;2022-04-13T00:54:13.777;
508000;860;18107;7373;2022-04-13T00:57:10.964;
509000;874;18490;5888;2022-04-13T01:00:11.972;
510000;874;18456;6075;2022-04-13T01:03:12.754;
511000;869;17894;7173;2022-04-13T01:06:07.926;
512000;875;18301;6298;2022-04-13T01:09:07.101;
513000;874;18445;6387;2022-04-13T01:12:08.052;
514000;884;18422;5842;2022-04-13T01:15:07.931;
515000;882;18597;5958;2022-04-13T01:18:09.461;
