totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
105000;830;18362;0;6829;2022-02-27T18:01:22.937;
106000;821;17741;0;7604;2022-02-27T18:03:25.238;
107000;828;17777;0;7586;2022-02-27T18:05:27.305;
108000;829;18018;0;7042;2022-02-27T18:07:33.355;
109000;840;18152;0;6572;2022-02-27T18:09:37.078;
110000;813;17481;0;8236;2022-02-27T18:11:36.926;
111000;831;17674;0;7687;2022-02-27T18:13:40.680;
112000;818;17119;0;8941;2022-02-27T18:15:40.388;
113000;830;17875;0;7025;2022-02-27T18:17:43.330;
114000;823;17629;0;7918;2022-02-27T18:19:43.256;
115000;825;17417;0;8333;2022-02-27T18:21:43.917;
116000;804;17419;0;8939;2022-02-27T18:23:45.703;
117000;816;17503;0;8970;2022-02-27T18:25:47.785;
118000;825;17681;0;8249;2022-02-27T18:27:49.713;
119000;851;18138;0;6834;2022-02-27T18:30:05.049;
120000;811;16914;0;8257;2022-02-27T18:32:03.593;
121000;822;17734;0;8253;2022-02-27T18:34:06.953;
122000;838;18010;0;6932;2022-02-27T18:36:14.195;
123000;813;17537;0;8230;2022-02-27T18:38:18.188;
124000;835;17936;0;7787;2022-02-27T18:40:22.235;
125000;817;17482;0;8145;2022-02-27T18:42:23.151;
126000;828;17577;0;7080;2022-02-27T18:44:24.267;
127000;831;17942;0;7674;2022-02-27T18:46:29.431;
128000;816;17298;0;8137;2022-02-27T18:48:30.422;
129000;814;17709;0;7928;2022-02-27T18:50:33.965;
130000;832;17906;0;7522;2022-02-27T18:52:36.344;
131000;830;17847;0;7750;2022-02-27T18:54:41.411;
132000;827;17784;0;7658;2022-02-27T18:56:45.103;
133000;825;17719;0;7427;2022-02-27T18:58:45.765;
134000;855;17985;0;6892;2022-02-27T19:00:51.269;
135000;827;17744;0;8262;2022-02-27T19:02:55.321;
136000;835;18050;0;7377;2022-02-27T19:04:57.294;
137000;833;17878;0;7029;2022-02-27T19:07:01.362;
138000;813;17588;0;9028;2022-02-27T19:09:04.664;
139000;831;17754;0;7651;2022-02-27T19:11:05.809;
140000;829;18026;0;6836;2022-02-27T19:13:09.595;
141000;791;16938;0;9659;2022-02-27T19:15:07.210;
142000;840;17867;0;7709;2022-02-27T19:17:11.949;
143000;824;17472;0;8425;2022-02-27T19:19:12.673;
144000;820;17693;0;7926;2022-02-27T19:21:13.944;
145000;829;17852;0;7699;2022-02-27T19:23:16.949;
146000;823;17418;0;7865;2022-02-27T19:25:18.048;
147000;820;17674;0;7843;2022-02-27T19:27:20.241;
148000;835;18114;0;6707;2022-02-27T19:29:23.574;
149000;835;17723;0;7793;2022-02-27T19:31:27.423;
150000;837;18284;0;7408;2022-02-27T19:33:32.772;
151000;840;18009;0;7534;2022-02-27T19:35:38.121;
152000;817;17514;0;8256;2022-02-27T19:37:40.423;
153000;811;17660;0;8311;2022-02-27T19:39:43.209;
154000;829;17909;0;7870;2022-02-27T19:41:45.527;
155000;829;17676;0;8266;2022-02-27T19:43:47.954;
156000;833;17902;0;7277;2022-02-27T19:45:52.772;
157000;811;17189;0;8675;2022-02-27T19:47:51.496;
158000;825;17714;0;7466;2022-02-27T19:49:51.533;
159000;834;18196;0;7330;2022-02-27T19:51:59.413;
160000;830;17212;0;8089;2022-02-27T19:53:57.715;
161000;814;17659;0;8289;2022-02-27T19:55:59.815;
162000;820;17700;0;8080;2022-02-27T19:57:59.711;
163000;835;17879;0;8051;2022-02-27T20:00:03.951;
164000;827;17946;0;7463;2022-02-27T20:02:09.768;
165000;830;17945;0;7621;2022-02-27T20:04:11.008;
166000;818;17451;0;8069;2022-02-27T20:06:12.842;
167000;831;17939;0;7666;2022-02-27T20:08:18.675;
168000;822;17569;0;8390;2022-02-27T20:10:19.900;
169000;821;17289;0;8073;2022-02-27T20:12:18.155;
170000;829;17872;0;7527;2022-02-27T20:14:21.520;
171000;821;17608;0;7896;2022-02-27T20:16:24.104;
172000;815;17764;0;7711;2022-02-27T20:18:27.531;
173000;820;17759;0;7269;2022-02-27T20:20:28.600;
174000;808;17226;0;9097;2022-02-27T20:22:27.590;
175000;830;17615;0;7990;2022-02-27T20:24:29.470;
176000;836;17735;0;6991;2022-02-27T20:26:33.835;
177000;830;17527;0;8173;2022-02-27T20:28:33.872;
178000;821;17593;0;8107;2022-02-27T20:30:33.581;
179000;814;17281;0;8605;2022-02-27T20:32:33.665;
180000;806;17242;0;8533;2022-02-27T20:34:31.453;
181000;820;17345;0;7816;2022-02-27T20:36:31.552;
182000;816;17729;0;8339;2022-02-27T20:38:34.324;
183000;831;17650;0;7807;2022-02-27T20:40:36.423;
184000;841;17975;0;7467;2022-02-27T20:42:39.226;
185000;819;17848;0;8231;2022-02-27T20:44:43.387;
186000;801;17949;0;8643;2022-02-27T20:46:47.674;
187000;821;17490;0;8112;2022-02-27T20:48:46.727;
188000;835;17954;0;7723;2022-02-27T20:50:50.373;
189000;847;18241;0;6095;2022-02-27T20:52:57.926;
190000;798;17475;0;9186;2022-02-27T20:54:57.979;
191000;825;17371;0;8494;2022-02-27T20:56:56.141;
192000;841;18247;0;6459;2022-02-27T20:59:04.381;
193000;843;18199;0;6967;2022-02-27T21:01:09.027;
194000;817;17330;0;8550;2022-02-27T21:03:07.627;
195000;821;18086;0;8109;2022-02-27T21:05:13.086;
196000;830;17738;0;7899;2022-02-27T21:07:17.763;
197000;850;18049;0;6988;2022-02-27T21:09:20.753;
198000;821;17878;0;7463;2022-02-27T21:11:24.775;
199000;830;17577;0;7616;2022-02-27T21:13:26.499;
200000;850;18361;0;6627;2022-02-27T21:15:31.974;
201000;840;18185;0;6344;2022-02-27T21:17:38.807;
202000;825;17493;0;8062;2022-02-27T21:19:40.595;
203000;821;17545;0;7907;2022-02-27T21:21:39.694;
204000;796;17628;0;8922;2022-02-27T21:23:41.529;
205000;834;18195;0;7829;2022-02-27T21:25:48.018;
206000;827;17915;0;8272;2022-02-27T21:27:56.508;
207000;827;17559;0;7888;2022-02-27T21:30:04.090;
208000;826;17415;0;7592;2022-02-27T21:32:12.418;
209000;850;18144;0;6587;2022-02-27T21:34:20.035;
210000;844;18123;0;7663;2022-02-27T21:36:25.387;
211000;810;17649;0;8361;2022-02-27T21:38:27.819;
212000;813;17578;0;9313;2022-02-27T21:40:30.123;
213000;838;18047;0;7112;2022-02-27T21:42:37.052;
214000;830;17676;0;8090;2022-02-27T21:44:39.518;
215000;829;17803;0;7087;2022-02-27T21:46:40.136;
216000;827;17696;0;7065;2022-02-27T21:48:44.476;
217000;828;17803;0;7687;2022-02-27T21:50:49.012;
218000;816;17702;0;8070;2022-02-27T21:52:48.992;
219000;806;17383;0;8468;2022-02-27T21:54:49.730;
220000;812;17498;0;7798;2022-02-27T21:56:53.280;
221000;829;17829;0;6945;2022-02-27T21:58:57.386;
222000;817;17725;0;8057;2022-02-27T22:00:58.884;
223000;838;17652;0;6743;2022-02-27T22:03:01.949;
224000;819;17568;0;7804;2022-02-27T22:05:03.859;
225000;824;17689;0;7579;2022-02-27T22:07:05.911;
226000;832;17556;0;7844;2022-02-27T22:09:06.063;
227000;827;18015;0;7908;2022-02-27T22:11:09.967;
228000;809;17421;0;9145;2022-02-27T22:13:12.706;
229000;839;17812;0;6827;2022-02-27T22:15:17.544;
230000;831;17938;0;7332;2022-02-27T22:17:20.693;
231000;850;18128;0;6628;2022-02-27T22:19:26.253;
232000;842;18280;0;6652;2022-02-27T22:21:34.816;
233000;822;17858;0;7482;2022-02-27T22:23:37.623;
234000;818;17678;0;8535;2022-02-27T22:25:38.462;
235000;818;17343;0;7693;2022-02-27T22:27:40.350;
236000;809;17382;0;8901;2022-02-27T22:29:42.761;
237000;818;17482;0;7827;2022-02-27T22:31:44.518;
238000;831;17755;0;7059;2022-02-27T22:33:47.586;
239000;837;17782;0;7137;2022-02-27T22:35:49.530;
240000;812;17405;0;7932;2022-02-27T22:37:48.146;
241000;813;17355;0;9143;2022-02-27T22:39:48.699;
242000;793;17025;0;9775;2022-02-27T22:41:46.237;
243000;821;17746;0;8349;2022-02-27T22:43:50.181;
244000;821;17291;0;7904;2022-02-27T22:45:50.344;
245000;824;17583;0;7982;2022-02-27T22:47:53.083;
246000;807;17429;0;8571;2022-02-27T22:49:52.770;
247000;827;17581;0;7709;2022-02-27T22:51:52.613;
248000;833;17955;0;7305;2022-02-27T22:53:58.940;
249000;843;18188;0;7374;2022-02-27T22:56:07.204;
250000;826;18069;0;8249;2022-02-27T22:58:09.578;
251000;847;17962;0;7272;2022-02-27T23:00:13.764;
252000;791;17254;0;9935;2022-02-27T23:02:12.763;
253000;835;17919;0;7079;2022-02-27T23:04:16.919;
254000;813;17895;0;7566;2022-02-27T23:06:19.327;
255000;840;18280;0;6519;2022-02-27T23:08:24.670;
256000;841;18203;0;7168;2022-02-27T23:10:32.009;
257000;815;17418;0;8272;2022-02-27T23:12:32.751;
258000;828;17829;0;7799;2022-02-27T23:14:32.884;
259000;850;17752;0;6886;2022-02-27T23:16:36.705;
260000;842;18006;0;7233;2022-02-27T23:18:41.697;
261000;810;17507;0;9481;2022-02-27T23:20:42.221;
262000;830;17668;0;8165;2022-02-27T23:22:42.324;
263000;821;17724;0;8117;2022-02-27T23:24:43.240;
264000;839;17837;0;7643;2022-02-27T23:26:46.842;
265000;839;18035;0;7280;2022-02-27T23:28:51.585;
266000;843;18151;0;6743;2022-02-27T23:30:53.845;
267000;815;17536;0;8532;2022-02-27T23:32:53.777;
268000;824;17662;0;7598;2022-02-27T23:34:57.162;
269000;815;17826;0;7912;2022-02-27T23:37:00.843;
270000;840;18140;0;6615;2022-02-27T23:39:04.369;
271000;808;17676;0;8942;2022-02-27T23:41:03.974;
272000;815;17388;0;8550;2022-02-27T23:43:04.875;
273000;818;17847;0;8111;2022-02-27T23:45:08.058;
274000;805;17737;0;8584;2022-02-27T23:47:10.944;
275000;816;17599;0;7943;2022-02-27T23:49:12.064;
276000;819;17637;0;7970;2022-02-27T23:51:11.435;
277000;828;17799;0;7276;2022-02-27T23:53:14.025;
278000;821;17461;0;8131;2022-02-27T23:55:15.771;
279000;823;17589;0;7522;2022-02-27T23:57:18.126;
280000;833;18039;0;7637;2022-02-27T23:59:19.998;
281000;804;17465;0;9031;2022-02-28T00:01:20.166;
282000;842;17577;0;6906;2022-02-28T00:03:23.704;
283000;826;17780;0;8828;2022-02-28T00:05:26.501;
284000;835;17974;0;7198;2022-02-28T00:07:33.389;
285000;824;17477;0;7769;2022-02-28T00:09:35.608;
286000;817;17576;0;8253;2022-02-28T00:11:36.688;
287000;842;17712;0;7089;2022-02-28T00:13:39.535;
288000;830;17708;0;7933;2022-02-28T00:15:42.892;
289000;828;18112;0;7319;2022-02-28T00:17:48.936;
290000;821;17850;0;7434;2022-02-28T00:19:51.325;
291000;806;17304;0;8607;2022-02-28T00:21:49.698;
292000;833;18111;0;6740;2022-02-28T00:23:55.664;
293000;813;17499;0;8710;2022-02-28T00:25:57.022;
294000;857;18240;0;6561;2022-02-28T00:28:01.770;
295000;825;17676;0;8047;2022-02-28T00:30:07.456;
296000;829;17668;0;7524;2022-02-28T00:32:11.347;
297000;818;17610;0;8048;2022-02-28T00:34:13.486;
298000;801;17325;0;8995;2022-02-28T00:36:12.423;
299000;820;17516;0;7993;2022-02-28T00:38:11.969;
300000;823;17727;0;7593;2022-02-28T00:40:15.358;
301000;846;18119;0;6586;2022-02-28T00:42:22.701;
302000;824;17842;0;8143;2022-02-28T00:44:23.622;
303000;832;17699;0;7958;2022-02-28T00:46:26.637;
304000;823;17401;0;7990;2022-02-28T00:48:26.730;
305000;820;17700;0;8038;2022-02-28T00:50:29.480;
306000;833;17512;0;8047;2022-02-28T00:52:29.667;
307000;849;17994;0;7045;2022-02-28T00:54:31.261;
308000;814;17822;0;8377;2022-02-28T00:56:35.698;
309000;830;17673;0;7677;2022-02-28T00:58:38.572;
310000;804;17144;0;8499;2022-02-28T01:00:37.807;
311000;829;17831;0;7551;2022-02-28T01:02:38.151;
312000;823;17706;0;7802;2022-02-28T01:04:41.636;
313000;824;17640;0;7643;2022-02-28T01:06:44.339;
314000;818;17700;0;8105;2022-02-28T01:08:47.449;
315000;839;17838;0;7155;2022-02-28T01:10:47.996;
316000;835;17451;0;8238;2022-02-28T01:12:48.919;
317000;826;17968;0;7742;2022-02-28T01:14:53.857;
318000;816;17067;0;8740;2022-02-28T01:16:51.874;
319000;806;17694;0;8847;2022-02-28T01:18:54.031;
320000;834;17750;0;7562;2022-02-28T01:20:53.860;
321000;812;17751;0;8070;2022-02-28T01:22:58.033;
322000;828;17677;0;8287;2022-02-28T01:25:01.206;
323000;834;17597;0;7584;2022-02-28T01:27:02.285;
324000;815;17762;0;8627;2022-02-28T01:29:04.255;
325000;840;18403;0;6639;2022-02-28T01:31:13.349;
326000;832;17670;0;7507;2022-02-28T01:33:13.304;
327000;815;17596;0;8552;2022-02-28T01:35:16.134;
328000;827;17289;0;7752;2022-02-28T01:37:15.042;
329000;831;17597;0;8151;2022-02-28T01:39:17.325;
330000;820;17493;0;7685;2022-02-28T01:41:18.561;
331000;828;18025;0;7685;2022-02-28T01:43:21.328;
332000;822;17422;0;8379;2022-02-28T01:45:21.471;
333000;824;17806;0;7534;2022-02-28T01:47:26.473;
334000;798;17420;0;8644;2022-02-28T01:49:27.037;
335000;826;17727;0;8331;2022-02-28T01:51:27.477;
336000;818;17899;0;7526;2022-02-28T01:53:30.526;
337000;820;17542;0;7988;2022-02-28T01:55:33.403;
338000;844;18137;0;7536;2022-02-28T01:57:37.796;
339000;826;17495;0;8288;2022-02-28T01:59:38.033;
340000;827;17612;0;8094;2022-02-28T02:01:40.207;
341000;813;17698;0;7895;2022-02-28T02:03:43.131;
342000;852;17730;0;7113;2022-02-28T02:05:45.399;
343000;813;17730;0;7414;2022-02-28T02:07:47.902;
344000;830;17929;0;7718;2022-02-28T02:09:52.373;
345000;846;18105;0;6649;2022-02-28T02:11:56.454;
346000;830;18181;0;7081;2022-02-28T02:14:01.331;
347000;841;17498;0;7707;2022-02-28T02:16:03.428;
348000;835;17808;0;7216;2022-02-28T02:18:06.774;
349000;820;17239;0;7832;2022-02-28T02:20:04.918;
350000;815;17451;0;8868;2022-02-28T02:22:03.874;
351000;838;17797;0;7261;2022-02-28T02:24:08.611;
352000;821;17402;0;8540;2022-02-28T02:26:09.880;
353000;847;18048;0;6330;2022-02-28T02:28:12.243;
354000;822;17587;0;7943;2022-02-28T02:30:13.777;
355000;823;17917;0;8151;2022-02-28T02:32:19.108;
356000;824;17844;0;7724;2022-02-28T02:34:22.080;
357000;826;17770;0;7808;2022-02-28T02:36:23.662;
358000;847;18122;0;6733;2022-02-28T02:38:30.196;
359000;833;17669;0;7102;2022-02-28T02:40:32.246;
360000;803;17120;0;8800;2022-02-28T02:42:30.328;
361000;837;17644;0;7000;2022-02-28T02:44:32.254;
362000;819;17518;0;7062;2022-02-28T02:46:33.679;
363000;829;18117;0;7358;2022-02-28T02:48:39.542;
364000;820;17470;0;7783;2022-02-28T02:50:38.717;
365000;829;17497;0;7924;2022-02-28T02:52:38.924;
366000;849;18088;0;6341;2022-02-28T02:54:45.068;
367000;831;17516;0;8028;2022-02-28T02:56:46.541;
368000;821;17867;0;8807;2022-02-28T02:58:47.795;
369000;822;17586;0;8136;2022-02-28T03:00:48.908;
370000;834;17899;0;7067;2022-02-28T03:02:52.271;
371000;833;18370;0;6864;2022-02-28T03:04:59.228;
372000;833;17842;0;7395;2022-02-28T03:07:02.044;
373000;836;17727;0;7242;2022-02-28T03:09:06.985;
374000;817;17535;0;8555;2022-02-28T03:11:08.568;
375000;841;17790;0;7510;2022-02-28T03:13:09.275;
376000;836;18132;0;7660;2022-02-28T03:15:16.216;
377000;846;18405;0;6262;2022-02-28T03:17:21.861;
378000;823;17994;0;7639;2022-02-28T03:19:25.943;
379000;833;17705;0;7935;2022-02-28T03:21:28.947;
380000;819;17953;0;7924;2022-02-28T03:23:32.248;
381000;833;17868;0;7260;2022-02-28T03:25:34.393;
382000;834;17799;0;7604;2022-02-28T03:27:38.366;
383000;826;17525;0;7806;2022-02-28T03:29:40.323;
384000;819;17440;0;8361;2022-02-28T03:31:39.953;
385000;846;17884;0;6483;2022-02-28T03:33:41.645;
386000;830;17753;0;7866;2022-02-28T03:35:44.227;
387000;838;17897;0;7227;2022-02-28T03:37:48.419;
388000;801;17441;0;8852;2022-02-28T03:39:49.470;
389000;811;17320;0;7908;2022-02-28T03:41:47.850;
390000;823;17814;0;7621;2022-02-28T03:43:50.370;
391000;819;17562;0;8070;2022-02-28T03:45:52.203;
392000;826;17626;0;8384;2022-02-28T03:47:55.255;
393000;826;17648;0;7586;2022-02-28T03:49:55.634;
394000;834;17445;0;7361;2022-02-28T03:51:54.483;
395000;823;17685;0;8360;2022-02-28T03:54:03.190;
396000;853;18485;0;6023;2022-02-28T03:56:10.132;
397000;831;17603;0;7840;2022-02-28T03:58:11.168;
398000;859;18372;0;6386;2022-02-28T04:00:19.782;
399000;840;18267;0;7293;2022-02-28T04:02:25.380;
400000;791;17273;0;9085;2022-02-28T04:04:23.963;
401000;824;17843;0;7740;2022-02-28T04:06:26.671;
402000;822;17580;0;7981;2022-02-28T04:08:28.239;
403000;824;18081;0;7632;2022-02-28T04:10:32.337;
404000;836;17739;0;7473;2022-02-28T04:12:34.561;
405000;837;17710;0;7488;2022-02-28T04:14:37.722;
406000;847;17911;0;7461;2022-02-28T04:16:41.961;
407000;819;17726;0;7338;2022-02-28T04:18:41.623;
408000;822;17658;0;7925;2022-02-28T04:20:43.378;
409000;826;17543;0;7883;2022-02-28T04:22:44.570;
410000;834;17956;0;7297;2022-02-28T04:24:49.544;
411000;830;17991;0;7433;2022-02-28T04:26:52.299;
412000;829;17690;0;7736;2022-02-28T04:28:54.976;
413000;823;18085;0;7265;2022-02-28T04:31:00.621;
414000;821;17480;0;8202;2022-02-28T04:32:59.720;
415000;848;17861;0;6739;2022-02-28T04:35:03.038;
416000;810;17813;0;8426;2022-02-28T04:37:06.949;
417000;819;17883;0;7722;2022-02-28T04:39:10.470;
418000;830;17466;0;7494;2022-02-28T04:41:09.663;
419000;816;17721;0;8622;2022-02-28T04:43:11.496;
420000;820;17480;0;8341;2022-02-28T04:45:12.080;
421000;831;18097;0;7258;2022-02-28T04:47:18.179;
422000;836;18007;0;7356;2022-02-28T04:49:19.652;
423000;833;18006;0;6977;2022-02-28T04:51:25.897;
424000;835;18282;0;7181;2022-02-28T04:53:31.799;
425000;837;17705;0;7271;2022-02-28T04:55:32.686;
426000;844;17531;0;7382;2022-02-28T04:57:34.636;
427000;824;17963;0;8208;2022-02-28T04:59:39.695;
428000;834;17910;0;7383;2022-02-28T05:01:41.457;
429000;849;18133;0;6912;2022-02-28T05:03:47.094;
430000;853;18311;0;6242;2022-02-28T05:05:54.403;
431000;828;18066;0;7366;2022-02-28T05:07:57.807;
432000;833;17892;0;7148;2022-02-28T05:10:01.054;
433000;846;17736;0;7115;2022-02-28T05:12:03.833;
434000;829;17816;0;7952;2022-02-28T05:14:05.033;
435000;835;17630;0;7503;2022-02-28T05:16:06.828;
436000;874;18361;0;5753;2022-02-28T05:18:15.544;
437000;832;17830;0;7938;2022-02-28T05:20:16.074;
438000;826;17753;0;8071;2022-02-28T05:22:19.072;
439000;835;17690;0;6912;2022-02-28T05:24:22.945;
440000;830;17943;0;8080;2022-02-28T05:26:26.193;
441000;815;17669;0;8299;2022-02-28T05:28:27.629;
442000;848;17767;0;6998;2022-02-28T05:30:29.737;
443000;831;17678;0;7541;2022-02-28T05:32:32.439;
444000;831;17834;0;7752;2022-02-28T05:34:35.016;
445000;831;17924;0;7461;2022-02-28T05:36:37.031;
446000;837;17925;0;7779;2022-02-28T05:38:42.655;
447000;849;17881;0;7011;2022-02-28T05:40:45.623;
448000;852;18128;0;6441;2022-02-28T05:42:50.106;
449000;834;17821;0;7658;2022-02-28T05:44:53.246;
450000;849;17968;0;6860;2022-02-28T05:46:57.511;
451000;832;17867;0;7534;2022-02-28T05:48:59.542;
452000;830;17918;0;7694;2022-02-28T05:51:04.745;
453000;816;17583;0;8361;2022-02-28T05:53:07.494;
454000;839;18154;0;7408;2022-02-28T05:55:09.807;
455000;839;17876;0;7767;2022-02-28T05:57:15.260;
456000;827;17908;0;7799;2022-02-28T05:59:19.072;
457000;833;18020;0;7171;2022-02-28T06:01:20.307;
458000;822;18139;0;8014;2022-02-28T06:03:27.432;
459000;853;18264;0;6331;2022-02-28T06:05:32.682;
460000;828;18042;0;8173;2022-02-28T06:07:35.932;
461000;824;18285;0;7562;2022-02-28T06:09:43.620;
462000;841;18168;0;7135;2022-02-28T06:11:48.026;
463000;828;17694;0;7741;2022-02-28T06:13:52.261;
464000;848;18516;0;7000;2022-02-28T06:15:59.137;
465000;831;17940;0;6849;2022-02-28T06:18:01.810;
466000;840;17591;0;7288;2022-02-28T06:20:03.826;
467000;831;17938;0;7430;2022-02-28T06:22:08.812;
468000;836;17809;0;7404;2022-02-28T06:24:09.735;
469000;838;17999;0;7391;2022-02-28T06:26:14.283;
470000;818;17844;0;7365;2022-02-28T06:28:18.862;
471000;844;17912;0;7141;2022-02-28T06:30:20.754;
472000;844;18148;0;6829;2022-02-28T06:32:27.443;
473000;840;17998;0;6937;2022-02-28T06:34:31.147;
474000;827;17704;0;7329;2022-02-28T06:36:32.071;
475000;856;18551;0;5923;2022-02-28T06:38:40.900;
476000;846;18289;0;6720;2022-02-28T06:40:46.214;
477000;840;17803;0;7392;2022-02-28T06:42:48.904;
478000;831;17758;0;7561;2022-02-28T06:44:53.843;
