totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
107000;472;12232;0;13574;
108000;450;11674;0;14980;
109000;438;11715;0;15531;
110000;481;12137;0;13761;
111000;472;12032;0;14792;
112000;452;12198;0;14129;
113000;458;11897;0;14266;
114000;426;11254;0;14533;
115000;447;12090;0;14432;
116000;445;11798;0;14958;
117000;449;12280;0;13844;
118000;448;11875;0;15079;
119000;443;12004;0;13772;
120000;484;12357;0;13567;
121000;459;11715;0;14404;
122000;451;11929;0;14259;
123000;431;11804;0;14933;
124000;464;12214;0;13923;
125000;452;11804;0;14153;
126000;445;11868;0;14102;
127000;444;11795;0;14448;
128000;475;12433;0;13988;
129000;459;11686;0;15032;
130000;464;11890;0;14328;
131000;459;12039;0;13954;
132000;449;11865;0;14414;
133000;475;12225;0;13601;
134000;446;11952;0;14439;
135000;463;11879;0;14599;
136000;449;11846;0;14202;
137000;464;11775;0;14154;
138000;471;12117;0;13582;
139000;478;12342;0;13609;
140000;466;11936;0;14726;
141000;470;12432;0;13594;
142000;477;12037;0;13960;
143000;487;12186;0;13214;
144000;471;12569;0;13272;
145000;507;12346;0;13493;
146000;500;12668;0;13378;
147000;480;12203;0;13339;
148000;472;12158;0;13911;
149000;468;11887;0;14069;
150000;512;12906;0;12090;
151000;458;11738;0;13587;
152000;459;11921;0;14389;
153000;498;12518;0;12760;
154000;498;12169;0;13450;
155000;466;11896;0;14138;
156000;470;12228;0;14364;
157000;454;12086;0;13695;
158000;471;12154;0;14470;
159000;490;12358;0;13630;
160000;488;12304;0;13527;
161000;521;13015;0;12813;
162000;463;12041;0;14070;
163000;485;12486;0;13991;
164000;490;12283;0;13825;
165000;480;12123;0;12916;
166000;513;12676;0;12880;
167000;503;12356;0;13779;
168000;490;11839;0;13524;
169000;491;12319;0;13062;
170000;508;12587;0;12471;
171000;472;12264;0;13968;
172000;468;11789;0;14176;
173000;505;12617;0;12795;
174000;502;12836;0;12826;
175000;459;11531;0;15107;
176000;463;12177;0;14146;
177000;483;12255;0;13539;
178000;464;11898;0;14537;
179000;493;12215;0;13795;
180000;485;12245;0;13716;
181000;483;12186;0;13433;
182000;509;12310;0;13114;
183000;480;12105;0;13559;
184000;473;11917;0;14080;
185000;475;12149;0;14375;
186000;506;12452;0;13317;
187000;458;11829;0;14366;
188000;478;11909;0;14369;
189000;504;12203;0;13684;
190000;481;12027;0;14570;
191000;495;12627;0;13321;
192000;482;12154;0;14524;
193000;492;12508;0;13641;
194000;484;12027;0;14189;
195000;486;12475;0;13443;
196000;490;12533;0;13067;
197000;454;11874;0;14649;
198000;518;12365;0;12457;
199000;499;12363;0;13731;
200000;495;12113;0;13789;
201000;484;12024;0;13916;
202000;508;12418;0;12880;
203000;527;12738;0;11992;
204000;500;12712;0;12973;
205000;483;12113;0;13306;
206000;475;12090;0;13632;
207000;490;12206;0;13468;
208000;505;12241;0;13924;
209000;503;12692;0;12867;
210000;470;11910;0;14433;
211000;463;11871;0;14780;
212000;508;12318;0;13771;
213000;508;12633;0;13535;
214000;490;12073;0;13882;
215000;464;11930;0;14360;
216000;507;12144;0;13780;
217000;502;12438;0;13234;
218000;487;12003;0;13737;
219000;490;12218;0;13555;
220000;473;11755;0;13643;
221000;490;12132;0;14793;
222000;472;11709;0;14458;
223000;483;12143;0;14024;
224000;485;11873;0;14866;
225000;525;12580;0;13403;
226000;545;12801;0;12138;
227000;492;12405;0;13805;
228000;501;12199;0;13922;
229000;496;12160;0;13767;
230000;432;11502;0;15337;
231000;493;11882;0;13898;
232000;502;12200;0;13472;
233000;496;12038;0;13499;
234000;517;12601;0;12306;
235000;498;12136;0;12929;
236000;523;12821;0;12878;
237000;505;12290;0;14177;
238000;499;12143;0;14104;
239000;535;12865;0;12879;
240000;509;11993;0;14097;
241000;512;12257;0;12851;
242000;526;12791;0;13259;
243000;490;11945;0;14290;
244000;476;12231;0;13918;
245000;512;12497;0;12633;
246000;479;12187;0;13757;
247000;513;12804;0;12802;
248000;498;12332;0;13593;
249000;482;12131;0;14402;
250000;472;11868;0;14703;
251000;495;12890;0;13343;
252000;488;12091;0;14133;
253000;504;12191;0;14157;
254000;501;12144;0;13591;
255000;491;12312;0;13907;
256000;507;12705;0;13159;
257000;493;12115;0;13988;
258000;515;12253;0;13542;
259000;473;12414;0;13898;
260000;500;12419;0;13210;
261000;521;12665;0;13773;
262000;493;12244;0;14108;
263000;508;12226;0;13141;
264000;529;12714;0;12897;
265000;510;12329;0;13902;
266000;504;12454;0;13254;
267000;517;12611;0;13127;
268000;507;12583;0;12372;
269000;507;12461;0;13551;
270000;500;12389;0;13461;
271000;549;12916;0;12729;
272000;525;12449;0;12917;
273000;510;12568;0;12964;
274000;519;13032;0;13089;
275000;496;12449;0;13629;
276000;504;12133;0;13498;
277000;512;12418;0;13932;
278000;517;12632;0;12792;
279000;530;12745;0;12772;
280000;507;12335;0;13346;
281000;505;12391;0;13447;
282000;467;11995;0;15056;
283000;486;11760;0;15299;
284000;484;12105;0;14408;
285000;518;12412;0;12874;
286000;522;12675;0;13443;
287000;514;12955;0;12807;
288000;536;12684;0;12641;
289000;525;12826;0;12496;
290000;502;12136;0;13405;
291000;529;12643;0;12796;
292000;541;13223;0;11670;
293000;546;12768;0;12118;
294000;551;13067;0;12367;
295000;537;12530;0;13462;
296000;512;12472;0;13783;
297000;511;12203;0;13910;
298000;489;12182;0;14182;
299000;510;12293;0;13253;
300000;508;12204;0;12774;
301000;508;12247;0;13045;
302000;504;11950;0;14140;
303000;507;12548;0;13247;
304000;516;12496;0;12781;
305000;485;12214;0;14149;
306000;507;12365;0;13617;
307000;501;12330;0;14082;
308000;532;12787;0;12690;
309000;503;12210;0;13835;
310000;525;12547;0;13464;
311000;521;12643;0;12594;
312000;541;12846;0;12478;
313000;510;12099;0;14330;
314000;538;12460;0;13195;
315000;470;11942;0;14514;
316000;477;12369;0;13536;
317000;510;12486;0;13386;
318000;504;12479;0;13135;
319000;479;12178;0;14335;
320000;512;12172;0;12761;
321000;494;12424;0;13179;
322000;508;12599;0;12657;
323000;519;12696;0;12975;
324000;512;12328;0;13767;
325000;496;11821;0;14255;
326000;500;12289;0;13396;
327000;507;12213;0;14465;
328000;486;12021;0;13867;
329000;509;12354;0;14011;
330000;498;12285;0;13113;
331000;504;12164;0;13627;
332000;526;12495;0;12867;
333000;529;12656;0;12889;
334000;499;12094;0;14649;
335000;532;12677;0;12742;
336000;521;12683;0;13464;
337000;540;12495;0;12682;
338000;493;12258;0;14034;
339000;525;12423;0;12450;
340000;498;12344;0;13638;
341000;511;12418;0;13317;
342000;455;11567;0;15850;
343000;479;12064;0;15186;
344000;476;12256;0;14659;
345000;531;12537;0;13189;
346000;477;12065;0;14412;
347000;523;12619;0;13466;
348000;493;12070;0;13760;
349000;489;12106;0;13956;
350000;512;12474;0;13538;
351000;511;12228;0;12849;
352000;490;11950;0;14615;
353000;499;12241;0;13860;
354000;517;12182;0;13514;
355000;523;12403;0;13286;
356000;476;12341;0;13945;
357000;506;12109;0;13858;
358000;489;12191;0;13519;
359000;539;12605;0;12985;
360000;485;11958;0;14587;
361000;516;12221;0;13359;
362000;523;12634;0;12771;
363000;527;12795;0;12600;
364000;517;12229;0;13492;
365000;508;12245;0;13557;
366000;510;12484;0;12651;
367000;537;12388;0;12657;
368000;486;11841;0;14618;
369000;548;12806;0;11936;
370000;504;12320;0;13433;
371000;545;12812;0;11890;
372000;530;12576;0;13186;
373000;466;11824;0;15068;
374000;488;12176;0;14098;
375000;492;11761;0;14064;
376000;489;11935;0;15406;
377000;503;12180;0;13923;
378000;517;12153;0;13418;
379000;484;12130;0;13567;
380000;532;12560;0;12879;
381000;491;12108;0;14473;
382000;528;12502;0;13482;
383000;508;12209;0;12886;
384000;498;12287;0;14015;
385000;486;12058;0;14178;
386000;529;12628;0;13062;
387000;514;12289;0;13020;
388000;495;12418;0;13544;
389000;516;12035;0;14065;
390000;495;12428;0;13975;
391000;519;12670;0;13126;
392000;510;12660;0;12118;
393000;554;12727;0;11969;
394000;504;12473;0;13142;
395000;538;12364;0;13184;
396000;519;12247;0;13327;
397000;520;12392;0;13313;
398000;521;12534;0;13242;
399000;500;11839;0;13760;
400000;512;12474;0;13133;
401000;481;12244;0;13752;
402000;517;12168;0;12685;
403000;535;12804;0;12242;
404000;510;12628;0;12996;
405000;529;12925;0;12538;
406000;505;12655;0;12977;
407000;501;12310;0;13717;
408000;521;12366;0;13006;
409000;526;12661;0;12804;
410000;484;12280;0;13673;
411000;525;12429;0;13461;
412000;489;12274;0;15030;
413000;497;12291;0;13802;
414000;487;11839;0;14014;
415000;511;12651;0;13371;
416000;486;12138;0;14153;
417000;503;12700;0;13113;
418000;483;12259;0;14117;
419000;503;12517;0;13584;
420000;535;12427;0;12974;
421000;541;12681;0;12564;
422000;544;12807;0;12635;
423000;525;12655;0;12397;
424000;479;11926;0;14581;
425000;498;12272;0;13619;
426000;532;12681;0;13126;
427000;497;12156;0;13542;
428000;522;12758;0;13053;
429000;499;12226;0;13527;
430000;539;13038;0;12321;
431000;511;12658;0;12979;
432000;503;12331;0;13280;
433000;502;12289;0;13811;
434000;533;12281;0;13065;
435000;505;12468;0;13109;
436000;501;12342;0;13825;
437000;517;12423;0;12417;
438000;539;12995;0;11748;
439000;498;12311;0;13746;
440000;498;11799;0;14368;
441000;511;12843;0;12547;
442000;524;12565;0;12989;
