totalGamesPlayed;gamesWonInSeries;movesInSeries;cellsToUnCoverInSeries;timestamp;
40000;617;65379;49807;2022-04-08T04:10:11.824;
41000;645;66811;44341;2022-04-08T04:23:50.268;
42000;618;64285;52272;2022-04-08T04:36:59.311;
43000;631;64372;51069;2022-04-08T04:50:07.847;
44000;634;65381;48166;2022-04-08T05:03:27.351;
45000;659;66974;44006;2022-04-08T05:17:07.119;
46000;626;64848;48614;2022-04-08T05:30:21.821;
47000;631;66233;49127;2022-04-08T05:43:52.486;
48000;639;66052;45641;2022-04-08T05:57:20.537;
49000;662;67364;43862;2022-04-08T06:11:06.765;
50000;649;67646;43487;2022-04-08T06:24:54.212;
51000;608;63513;55103;2022-04-08T06:37:52.893;
52000;643;66058;47241;2022-04-08T06:51:21.309;
53000;599;63249;52763;2022-04-08T07:04:15.054;
54000;679;68272;41490;2022-04-08T07:18:10.568;
55000;636;64831;50413;2022-04-08T07:31:26.230;
56000;681;68309;41375;2022-04-08T07:45:21.759;
57000;645;67120;44556;2022-04-08T07:59:04.518;
58000;620;64177;50563;2022-04-08T08:12:12.796;
59000;638;66145;46764;2022-04-08T08:25:40.881;
60000;626;64510;51739;2022-04-08T08:38:50.617;
61000;632;65627;47821;2022-04-08T08:52:11.705;
62000;646;66027;46177;2022-04-08T09:05:38.772;
63000;633;65026;47912;2022-04-08T09:18:53.828;
64000;659;67305;43882;2022-04-08T09:32:37.648;
65000;644;66463;45440;2022-04-08T09:46:09.067;
66000;653;68581;41761;2022-04-08T10:00:08.062;
67000;633;65756;48804;2022-04-08T10:13:32.769;
68000;647;66089;46585;2022-04-08T10:27:00.039;
69000;644;66322;45458;2022-04-08T10:40:32.050;
70000;621;64791;50148;2022-04-08T10:53:44.314;
71000;642;65908;47602;2022-04-08T11:07:10.166;
72000;630;65788;48161;2022-04-08T11:20:34.566;
73000;655;66764;46453;2022-04-08T11:34:23.251;
74000;643;65829;47568;2022-04-08T11:47:47.839;
75000;609;63381;53065;2022-04-08T12:00:43.802;
76000;652;65780;47289;2022-04-08T12:14:09.902;
77000;671;67985;41979;2022-04-08T12:28:00.990;
78000;645;67141;45936;2022-04-08T12:41:41.532;
79000;647;65966;46584;2022-04-08T12:55:20.525;
80000;634;66383;46850;2022-04-08T13:09:37.546;
81000;655;65483;46982;2022-04-08T13:24:04.835;
82000;664;68251;41795;2022-04-08T13:38:57.487;
83000;659;67716;43692;2022-04-08T13:53:40.719;
84000;685;67993;40699;2022-04-08T14:08:45.451;
85000;635;65569;48443;2022-04-08T14:23:18.106;
86000;644;64453;50164;2022-04-08T14:37:33.873;
87000;655;65884;46774;2022-04-08T14:52:04.571;
88000;671;68598;42377;2022-04-08T15:07:58.596;
89000;671;67997;41576;2022-04-08T15:23:00.328;
90000;621;64538;50582;2022-04-08T15:37:10.224;
91000;649;67392;44461;2022-04-08T15:51:52.417;
92000;673;66941;43653;2022-04-08T16:06:21.756;
93000;647;66555;46525;2022-04-08T16:20:41.051;
94000;671;67916;42604;2022-04-08T16:34:55.381;
95000;663;67527;42096;2022-04-08T16:48:42.446;
96000;652;66806;46447;2022-04-08T17:02:27.299;
97000;649;65954;45811;2022-04-08T17:15:52.002;
98000;662;67731;42800;2022-04-08T17:29:39.796;
99000;634;66306;47439;2022-04-08T17:43:10.050;
100000;641;65724;47993;2022-04-08T17:56:32.201;
101000;694;69327;41456;2022-04-08T18:10:40.130;
102000;659;66966;47040;2022-04-08T18:24:18.122;
103000;672;67809;43872;2022-04-08T18:38:06.284;
104000;650;67181;44793;2022-04-08T18:52:05.152;
105000;648;66102;48504;2022-04-08T19:05:33.143;
106000;637;65926;47190;2022-04-08T19:18:58.735;
107000;642;65563;47405;2022-04-08T19:32:20.566;
108000;673;67899;41525;2022-04-08T19:46:09.080;
109000;641;66121;47342;2022-04-08T19:59:39.868;
110000;647;65658;47810;2022-04-08T20:13:06.864;
111000;676;67609;43454;2022-04-08T20:26:57.463;
112000;650;67980;43344;2022-04-08T20:40:51.161;
113000;646;65864;48329;2022-04-08T20:54:17.283;
114000;644;66473;48060;2022-04-08T21:07:51.752;
115000;679;69696;39361;2022-04-08T21:22:05.545;
116000;653;67246;44150;2022-04-08T21:35:49.907;
117000;650;65792;49652;2022-04-08T21:49:16.073;
118000;659;66719;47016;2022-04-08T22:02:54.371;
119000;662;68666;42681;2022-04-08T22:16:55.735;
120000;690;68398;39850;2022-04-08T22:30:54.995;
121000;676;67699;42147;2022-04-08T22:44:46.535;
122000;660;68746;42076;2022-04-08T22:58:48.981;
123000;664;66270;45612;2022-04-08T23:12:21.668;
124000;648;66752;47036;2022-04-08T23:25:58.610;
125000;637;66694;46405;2022-04-08T23:39:37.334;
126000;649;66140;47130;2022-04-08T23:53:08.889;
127000;630;65155;49650;2022-04-09T00:06:28.528;
128000;655;67246;46401;2022-04-09T00:20:16.155;
129000;673;67453;45831;2022-04-09T00:34:04.237;
130000;674;68859;42276;2022-04-09T00:48:08.075;
131000;661;68149;41382;2022-04-09T01:02:04.287;
132000;675;68106;41721;2022-04-09T01:16:01.424;
133000;659;68088;42767;2022-04-09T01:29:57.560;
134000;644;67107;44041;2022-04-09T01:43:40.307;
135000;650;66795;46946;2022-04-09T01:57:19.645;
136000;650;65974;48197;2022-04-09T02:10:50.439;
137000;641;64443;50947;2022-04-09T02:24:01.827;
138000;630;64791;49800;2022-04-09T02:37:14.950;
139000;648;64652;50514;2022-04-09T02:50:28.245;
140000;673;68527;43023;2022-04-09T03:04:28.034;
141000;662;66584;46585;2022-04-09T03:18:04.135;
142000;666;68241;42493;2022-04-09T03:32:00.866;
143000;676;68955;41269;2022-04-09T03:46:14.397;
144000;660;66218;45722;2022-04-09T03:59:47.811;
145000;649;64950;49826;2022-04-09T04:13:07.212;
146000;686;69541;39236;2022-04-09T04:27:20.896;
147000;639;66879;46180;2022-04-09T04:41:01.381;
148000;675;66809;45472;2022-04-09T04:54:41.313;
149000;642;67346;45298;2022-04-09T05:08:29.131;
150000;656;67174;44866;2022-04-09T05:22:13.180;
151000;682;68067;42213;2022-04-09T05:36:08.648;
152000;671;68244;41882;2022-04-09T05:50:05.954;
153000;668;67006;45541;2022-04-09T06:03:48.154;
154000;653;65045;47127;2022-04-09T06:17:08.071;
155000;659;67049;44998;2022-04-09T06:30:50.239;
156000;653;67428;46172;2022-04-09T06:44:38.683;
157000;694;69414;39895;2022-04-09T06:58:50.036;
158000;676;69024;40709;2022-04-09T07:12:57.040;
159000;629;66342;47529;2022-04-09T07:26:31.836;
160000;649;67016;46379;2022-04-09T07:40:15.007;
161000;682;67378;43195;2022-04-09T07:54:03.042;
162000;668;67544;43711;2022-04-09T08:07:52.423;
163000;657;67962;43920;2022-04-09T08:21:45.080;
164000;664;66818;45301;2022-04-09T08:35:26.741;
165000;664;66250;47386;2022-04-09T08:48:59.864;
166000;671;67870;43074;2022-04-09T09:02:52.836;
167000;666;66613;45457;2022-04-09T09:16:30.505;
168000;644;66650;47122;2022-04-09T09:30:08.214;
169000;669;67554;44540;2022-04-09T09:43:58.058;
170000;657;67476;45053;2022-04-09T09:57:48.228;
171000;689;68710;41188;2022-04-09T10:11:50.952;
172000;685;68171;42110;2022-04-09T10:25:47.949;
173000;674;68715;42544;2022-04-09T10:39:53.133;
174000;695;68409;41324;2022-04-09T10:53:53.132;
175000;672;67364;45849;2022-04-09T11:07:39.426;
176000;658;67306;44206;2022-04-09T11:21:26.759;
177000;653;67725;43599;2022-04-09T11:35:18.357;
178000;649;67934;43479;2022-04-09T11:46:56.104;
179000;646;65737;48428;2022-04-09T11:57:28.313;
180000;661;65849;46821;2022-04-09T12:08:02.415;
181000;665;67276;44124;2022-04-09T12:18:50.479;
182000;673;66638;46782;2022-04-09T12:29:29.969;
183000;684;68539;40226;2022-04-09T12:40:26.734;
184000;675;67644;42508;2022-04-09T12:51:18.229;
185000;686;68395;42575;2022-04-09T13:02:14.071;
186000;636;65486;49112;2022-04-09T13:12:41.480;
187000;637;66032;46536;2022-04-09T13:23:14.623;
188000;668;66277;45935;2022-04-09T13:33:59.095;
189000;677;67875;41672;2022-04-09T13:44:52.109;
190000;658;66644;44754;2022-04-09T13:55:32.388;
191000;672;67487;45147;2022-04-09T14:06:21.104;
192000;650;67068;44890;2022-04-09T14:17:05.589;
193000;664;67802;43654;2022-04-09T14:27:56.642;
194000;663;67358;44771;2022-04-09T14:38:46.558;
195000;649;66289;45812;2022-04-09T14:49:26.280;
196000;680;68104;41661;2022-04-09T15:00:23.263;
197000;676;69212;40286;2022-04-09T15:11:30.384;
198000;653;67727;43797;2022-04-09T15:22:22.419;
199000;671;66631;46436;2022-04-09T15:33:03.033;
200000;634;65128;50814;2022-04-09T15:43:27.789;
201000;683;68774;42271;2022-04-09T15:54:27.672;
202000;671;66727;44879;2022-04-09T16:05:08.822;
203000;666;66928;45820;2022-04-09T16:15:51.703;
204000;676;66773;44105;2022-04-09T16:26:31.693;
205000;677;66913;46346;2022-04-09T16:37:16.114;
206000;659;67524;45079;2022-04-09T16:48:05.567;
207000;671;68708;40147;2022-04-09T16:59:07.322;
208000;703;68969;40297;2022-04-09T17:10:11.774;
209000;651;65641;46686;2022-04-09T17:20:44.864;
210000;670;67722;41645;2022-04-09T17:31:38.878;
211000;669;67050;43581;2022-04-09T17:42:24.725;
212000;654;66639;46534;2022-04-09T17:53:06.858;
213000;652;66307;46131;2022-04-09T18:03:47.747;
214000;678;68478;40211;2022-04-09T18:14:48.692;
215000;671;68802;40417;2022-04-09T18:25:52.153;
216000;684;68023;42303;2022-04-09T18:36:48.650;
217000;685;68229;42191;2022-04-09T18:47:47.567;
218000;680;68052;43511;2022-04-09T18:58:45.615;
219000;668;68668;42662;2022-04-09T19:09:47.042;
220000;677;68878;40703;2022-04-09T19:20:50.166;
221000;653;66497;46782;2022-04-09T19:31:32.376;
222000;657;67963;42126;2022-04-09T19:42:29.974;
223000;679;67681;43769;2022-04-09T19:53:22.381;
224000;662;66398;47523;2022-04-09T20:04:02.943;
225000;693;69195;39746;2022-04-09T20:15:10.035;
226000;687;68945;41694;2022-04-09T20:26:14.646;
227000;657;66824;44260;2022-04-09T20:37:00.632;
228000;685;69609;39422;2022-04-09T20:48:11.243;
229000;697;69543;39339;2022-04-09T20:59:22.032;
230000;645;67121;45548;2022-04-09T21:10:08.086;
231000;676;67126;43989;2022-04-09T21:20:55.158;
232000;661;66115;47914;2022-04-09T21:31:31.180;
233000;659;65698;48550;2022-04-09T21:42:05.268;
234000;655;66181;45567;2022-04-09T21:52:42.902;
235000;646;66000;46734;2022-04-09T22:03:19.495;
236000;658;68152;42853;2022-04-09T22:14:16.636;
237000;651;66843;44550;2022-04-09T22:25:01.028;
238000;683;68629;41241;2022-04-09T22:35:59.522;
239000;668;68201;41060;2022-04-09T22:46:53.332;
240000;702;69823;38823;2022-04-09T22:58:03.734;
241000;669;66902;47049;2022-04-09T23:08:46.004;
242000;655;66108;46880;2022-04-09T23:19:19.505;
243000;655;66649;45471;2022-04-09T23:29:58.232;
244000;683;67973;42035;2022-04-09T23:40:50.724;
245000;679;68508;42317;2022-04-09T23:51:49.110;
246000;645;64962;48365;2022-04-10T00:02:13.130;
247000;666;67932;42557;2022-04-10T00:13:06.847;
248000;679;67643;43365;2022-04-10T00:23:55.328;
249000;682;68186;43725;2022-04-10T00:34:49.363;
250000;647;66260;48426;2022-04-10T00:45:24.742;
251000;658;67197;45588;2022-04-10T00:56:08.521;
252000;655;66609;47117;2022-04-10T01:06:46.859;
253000;688;69233;40639;2022-04-10T01:17:50.083;
254000;654;67538;44920;2022-04-10T01:28:37.746;
255000;667;67662;44519;2022-04-10T01:39:25.827;
256000;689;68525;42498;2022-04-10T01:50:21.943;
257000;688;68577;42194;2022-04-10T02:01:19.905;
258000;678;67192;44908;2022-04-10T02:12:03.940;
259000;641;64804;50500;2022-04-10T02:22:26.487;
260000;677;68301;43187;2022-04-10T02:33:22.175;
261000;686;69149;39373;2022-04-10T02:44:25.099;
262000;664;66966;44872;2022-04-10T02:55:06.099;
263000;671;67866;42391;2022-04-10T03:06:06.485;
264000;670;67041;43908;2022-04-10T03:16:49.156;
265000;662;67403;44318;2022-04-10T03:27:34.899;
266000;641;66096;46123;2022-04-10T03:38:08.018;
267000;651;64875;51629;2022-04-10T03:48:30.786;
268000;684;67854;41469;2022-04-10T03:59:20.979;
269000;660;66988;46851;2022-04-10T04:10:04.087;
270000;672;69196;40744;2022-04-10T04:21:07.726;
271000;672;67516;42597;2022-04-10T04:31:55.745;
272000;654;66850;46286;2022-04-10T04:42:36.523;
273000;670;67007;45600;2022-04-10T04:53:19.262;
274000;660;67944;44933;2022-04-10T05:04:11.170;
275000;698;69059;40856;2022-04-10T05:15:12.933;
276000;670;68526;42140;2022-04-10T05:26:09.461;
277000;638;65795;48079;2022-04-10T05:36:40.299;
278000;647;65488;50250;2022-04-10T05:47:08.493;
279000;657;67558;44492;2022-04-10T05:57:56.208;
280000;656;66275;46890;2022-04-10T06:08:30.894;
281000;656;66438;47883;2022-04-10T06:19:07.296;
282000;678;68164;43279;2022-04-10T06:30:01.046;
283000;641;65441;47330;2022-04-10T06:40:28.159;
284000;686;68298;41396;2022-04-10T06:51:23.015;
285000;715;69787;38917;2022-04-10T07:02:31.291;
286000;692;69322;39601;2022-04-10T07:13:35.382;
287000;665;67233;43676;2022-04-10T07:24:19.197;
288000;670;67087;44704;2022-04-10T07:35:02.763;
289000;659;68483;42169;2022-04-10T07:45:58.073;
290000;673;67943;43723;2022-04-10T07:56:49.503;
291000;685;68492;40219;2022-04-10T08:07:45.932;
292000;630;66537;47605;2022-04-10T08:18:22.710;
293000;672;67368;44400;2022-04-10T08:29:08.885;
294000;694;69267;37886;2022-04-10T08:40:12.744;
295000;696;68630;41927;2022-04-10T08:51:11.586;
296000;659;66362;46113;2022-04-10T09:01:47.462;
297000;667;67968;42812;2022-04-10T09:12:39.060;
298000;674;68663;40513;2022-04-10T09:23:36.619;
299000;673;67862;43333;2022-04-10T09:34:28.718;
300000;686;68081;42360;2022-04-10T09:45:21.469;
301000;669;68227;43080;2022-04-10T09:56:16.472;
302000;705;70587;35940;2022-04-10T10:07:33.671;
303000;683;69138;40820;2022-04-10T10:18:36.598;
304000;647;66993;47023;2022-04-10T10:29:18.798;
305000;666;67882;44676;2022-04-10T10:40:09.431;
306000;690;71938;36568;2022-04-10T10:51:39.888;
307000;648;65737;46713;2022-04-10T11:02:10.869;
308000;645;66392;47013;2022-04-10T11:13:00.292;
309000;666;67673;46147;2022-04-10T11:23:49.123;
310000;661;66115;49256;2022-04-10T11:34:24.401;
311000;662;66897;45870;2022-04-10T11:45:05.460;
312000;651;65683;47350;2022-04-10T11:55:35.880;
313000;647;66226;47389;2022-04-10T12:06:10.848;
314000;658;66973;44265;2022-04-10T12:16:54.972;
315000;663;66756;44503;2022-04-10T12:27:34.789;
316000;666;67876;43954;2022-04-10T12:38:26.465;
317000;684;69172;40837;2022-04-10T12:49:31.250;
318000;649;65372;49168;2022-04-10T12:59:57.580;
319000;678;68976;41483;2022-04-10T13:11:00.156;
320000;643;66890;45073;2022-04-10T13:21:42.716;
321000;653;67570;43815;2022-04-10T13:32:31.625;
322000;684;68325;43086;2022-04-10T13:43:26.619;
323000;661;66728;47389;2022-04-10T13:54:11.179;
324000;707;69566;40560;2022-04-10T14:05:22.447;
325000;692;67423;43348;2022-04-10T14:16:12.116;
326000;701;70621;37755;2022-04-10T14:27:29.551;
327000;679;69191;41105;2022-04-10T14:38:33.219;
328000;636;65631;47351;2022-04-10T14:49:03.101;
329000;657;66928;46330;2022-04-10T14:59:45.838;
330000;666;66675;45854;2022-04-10T15:10:24.999;
331000;704;68439;40075;2022-04-10T15:21:21.418;
332000;645;66489;46799;2022-04-10T15:32:00.103;
333000;672;68427;40116;2022-04-10T15:42:57.656;
334000;672;67599;42668;2022-04-10T15:53:46.727;
335000;611;63306;54205;2022-04-10T16:03:54.764;
336000;673;66877;45123;2022-04-10T16:14:39.437;
337000;668;67173;45487;2022-04-10T16:25:22.310;
338000;678;69083;41528;2022-04-10T16:36:24.039;
339000;676;67419;44664;2022-04-10T16:47:09.686;
340000;680;67282;44968;2022-04-10T16:57:53.981;
341000;679;67930;42889;2022-04-10T17:08:44.630;
342000;688;67828;42355;2022-04-10T17:19:34.028;
343000;663;66692;47141;2022-04-10T17:30:13.029;
344000;669;66719;45380;2022-04-10T17:40:51.489;
345000;672;67788;42791;2022-04-10T17:51:41.602;
346000;674;68345;41344;2022-04-10T18:02:36.625;
347000;665;67781;44405;2022-04-10T18:13:26.498;
348000;659;66375;45399;2022-04-10T18:24:02.576;
349000;655;66062;46374;2022-04-10T18:34:35.028;
350000;676;68157;42605;2022-04-10T18:45:31.057;
351000;670;66092;47504;2022-04-10T18:56:03.208;
352000;641;66779;46471;2022-04-10T19:06:43.080;
353000;667;65708;47597;2022-04-10T19:17:12.493;
354000;649;66065;46749;2022-04-10T19:27:45.328;
355000;657;66916;44681;2022-04-10T19:38:27.192;
356000;640;66932;44691;2022-04-10T19:49:07.222;
357000;669;68518;42669;2022-04-10T20:00:03.647;
358000;665;67816;44008;2022-04-10T20:10:54.134;
359000;698;69142;42015;2022-04-10T20:21:55.263;
360000;670;67434;44192;2022-04-10T20:32:42.174;
361000;650;67745;43940;2022-04-10T20:43:30.953;
362000;667;67052;43662;2022-04-10T20:54:13.424;
363000;679;67590;44309;2022-04-10T21:05:01.242;
364000;666;67267;44918;2022-04-10T21:15:44.348;
365000;669;66729;45143;2022-04-10T21:26:24.492;
366000;673;68716;42019;2022-04-10T21:37:23.611;
367000;662;66471;46373;2022-04-10T21:48:01.491;
368000;678;67502;43995;2022-04-10T21:58:48.215;
369000;689;68594;42450;2022-04-10T22:09:45.338;
370000;676;68172;42209;2022-04-10T22:20:38.126;
371000;661;67225;46212;2022-04-10T22:31:20.840;
372000;672;67188;45217;2022-04-10T22:42:03.424;
373000;695;67913;43062;2022-04-10T22:52:53.710;
374000;662;67167;46091;2022-04-10T23:03:36.650;
375000;652;66189;46758;2022-04-10T23:14:08.165;
376000;680;69131;39529;2022-04-10T23:25:09.607;
377000;687;67858;41845;2022-04-10T23:35:58.314;
378000;631;64915;51526;2022-04-10T23:46:19.563;
379000;643;66616;47262;2022-04-10T23:56:56.894;
380000;682;68445;42856;2022-04-11T00:07:54.287;
381000;654;66234;47046;2022-04-11T00:18:27.694;
382000;687;68435;41003;2022-04-11T00:29:22.596;
383000;643;64748;50981;2022-04-11T00:39:40.603;
384000;634;67357;45941;2022-04-11T00:50:26.155;
385000;674;66960;45963;2022-04-11T01:01:06.887;
386000;671;67251;45121;2022-04-11T01:11:50.085;
387000;694;70006;38728;2022-04-11T01:23:00.544;
388000;670;67778;42603;2022-04-11T01:33:50.931;
389000;683;67592;44007;2022-04-11T01:44:38.020;
390000;672;67701;43521;2022-04-11T01:55:26.476;
391000;688;68536;41243;2022-04-11T02:06:21.782;
392000;650;66157;48220;2022-04-11T02:16:54.873;
393000;687;69194;39238;2022-04-11T02:27:56.271;
394000;660;67618;43705;2022-04-11T02:38:43.351;
395000;662;67730;44696;2022-04-11T02:49:33.349;
396000;679;67644;43376;2022-04-11T03:00:20.396;
397000;696;69219;39328;2022-04-11T03:11:22.239;
398000;674;66729;45811;2022-04-11T03:22:00.197;
399000;669;67876;43532;2022-04-11T03:32:57.252;
400000;681;67975;42110;2022-04-11T03:43:47.360;
401000;685;68020;43083;2022-04-11T03:54:37.486;
402000;650;66954;45858;2022-04-11T04:05:17.267;
403000;695;68987;42801;2022-04-11T04:16:19.424;
404000;633;65312;49485;2022-04-11T04:26:43.718;
405000;641;65584;48959;2022-04-11T04:37:10.443;
406000;678;69371;39499;2022-04-11T04:48:13.955;
407000;677;67854;42348;2022-04-11T04:59:02.540;
408000;666;66796;46384;2022-04-11T05:09:41.034;
409000;666;67099;44801;2022-04-11T05:20:23.098;
410000;659;65803;47956;2022-04-11T05:30:52.441;
411000;658;67177;44918;2022-04-11T05:41:35.305;
412000;660;66179;46959;2022-04-11T05:52:08.949;
413000;647;65235;48718;2022-04-11T06:02:32.730;
414000;669;68518;42167;2022-04-11T06:13:27.916;
415000;666;68450;43218;2022-04-11T06:24:23.569;
416000;635;66239;48701;2022-04-11T06:34:57.804;
417000;678;66711;45595;2022-04-11T06:45:36.440;
418000;645;66452;47032;2022-04-11T06:56:14.207;
419000;675;66928;46930;2022-04-11T07:06:54.546;
420000;652;65547;47056;2022-04-11T07:17:23.539;
421000;677;68151;42948;2022-04-11T07:28:18.344;
422000;680;68595;42075;2022-04-11T07:39:15.597;
423000;678;67989;42527;2022-04-11T07:50:07.767;
424000;688;70260;36926;2022-04-11T08:01:21.562;
425000;653;66404;46473;2022-04-11T08:11:59.732;
426000;680;69166;42074;2022-04-11T08:23:00.912;
427000;677;68835;41869;2022-04-11T08:33:58.657;
428000;653;67199;44889;2022-04-11T08:44:41.125;
429000;676;67520;44087;2022-04-11T08:55:27.259;
430000;667;68336;43892;2022-04-11T09:06:19.922;
431000;683;67914;44182;2022-04-11T09:17:10.499;
432000;676;66459;47797;2022-04-11T09:27:46.382;
433000;659;66406;45282;2022-04-11T09:38:20.651;
434000;655;65391;48058;2022-04-11T09:48:46.404;
435000;681;68583;42697;2022-04-11T09:59:43.517;
436000;652;66708;47559;2022-04-11T10:10:21.867;
437000;666;67251;45077;2022-04-11T10:21:04.585;
438000;676;67769;45494;2022-04-11T10:31:53.144;
439000;653;65765;47861;2022-04-11T10:42:22.003;
440000;677;67227;44033;2022-04-11T10:53:04.877;
441000;674;69539;40753;2022-04-11T11:04:09.436;
442000;653;66451;45150;2022-04-11T11:14:45.619;
443000;668;69052;43866;2022-04-11T11:25:45.314;
444000;675;67609;44207;2022-04-11T11:36:32.085;
445000;665;67624;44674;2022-04-11T11:47:18.640;
446000;652;66960;44688;2022-04-11T11:57:59.190;
447000;685;69167;41992;2022-04-11T12:09:02.778;
448000;696;69399;40689;2022-04-11T12:20:06.363;
449000;667;66874;44969;2022-04-11T12:30:46.179;
450000;661;67622;43895;2022-04-11T12:41:32.555;
451000;660;67082;45291;2022-04-11T12:52:14.512;
452000;653;66082;48512;2022-04-11T13:02:45.586;
453000;669;67643;42273;2022-04-11T13:13:32.199;
454000;686;67214;43946;2022-04-11T13:24:14.717;
455000;668;66705;46752;2022-04-11T13:34:53.021;
456000;684;66939;44070;2022-04-11T13:45:33.383;
457000;654;65843;48608;2022-04-11T13:56:04.504;
458000;651;65566;48884;2022-04-11T14:06:31.757;
459000;678;67760;42841;2022-04-11T14:17:19.344;
460000;687;67174;43713;2022-04-11T14:28:01.925;
461000;654;65923;48346;2022-04-11T14:38:32.362;
462000;672;67117;45070;2022-04-11T14:49:14.380;
463000;667;67003;43941;2022-04-11T14:59:56.316;
464000;677;68250;43033;2022-04-11T15:10:53.838;
465000;670;67591;44791;2022-04-11T15:21:41.576;
466000;681;67435;44838;2022-04-11T15:32:27.658;
467000;687;67637;43625;2022-04-11T15:43:16.361;
468000;674;68232;43149;2022-04-11T15:54:10.551;
469000;674;67921;44011;2022-04-11T16:05:05.372;
470000;656;67713;42816;2022-04-11T16:15:56.048;
471000;672;67011;43767;2022-04-11T16:26:37.423;
472000;710;71138;36069;2022-04-11T16:37:58.689;
473000;658;67371;46688;2022-04-11T16:48:45.176;
474000;641;66989;45983;2022-04-11T16:59:26.135;
475000;663;66792;44850;2022-04-11T17:10:04.756;
476000;684;68043;41301;2022-04-11T17:20:55.351;
477000;666;67072;45661;2022-04-11T17:31:37.123;
478000;656;66189;47748;2022-04-11T17:42:10.088;
479000;659;66971;45191;2022-04-11T17:52:51.580;
480000;670;66997;44463;2022-04-11T18:03:32.755;
481000;659;67624;44766;2022-04-11T18:14:19.976;
482000;694;70051;38252;2022-04-11T18:25:30.721;
483000;678;66593;45470;2022-04-11T18:36:09.614;
484000;666;66804;44898;2022-04-11T18:46:49.069;
485000;685;69264;41523;2022-04-11T18:57:52.349;
486000;661;67405;45147;2022-04-11T19:08:38.403;
487000;643;65176;49981;2022-04-11T19:19:02.990;
488000;689;69412;39113;2022-04-11T19:30:07.639;
489000;668;66381;47400;2022-04-11T19:40:43.778;
490000;661;66489;47157;2022-04-11T19:51:20.393;
491000;664;65890;48059;2022-04-11T20:01:53.003;
492000;675;67580;44324;2022-04-11T20:12:42.861;
493000;678;67708;44406;2022-04-11T20:23:30.933;
494000;654;66834;45011;2022-04-11T20:34:10.151;
495000;668;66927;43774;2022-04-11T20:44:50.907;
496000;664;66891;45439;2022-04-11T20:55:30.918;
497000;675;67438;44651;2022-04-11T21:06:17.214;
498000;648;65378;48460;2022-04-11T21:16:42.307;
499000;683;67633;43902;2022-04-11T21:27:29.788;
500000;679;68051;42747;2022-04-11T21:38:20.179;
501000;675;68281;43223;2022-04-11T21:49:12.745;
502000;694;68972;41019;2022-04-11T22:00:12.314;
503000;677;68151;42447;2022-04-11T22:11:04.484;
504000;682;68537;43118;2022-04-11T22:21:59.835;
505000;676;69173;40498;2022-04-11T22:33:00.868;
506000;686;67164;44814;2022-04-11T22:43:43.219;
507000;652;66112;47392;2022-04-11T22:54:16.167;
508000;687;69422;40567;2022-04-11T23:05:19.634;
509000;667;67943;42361;2022-04-11T23:16:09.100;
