totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;timestamp;
274000;191;108076;0;177104;2022-03-26T18:15:22.182;
275000;210;114636;0;166277;2022-03-26T18:44:08.172;
276000;192;117898;0;161117;2022-03-26T19:13:45.759;
277000;190;112851;0;169574;2022-03-26T19:42:03.654;
278000;184;107457;0;178127;2022-03-26T20:09:03.030;
279000;200;117163;0;161692;2022-03-26T20:38:27.362;
280000;223;117332;0;162718;2022-03-26T21:07:54.725;
281000;207;120750;0;154773;2022-03-26T21:38:12.173;
282000;192;110098;0;174356;2022-03-26T22:05:51.377;
283000;240;120315;0;157137;2022-03-26T22:36:04.058;
284000;217;117260;0;162729;2022-03-26T23:05:32.833;
285000;194;108605;0;174735;2022-03-26T23:33:04.742;
286000;194;108004;0;176630;2022-03-27T00:00:13.237;
287000;175;108160;0;176803;2022-03-27T00:27:22.441;
288000;203;114627;0;164777;2022-03-27T00:56:08.525;
289000;230;126869;0;144782;2022-03-27T02:28:01.322;
290000;231;113197;0;168126;2022-03-27T02:56:30.593;
291000;208;115209;0;163537;2022-03-27T03:25:28.573;
292000;187;108193;0;177055;2022-03-27T03:52:52.971;
293000;216;117045;0;161180;2022-03-27T04:22:21.928;
294000;206;114504;0;165929;2022-03-27T04:51:08.195;
295000;204;114998;0;167288;2022-03-27T05:20:01.943;
296000;205;112617;0;169559;2022-03-27T05:48:19.644;
297000;187;113499;0;168820;2022-03-27T06:16:51.426;
298000;231;122346;0;153991;2022-03-27T06:47:36.361;
299000;228;120989;0;155699;2022-03-27T07:17:59.140;
300000;223;120527;0;156512;2022-03-27T07:48:18.037;
301000;219;120204;0;156459;2022-03-27T08:18:32.270;
302000;206;115001;0;164009;2022-03-27T08:47:26.550;
303000;184;109408;0;174370;2022-03-27T09:14:57.192;
304000;189;113988;0;168038;2022-03-27T09:43:36.921;
305000;167;107064;0;179538;2022-03-27T10:10:30.359;
306000;176;107874;0;176971;2022-03-27T10:37:37.383;
307000;183;113929;0;167109;2022-03-27T11:06:16.597;
308000;170;109102;0;177257;2022-03-27T11:33:41.672;
309000;187;111921;0;171203;2022-03-27T12:01:52.884;
310000;202;117600;0;162527;2022-03-27T12:31:26.831;
311000;197;110126;0;173373;2022-03-27T12:59:07.950;
312000;197;115490;0;165025;2022-03-27T13:28:09.641;
313000;158;104386;0;181694;2022-03-27T13:54:23.579;
314000;193;110681;0;171862;2022-03-27T14:22:13.837;
315000;217;114373;0;167842;2022-03-27T14:50:59.818;
316000;206;112546;0;169707;2022-03-27T15:19:16.897;
317000;218;122015;0;154251;2022-03-27T15:49:57.616;
318000;190;116895;0;160583;2022-03-27T16:19:23.222;
319000;213;114144;0;166615;2022-03-27T16:48:04.891;
320000;201;115553;0;165214;2022-03-27T17:17:07.543;
321000;219;116986;0;161791;2022-03-27T17:46:32.541;
322000;222;120378;0;157997;2022-03-27T18:16:47.286;
323000;206;116084;0;165431;2022-03-27T18:45:58.202;
324000;212;116645;0;162817;2022-03-27T19:15:29.966;
325000;221;120359;0;156511;2022-03-27T19:45:43.471;
326000;216;117993;0;160968;2022-03-27T20:15:25.673;
327000;185;103657;0;186775;2022-03-27T20:41:28.980;
328000;185;110525;0;173327;2022-03-27T21:09:15.738;
329000;207;118986;0;158888;2022-03-27T21:39:10.383;
330000;181;110410;0;171982;2022-03-27T22:06:54.011;
331000;212;117487;0;159320;2022-03-27T22:36:25.724;
332000;189;113372;0;168289;2022-03-27T23:04:55.356;
333000;216;119685;0;158074;2022-03-27T23:34:59.624;
334000;225;120330;0;156653;2022-03-28T00:06:11.275;
335000;221;120734;0;156675;2022-03-28T00:37:27.618;
336000;211;115345;0;165710;2022-03-28T01:05:53.996;
337000;206;116693;0;164390;2022-03-28T01:34:43.447;
338000;221;117726;0;161275;2022-03-28T02:03:52.999;
339000;210;115541;0;163085;2022-03-28T02:32:34.056;
340000;212;115253;0;165928;2022-03-28T03:01:12.909;
341000;186;110078;0;174062;2022-03-28T03:28:43.199;
342000;223;116822;0;163937;2022-03-28T03:58:18.597;
343000;215;114759;0;163836;2022-03-28T04:27:06.860;
344000;204;113396;0;170040;2022-03-28T04:55:34.562;
345000;183;110893;0;172919;2022-03-28T05:23:24.959;
346000;186;107361;0;178609;2022-03-28T05:50:20.812;
347000;193;111330;0;173505;2022-03-28T06:18:16.427;
348000;215;116427;0;162133;2022-03-28T06:47:29.302;
349000;192;113520;0;167926;2022-03-28T07:15:58.719;
350000;225;117195;0;160988;2022-03-28T07:45:22.206;
351000;208;116990;0;163582;2022-03-28T08:14:45.421;
352000;195;113440;0;168406;2022-03-28T08:43:11.571;
353000;212;113237;0;167996;2022-03-28T09:11:35.927;
354000;216;124762;0;147562;2022-03-28T09:42:52.084;
355000;175;110685;0;171988;2022-03-28T10:10:37.042;
356000;209;118265;0;159575;2022-03-28T10:40:12.529;
357000;198;111469;0;171268;2022-03-28T11:08:07.964;
358000;192;112404;0;167279;2022-03-28T11:36:15.312;
359000;181;107117;0;179036;2022-03-28T12:03:09.360;
360000;203;118261;0;158758;2022-03-28T12:32:48.610;
361000;187;113851;0;167578;2022-03-28T13:01:21.158;
362000;196;111381;0;173551;2022-03-28T13:29:18.668;
363000;187;111484;0;171446;2022-03-28T13:57:19.005;
364000;191;111268;0;171512;2022-03-28T14:25:12.934;
365000;188;115543;0;164708;2022-03-28T14:54:11.987;
366000;210;117620;0;161188;2022-03-28T15:23:43.503;
367000;205;114975;0;166692;2022-03-28T15:52:35.237;
368000;188;105909;0;180877;2022-03-28T16:19:17.951;
369000;177;111826;0;171052;2022-03-28T16:47:36.514;
370000;182;109552;0;174249;2022-03-28T17:15:07.981;
371000;206;115392;0;164721;2022-03-28T17:44:05.694;
372000;221;113471;0;168183;2022-03-28T18:12:49.802;
373000;210;114743;0;165774;2022-03-28T18:41:38.957;
374000;201;117921;0;159980;2022-03-28T19:11:15.646;
375000;200;114484;0;166004;2022-03-28T19:40:00.336;
376000;191;111174;0;172649;2022-03-28T20:07:57.224;
377000;225;123072;0;152860;2022-03-28T20:38:48.185;
378000;234;122646;0;152033;2022-03-28T21:09:32.117;
379000;221;117921;0;159425;2022-03-28T21:39:05.734;
380000;215;115474;0;164360;2022-03-28T22:08:03.963;
381000;235;119118;0;158055;2022-03-28T22:37:55.784;
382000;214;121272;0;154923;2022-03-28T23:08:20.146;
383000;218;118595;0;158889;2022-03-28T23:38:05.015;
384000;228;117406;0;160954;2022-03-29T00:07:37.872;
385000;223;112025;0;171178;2022-03-29T00:35:43.495;
386000;211;110895;0;173173;2022-03-29T01:03:31.848;
387000;191;112226;0;171745;2022-03-29T01:31:41.101;
388000;183;114502;0;166197;2022-03-29T02:00:26.405;
389000;219;117464;0;163164;2022-03-29T02:29:56.805;
390000;232;120479;0;156800;2022-03-29T03:00:13.979;
391000;217;116904;0;162853;2022-03-29T03:29:35.173;
392000;216;118907;0;159011;2022-03-29T03:59:29.757;
393000;222;119284;0;159757;2022-03-29T04:29:27.642;
394000;196;120198;0;156255;2022-03-29T04:59:51.427;
395000;199;113971;0;168493;2022-03-29T05:28:28.237;
396000;205;118768;0;159609;2022-03-29T05:58:18.370;
397000;253;127534;0;145524;2022-03-29T06:30:21.203;
398000;232;122664;0;152010;2022-03-29T07:01:10.282;
399000;216;125908;0;147644;2022-03-29T07:32:47.457;
400000;196;110449;0;172823;2022-03-29T08:00:34.949;
401000;200;114706;0;164779;2022-03-29T08:29:24.438;
402000;224;118959;0;159331;2022-03-29T08:59:16.886;
403000;227;123354;0;152446;2022-03-29T09:30:16.230;
404000;209;110485;0;175093;2022-03-29T09:58:00.590;
405000;190;106422;0;180253;2022-03-29T10:24:43.179;
406000;153;102055;0;186465;2022-03-29T10:51:09.836;
407000;175;106395;0;178881;2022-03-29T11:18:04.365;
408000;164;104277;0;183254;2022-03-29T11:44:25.828;
409000;177;108367;0;176489;2022-03-29T12:11:59.378;
410000;205;116815;0;163913;2022-03-29T12:41:33.128;
411000;194;114435;0;166556;2022-03-29T13:10:59.811;
412000;184;111979;0;171514;2022-03-29T13:39:47.682;
413000;199;113782;0;167758;2022-03-29T14:08:32.523;
414000;197;112918;0;169454;2022-03-29T14:37:05.840;
415000;197;112159;0;170096;2022-03-29T15:05:27.159;
416000;220;118791;0;157060;2022-03-29T15:35:27.767;
417000;214;124526;0;150753;2022-03-29T16:06:57.146;
418000;218;118842;0;159723;2022-03-29T16:36:48.703;
419000;194;110714;0;172352;2022-03-29T17:04:36.078;
420000;200;116127;0;165245;2022-03-29T17:33:44.979;
421000;181;109952;0;171626;2022-03-29T18:01:22.443;
422000;195;114137;0;167105;2022-03-29T18:30:01.134;
423000;208;112767;0;171441;2022-03-29T18:58:20.542;
424000;203;116299;0;162868;2022-03-29T19:27:31.778;
425000;190;108563;0;179350;2022-03-29T19:54:48.251;
426000;198;113497;0;167124;2022-03-29T20:23:21.893;
427000;215;113861;0;168178;2022-03-29T20:51:56.824;
428000;205;111997;0;170299;2022-03-29T21:20:05.447;
429000;215;115993;0;164545;2022-03-29T21:49:13.282;
430000;210;114600;0;167848;2022-03-29T22:18:00.287;
431000;216;112458;0;171464;2022-03-29T22:46:15.408;
432000;211;119198;0;160075;2022-03-29T23:16:13.278;
433000;182;108639;0;175895;2022-03-29T23:43:58.478;
434000;211;115479;0;165003;2022-03-30T00:13:02.575;
435000;224;121863;0;154739;2022-03-30T00:43:40.522;
436000;197;112749;0;169230;2022-03-30T01:11:59.582;
437000;210;115361;0;164831;2022-03-30T01:40:58.172;
438000;211;111004;0;172701;2022-03-30T02:08:51.016;
439000;189;112722;0;167904;2022-03-30T02:37:09.175;
440000;203;116060;0;165779;2022-03-30T03:06:18.935;
441000;189;111045;0;173175;2022-03-30T03:34:20.047;
442000;179;111055;0;173080;2022-03-30T04:02:19.815;
443000;224;114979;0;166796;2022-03-30T04:31:13.669;
444000;213;114304;0;165854;2022-03-30T04:59:54.990;
445000;182;106724;0;181735;2022-03-30T05:26:43.141;
446000;175;109500;0;174744;2022-03-30T05:54:12.756;
447000;197;114337;0;167748;2022-03-30T06:22:56.622;
448000;198;114008;0;167318;2022-03-30T06:51:35.015;
449000;215;115611;0;164853;2022-03-30T07:20:37.003;
450000;207;114273;0;168232;2022-03-30T07:49:18.864;
451000;175;104735;0;183289;2022-03-30T08:15:41.124;
452000;204;116015;0;163309;2022-03-30T08:44:49.885;
453000;228;117006;0;162951;2022-03-30T09:14:14.262;
454000;202;109369;0;175886;2022-03-30T09:41:42.684;
455000;185;105750;0;181036;2022-03-30T10:08:16.197;
456000;195;117733;0;161675;2022-03-30T10:37:49.552;
457000;164;105886;0;179961;2022-03-30T11:04:25.137;
458000;216;117452;0;163526;2022-03-30T11:33:54.257;
459000;209;113283;0;167017;2022-03-30T12:02:24.315;
460000;167;102799;0;186073;2022-03-30T12:28:14.743;
461000;175;112420;0;170115;2022-03-30T12:56:28.277;
462000;201;114311;0;168332;2022-03-30T13:25:13.655;
463000;205;115349;0;164699;2022-03-30T13:54:10.930;
464000;226;121450;0;155091;2022-03-30T14:24:42.833;
465000;192;114536;0;165487;2022-03-30T14:53:28.829;
466000;174;106304;0;180759;2022-03-30T15:20:11.044;
467000;234;120908;0;155270;2022-03-30T15:50:34.432;
468000;228;117480;0;161468;2022-03-30T16:20:08.083;
469000;223;114276;0;169009;2022-03-30T16:48:54.680;
470000;235;116560;0;164755;2022-03-30T17:18:10.715;
471000;200;115841;0;163073;2022-03-30T17:47:16.225;
472000;206;116497;0;162604;2022-03-30T18:16:30.880;
473000;207;116304;0;163251;2022-03-30T18:45:43.539;
474000;212;118525;0;161869;2022-03-30T19:15:29.976;
475000;211;118839;0;160135;2022-03-30T19:45:19.524;
476000;210;115695;0;166405;2022-03-30T20:14:25.718;
477000;210;118697;0;160040;2022-03-30T20:44:16.109;
478000;210;116390;0;163165;2022-03-30T21:13:29.829;
