totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
77000;861;17731;0;2999;
78000;859;17423;0;3228;
79000;860;17415;0;2702;
80000;867;17720;0;2851;
81000;861;17670;0;3254;
82000;864;17044;0;3165;
83000;885;17469;0;2689;
84000;865;17383;0;3125;
85000;868;17641;0;3103;
86000;869;17645;0;3029;
87000;860;17526;0;2805;
88000;860;17337;0;3133;
89000;860;17838;0;2880;
90000;865;17545;0;2742;
91000;874;17859;0;2707;
92000;859;17257;0;3047;
93000;864;17713;0;3048;
94000;877;17860;0;2755;
95000;876;17384;0;2639;
96000;859;17728;0;2741;
97000;870;17329;0;3048;
98000;865;17344;0;3315;
99000;880;18132;0;2830;
100000;862;17104;0;3349;
101000;873;17982;0;2870;
102000;886;17689;0;2842;
103000;886;17730;0;2263;
104000;873;17564;0;2789;
105000;878;17625;0;2744;
106000;882;17521;0;2897;
107000;870;17232;0;3267;
108000;859;17329;0;3547;
109000;894;17662;0;2060;
110000;879;17801;0;2230;
111000;890;18081;0;1914;
112000;872;17502;0;2985;
113000;880;17477;0;2763;
114000;874;17461;0;2686;
115000;865;17597;0;2753;
116000;877;17601;0;2505;
117000;868;17353;0;2869;
118000;895;17464;0;2498;
119000;845;17289;0;3394;
120000;881;17600;0;2859;
121000;861;17587;0;3309;
122000;883;17821;0;2491;
123000;872;17493;0;2994;
124000;864;17285;0;3259;
125000;880;17618;0;2543;
126000;869;17438;0;2919;
127000;868;17494;0;2726;
128000;878;17881;0;2868;
129000;888;17837;0;2717;
130000;884;17402;0;2883;
131000;875;17428;0;3165;
132000;868;17232;0;3338;
133000;874;17734;0;3146;
134000;859;17235;0;3360;
135000;869;17729;0;2962;
136000;866;17363;0;2536;
137000;879;17411;0;2633;
138000;871;17355;0;3205;
139000;886;17521;0;3005;
140000;882;18066;0;2806;
141000;885;17686;0;2129;
142000;890;17898;0;2194;
143000;865;17785;0;3121;
144000;883;17641;0;2380;
145000;876;17486;0;2893;
146000;861;17470;0;3536;
147000;878;17815;0;2412;
148000;880;17259;0;2962;
149000;890;17524;0;2721;
150000;868;18090;0;3329;
151000;885;17638;0;2786;
152000;861;17315;0;3350;
153000;874;17811;0;2664;
154000;880;17601;0;2847;
155000;878;17800;0;2998;
156000;877;18043;0;2884;
157000;844;17585;0;3646;
158000;877;17456;0;2836;
159000;878;17467;0;3241;
160000;878;17673;0;2818;
161000;870;17403;0;3053;
162000;898;17678;0;2011;
163000;877;17162;0;2946;
164000;892;17552;0;2442;
165000;885;17901;0;2670;
166000;892;17692;0;2110;
167000;881;17641;0;2636;
168000;896;17904;0;2684;
169000;888;17469;0;2990;
170000;887;17416;0;2778;
171000;867;17347;0;3106;
172000;894;17681;0;2545;
173000;882;17316;0;2917;
174000;872;17027;0;2888;
175000;876;17697;0;3237;
176000;869;17126;0;3429;
177000;880;17286;0;2546;
178000;887;17347;0;2529;
179000;879;17733;0;2939;
180000;886;17781;0;2601;
181000;890;17676;0;2526;
182000;887;18056;0;2528;
183000;878;17699;0;2783;
184000;892;18183;0;2132;
185000;868;17818;0;2786;
186000;897;17978;0;2155;
187000;886;17721;0;2773;
188000;865;17348;0;3122;
189000;898;18058;0;2222;
190000;870;17516;0;3352;
191000;907;18357;0;1889;
192000;893;17485;0;2518;
193000;884;17598;0;2453;
194000;876;17409;0;2574;
195000;897;18019;0;2040;
196000;900;18149;0;2059;
197000;879;17447;0;2787;
198000;875;17240;0;2643;
199000;889;17858;0;2732;
200000;882;17853;0;2579;
201000;887;17618;0;2711;
202000;868;17296;0;2865;
203000;886;17724;0;2544;
204000;881;17763;0;2649;
205000;885;17564;0;2656;
206000;895;17661;0;2752;
207000;866;17635;0;3240;
208000;884;17402;0;2435;
209000;883;17630;0;2810;
210000;883;17662;0;2586;
211000;885;17712;0;2490;
212000;891;17914;0;2660;
213000;890;18036;0;2327;
214000;873;17451;0;2953;
215000;902;17894;0;2545;
216000;873;17501;0;2901;
217000;885;17390;0;2329;
218000;888;17304;0;2763;
219000;880;17321;0;2674;
220000;875;17766;0;2715;
221000;877;17637;0;2719;
222000;873;17428;0;2740;
223000;890;17416;0;2407;
224000;887;17683;0;2895;
225000;874;17411;0;3064;
226000;894;17600;0;2786;
227000;888;17688;0;2679;
228000;873;17747;0;2583;
229000;887;17546;0;2922;
230000;877;17416;0;2960;
231000;888;17698;0;2354;
232000;900;18005;0;2044;
233000;904;18052;0;2195;
234000;889;18141;0;2807;
235000;895;17903;0;2320;
236000;891;17671;0;2362;
237000;877;17798;0;2340;
238000;906;17546;0;2307;
239000;899;18070;0;2237;
240000;902;17733;0;2339;
241000;884;17711;0;2592;
242000;877;17556;0;2992;
243000;886;17301;0;2807;
244000;894;18166;0;2425;
245000;886;17941;0;2211;
246000;867;17876;0;3331;
247000;879;17597;0;2865;
248000;881;17758;0;2982;
249000;892;18193;0;2311;
250000;887;17873;0;1829;
251000;879;17512;0;2848;
252000;881;17737;0;2400;
253000;900;18011;0;2340;
254000;881;17656;0;2588;
255000;885;17810;0;2444;
256000;887;17821;0;2785;
257000;890;17741;0;2576;
258000;900;17797;0;2418;
259000;885;17642;0;2670;
260000;895;17861;0;2222;
261000;899;17814;0;2159;
262000;875;17764;0;2971;
263000;892;17957;0;2459;
264000;892;17644;0;2715;
265000;902;17509;0;1988;
266000;899;17970;0;2021;
267000;898;17924;0;1908;
268000;864;17515;0;3187;
269000;888;17672;0;2564;
270000;900;18095;0;2292;
271000;896;17912;0;2040;
272000;875;17168;0;3083;
273000;888;17945;0;2634;
274000;899;17992;0;2485;
275000;890;17929;0;2314;
276000;893;17863;0;2726;
277000;889;17926;0;2548;
278000;891;18011;0;2154;
279000;883;17748;0;2667;
280000;891;17739;0;2667;
281000;893;17818;0;2368;
282000;872;17712;0;2817;
283000;879;17662;0;2465;
284000;886;17336;0;3084;
285000;887;17316;0;2347;
286000;880;17715;0;2825;
287000;902;17533;0;1953;
288000;889;17988;0;2661;
