totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
209000;830;18069;0;2831;2022-02-25T13:22:39.938;
210000;834;18238;0;3221;2022-02-25T13:26:39.060;
211000;829;18236;0;3020;2022-02-25T13:30:38.542;
212000;807;18101;0;2884;2022-02-25T13:34:41.664;
213000;833;18156;0;2934;2022-02-25T13:38:39.395;
214000;832;18363;0;3214;2022-02-25T13:42:42.736;
215000;835;18394;0;2822;2022-02-25T13:46:44.452;
216000;833;18317;0;2243;2022-02-25T13:50:45.668;
217000;824;18377;0;2735;2022-02-25T13:54:50.494;
218000;838;18755;0;2443;2022-02-25T13:59:00.295;
219000;823;18431;0;2940;2022-02-25T14:03:06.120;
220000;812;18008;0;3333;2022-02-25T14:07:04.269;
221000;837;18814;0;2292;2022-02-25T14:11:13.786;
222000;837;18253;0;2750;2022-02-25T14:15:17.960;
223000;840;18340;0;2585;2022-02-25T14:19:18.010;
224000;836;18447;0;2209;2022-02-25T14:23:25.529;
225000;849;18250;0;2470;2022-02-25T14:27:24.206;
226000;826;18693;0;2858;2022-02-25T14:31:31.977;
227000;834;18527;0;2842;2022-02-25T14:35:36.366;
228000;812;18298;0;2882;2022-02-25T14:39:37.794;
229000;839;18423;0;2936;2022-02-25T14:43:41.613;
230000;829;18652;0;2673;2022-02-25T14:47:48.073;
231000;848;18385;0;2552;2022-02-25T14:51:52.581;
232000;834;18294;0;2682;2022-02-25T14:55:54.449;
233000;818;18463;0;2977;2022-02-25T15:00:15.940;
234000;822;18362;0;2497;2022-02-25T15:04:31.963;
235000;846;18426;0;2588;2022-02-25T15:08:47.144;
236000;844;18516;0;2912;2022-02-25T15:13:00.872;
237000;799;18040;0;3315;2022-02-25T15:17:17.147;
238000;839;18454;0;2652;2022-02-25T15:21:39.735;
239000;838;18489;0;2713;2022-02-25T15:26:01.573;
240000;829;18727;0;2738;2022-02-25T15:30:30.317;
241000;833;18419;0;2680;2022-02-25T15:35:00.624;
242000;830;18405;0;2369;2022-02-25T15:39:15.011;
243000;841;18407;0;2779;2022-02-25T15:43:23.822;
244000;832;17874;0;2951;2022-02-25T15:47:40.944;
245000;833;18186;0;2594;2022-02-25T15:52:02.613;
246000;856;18223;0;2564;2022-02-25T15:56:08.926;
247000;846;18223;0;2586;2022-02-25T16:00:19.410;
248000;837;18139;0;2684;2022-02-25T16:04:41.440;
249000;849;18323;0;2270;2022-02-25T16:08:59.173;
250000;873;18758;0;2122;2022-02-25T16:13:14.330;
251000;836;18587;0;2805;2022-02-25T16:17:30.987;
252000;846;18518;0;2376;2022-02-25T16:22:02.267;
253000;832;18154;0;3146;2022-02-25T16:26:16.253;
254000;833;18215;0;2575;2022-02-25T16:30:23.505;
255000;847;18744;0;2489;2022-02-25T16:34:39.882;
256000;837;18180;0;2635;2022-02-25T16:39:02.508;
257000;851;18964;0;2405;2022-02-25T16:43:26.354;
258000;841;18601;0;1966;2022-02-25T16:47:42.528;
259000;826;18338;0;2930;2022-02-25T16:51:56.219;
260000;842;18232;0;2181;2022-02-25T16:56:11.316;
261000;825;18224;0;2960;2022-02-25T17:00:24.617;
262000;828;18241;0;2699;2022-02-25T17:04:23.482;
263000;827;18205;0;2721;2022-02-25T17:08:21.738;
264000;835;18759;0;2578;2022-02-25T17:12:30.384;
265000;830;18238;0;2678;2022-02-25T17:16:31.374;
266000;845;18497;0;2342;2022-02-25T17:20:33.255;
267000;843;18341;0;2571;2022-02-25T17:24:37.215;
268000;849;18528;0;2817;2022-02-25T17:28:40.049;
269000;839;18673;0;2786;2022-02-25T17:32:45.728;
270000;844;18653;0;2354;2022-02-25T17:36:51.297;
271000;849;18419;0;2666;2022-02-25T17:40:52.788;
272000;851;18541;0;2765;2022-02-25T17:44:57.717;
273000;836;18767;0;2684;2022-02-25T17:49:06.818;
274000;846;18157;0;2405;2022-02-25T17:53:06.904;
275000;852;18621;0;2323;2022-02-25T17:57:12.114;
276000;825;17989;0;2897;2022-02-25T18:01:12.013;
277000;834;18614;0;2582;2022-02-25T18:05:16.552;
278000;846;18244;0;2423;2022-02-25T18:09:19.217;
279000;838;18425;0;2512;2022-02-25T18:13:23.693;
280000;830;18725;0;2871;2022-02-25T18:17:30.639;
281000;849;18382;0;2460;2022-02-25T18:21:32.741;
282000;839;18431;0;2387;2022-02-25T18:25:39.406;
283000;857;18660;0;2493;2022-02-25T18:29:48.102;
284000;850;18280;0;2156;2022-02-25T18:33:49.455;
285000;829;18098;0;2487;2022-02-25T18:37:50.354;
286000;854;18496;0;2664;2022-02-25T18:41:54.895;
287000;866;18607;0;2215;2022-02-25T18:45:59.373;
288000;837;18461;0;2871;2022-02-25T18:50:03.288;
289000;849;18685;0;2358;2022-02-25T18:54:12.703;
290000;837;18520;0;2595;2022-02-25T18:58:20.379;
291000;853;18403;0;2248;2022-02-25T19:19:53.094;
292000;869;18403;0;2129;2022-02-25T19:22:06.485;
293000;860;18640;0;2198;2022-02-25T19:24:18.623;
294000;856;18806;0;2424;2022-02-25T19:26:31.059;
295000;866;19067;0;2078;2022-02-25T19:28:47.917;
296000;866;18855;0;2095;2022-02-25T19:31:04.437;
297000;875;18802;0;2319;2022-02-25T19:33:18.320;
298000;871;19088;0;1934;2022-02-25T19:35:32.855;
299000;856;18468;0;2831;2022-02-25T19:37:42.250;
300000;846;18315;0;2957;2022-02-25T19:39:53.489;
301000;844;18495;0;2572;2022-02-25T19:42:03.166;
302000;851;19023;0;2318;2022-02-25T19:44:15.389;
303000;875;18977;0;2091;2022-02-25T19:46:30.049;
304000;875;18708;0;2258;2022-02-25T19:48:43.772;
305000;853;18697;0;2278;2022-02-25T19:50:54.011;
306000;873;19017;0;1870;2022-02-25T19:53:07.578;
307000;874;19316;0;1987;2022-02-25T19:55:22.629;
308000;885;18881;0;1827;2022-02-25T19:57:37.024;
309000;875;19073;0;2261;2022-02-25T19:59:52.809;
310000;867;18603;0;2120;2022-02-25T20:02:03.798;
311000;864;18595;0;2583;2022-02-25T20:04:13.506;
312000;851;18492;0;2205;2022-02-25T20:06:25.651;
313000;856;18364;0;2814;2022-02-25T20:08:34.859;
314000;868;18800;0;1608;2022-02-25T20:10:47.142;
315000;881;18832;0;2102;2022-02-25T20:13:01.134;
316000;849;18705;0;2803;2022-02-25T20:15:15.498;
317000;882;18493;0;2386;2022-02-25T20:17:23.613;
318000;858;18254;0;2077;2022-02-25T20:19:33.227;
319000;894;18582;0;1485;2022-02-25T20:21:45.403;
320000;859;18541;0;2460;2022-02-25T20:23:54.377;
321000;857;18484;0;2709;2022-02-25T20:26:05.866;
322000;873;18408;0;2184;2022-02-25T20:28:15.605;
323000;875;18583;0;1993;2022-02-25T20:30:25.360;
324000;865;18605;0;1825;2022-02-25T20:32:37.756;
325000;859;18363;0;2398;2022-02-25T20:34:46.589;
326000;878;18463;0;2228;2022-02-25T20:36:56.781;
327000;865;18454;0;2271;2022-02-25T20:39:08.911;
328000;873;18613;0;2190;2022-02-25T20:41:19.088;
329000;865;18457;0;2261;2022-02-25T20:43:27.672;
330000;877;18629;0;2136;2022-02-25T20:45:41.255;
331000;872;18357;0;1882;2022-02-25T20:47:49.229;
332000;860;18715;0;2212;2022-02-25T20:50:00.681;
333000;873;18791;0;2034;2022-02-25T20:52:14.757;
334000;869;18971;0;1777;2022-02-25T20:54:27.106;
335000;887;19003;0;2222;2022-02-25T20:56:40.126;
336000;870;18624;0;1802;2022-02-25T20:58:51.366;
337000;876;18755;0;2478;2022-02-25T21:01:05.761;
338000;876;18694;0;2248;2022-02-25T21:03:15.954;
339000;847;18351;0;2668;2022-02-25T21:05:24.865;
340000;858;18956;0;1964;2022-02-25T21:07:39.385;
341000;881;18569;0;2124;2022-02-25T21:09:51.805;
342000;886;18707;0;1752;2022-02-25T21:12:01.123;
343000;886;18710;0;1673;2022-02-25T21:14:13.706;
344000;856;18524;0;2288;2022-02-25T21:16:23.852;
345000;864;18365;0;2237;2022-02-25T21:18:31.138;
346000;887;18793;0;1794;2022-02-25T21:20:46.190;
347000;883;18752;0;2187;2022-02-25T21:22:57.742;
348000;873;18891;0;1941;2022-02-25T21:25:09.809;
349000;870;18652;0;1980;2022-02-25T21:27:20.143;
350000;877;18658;0;2063;2022-02-25T21:29:31.585;
351000;873;18914;0;1815;2022-02-25T21:31:43.575;
352000;868;18594;0;2368;2022-02-25T21:33:53.345;
353000;873;18610;0;2814;2022-02-25T21:36:04.632;
354000;861;18533;0;2749;2022-02-25T21:38:12.643;
355000;885;18786;0;2280;2022-02-25T21:40:25.819;
356000;848;18470;0;2365;2022-02-25T21:42:35.684;
357000;856;18499;0;2190;2022-02-25T21:44:43.315;
358000;860;18513;0;2033;2022-02-25T21:46:56.429;
359000;868;18450;0;2299;2022-02-25T21:49:03.966;
360000;901;19089;0;1663;2022-02-25T21:51:17.236;
361000;869;18695;0;2694;2022-02-25T21:53:31.288;
362000;855;18709;0;2790;2022-02-25T21:55:40.184;
363000;854;18481;0;2760;2022-02-25T21:57:50.267;
364000;869;18459;0;2329;2022-02-25T21:59:59.851;
365000;889;18865;0;1998;2022-02-25T22:02:11.692;
366000;881;18373;0;2020;2022-02-25T22:04:22.339;
367000;854;18860;0;2398;2022-02-25T22:06:34.375;
368000;869;18868;0;1981;2022-02-25T22:08:46.005;
369000;872;18905;0;2016;2022-02-25T22:10:59.073;
370000;876;18888;0;2048;2022-02-25T22:13:13.312;
371000;866;18727;0;1985;2022-02-25T22:15:25.942;
372000;872;18476;0;2020;2022-02-25T22:17:35.713;
373000;872;18383;0;1976;2022-02-25T22:19:44.797;
374000;885;18745;0;1824;2022-02-25T22:21:58.302;
375000;873;18812;0;2272;2022-02-25T22:24:10.229;
376000;868;18875;0;1748;2022-02-25T22:26:21;
377000;866;18730;0;2079;2022-02-25T22:28:32.834;
378000;857;18738;0;2661;2022-02-25T22:30:46.948;
379000;882;18695;0;1558;2022-02-25T22:32:57.610;
380000;854;18689;0;2136;2022-02-25T22:35:07.584;
381000;855;18495;0;2184;2022-02-25T22:37:19.089;
382000;881;18751;0;2169;2022-02-25T22:39:30.926;
383000;853;18769;0;2068;2022-02-25T22:41:40.650;
384000;860;18556;0;2347;2022-02-25T22:43:52.827;
385000;864;18512;0;2002;2022-02-25T22:46:01.036;
386000;871;19297;0;2097;2022-02-25T22:48:15.557;
387000;881;18528;0;1865;2022-02-25T22:50:27.421;
388000;879;18705;0;2159;2022-02-25T22:52:37.237;
389000;856;18603;0;2162;2022-02-25T22:54:47.120;
390000;888;18769;0;1732;2022-02-25T22:57:00.479;
391000;882;18487;0;1781;2022-02-25T22:59:08.891;
392000;869;18518;0;2237;2022-02-25T23:01:18.756;
393000;879;18824;0;1742;2022-02-25T23:03:32.230;
394000;867;18687;0;2072;2022-02-25T23:05:41.614;
395000;869;18511;0;2443;2022-02-25T23:07:53.338;
396000;871;18526;0;2374;2022-02-25T23:10:01.359;
397000;891;18773;0;1707;2022-02-25T23:12:13.449;
398000;872;18167;0;2211;2022-02-25T23:14:22.641;
399000;885;18694;0;1982;2022-02-25T23:16:31.926;
400000;867;18635;0;2202;2022-02-25T23:18:43.946;
401000;872;18672;0;2144;2022-02-25T23:20:56.075;
402000;872;18959;0;2098;2022-02-25T23:23:07.002;
403000;837;18520;0;2884;2022-02-25T23:25:16.632;
404000;861;18708;0;2337;2022-02-25T23:27:30.231;
405000;868;18807;0;1921;2022-02-25T23:29:40.393;
406000;881;18889;0;2007;2022-02-25T23:31:50.805;
407000;879;18545;0;1800;2022-02-25T23:34:03.733;
408000;879;19120;0;1833;2022-02-25T23:36:16.285;
409000;874;18885;0;2313;2022-02-25T23:38:27.370;
410000;865;18711;0;2126;2022-02-25T23:40:40.314;
411000;866;18753;0;2212;2022-02-25T23:42:50.665;
412000;875;18810;0;2011;2022-02-25T23:45:01.891;
413000;852;18815;0;2261;2022-02-25T23:47:14.117;
414000;884;18723;0;1820;2022-02-25T23:49:25.749;
415000;891;18867;0;1729;2022-02-25T23:51:37.023;
416000;870;18908;0;1970;2022-02-25T23:53:48.297;
417000;879;18772;0;1896;2022-02-25T23:56:01.758;
418000;864;18540;0;2075;2022-02-25T23:58:09.673;
419000;876;18571;0;2017;2022-02-26T00:00:20.244;
420000;865;18569;0;2036;2022-02-26T00:02:30.457;
421000;874;18782;0;2091;2022-02-26T00:04:40.685;
422000;866;18328;0;2415;2022-02-26T00:06:50.460;
423000;859;18724;0;2317;2022-02-26T00:09:00.251;
424000;867;18735;0;2352;2022-02-26T00:11:10.558;
425000;878;18738;0;1919;2022-02-26T00:13:24.161;
426000;860;18588;0;2050;2022-02-26T00:15:33.093;
427000;878;19030;0;2284;2022-02-26T00:17:43.885;
428000;884;18502;0;1860;2022-02-26T00:19:56.785;
429000;869;18654;0;1917;2022-02-26T00:22:06.890;
430000;875;18913;0;2053;2022-02-26T00:24:18.244;
431000;882;18998;0;1815;2022-02-26T00:26:32.333;
432000;868;18575;0;2361;2022-02-26T00:28:44.641;
433000;862;18734;0;2348;2022-02-26T00:30:54.043;
434000;883;18861;0;1938;2022-02-26T00:33:06.179;
435000;878;18471;0;1831;2022-02-26T00:35:18.628;
436000;886;18438;0;1976;2022-02-26T00:37:25.609;
437000;866;18597;0;2407;2022-02-26T00:39:37.277;
438000;890;18759;0;1969;2022-02-26T00:41:46.743;
439000;873;18979;0;2085;2022-02-26T00:43:58.474;
440000;894;19076;0;1860;2022-02-26T00:46:12.195;
441000;871;18458;0;2375;2022-02-26T00:48:23.603;
442000;872;18481;0;2128;2022-02-26T00:50:31.398;
443000;877;18901;0;1997;2022-02-26T00:52:44.473;
444000;873;18471;0;1885;2022-02-26T00:54:54.486;
445000;877;18713;0;2245;2022-02-26T00:57:04.093;
446000;877;18615;0;2235;2022-02-26T00:59:16.278;
447000;862;18754;0;2417;2022-02-26T01:01:27.822;
448000;877;18592;0;2077;2022-02-26T01:03:36.430;
449000;884;18861;0;1863;2022-02-26T01:05:49.177;
450000;879;18603;0;2091;2022-02-26T01:08:01.144;
451000;873;19235;0;1873;2022-02-26T01:10:15.767;
452000;870;18905;0;2300;2022-02-26T01:12:26.843;
453000;872;18641;0;1877;2022-02-26T01:14:38.888;
454000;882;18786;0;1770;2022-02-26T01:16:51.980;
455000;851;18252;0;2239;2022-02-26T01:18:59.464;
456000;880;18513;0;2200;2022-02-26T01:21:10.619;
457000;873;18731;0;1769;2022-02-26T01:23:24.399;
458000;872;18623;0;1897;2022-02-26T01:25:34.210;
459000;880;18503;0;2010;2022-02-26T01:27:44.147;
460000;873;18512;0;2112;2022-02-26T01:29:54.334;
461000;873;18988;0;2018;2022-02-26T01:32:05.864;
462000;875;18682;0;1731;2022-02-26T01:34:17.333;
463000;860;18393;0;2494;2022-02-26T01:36:28.723;
464000;875;18696;0;2006;2022-02-26T01:38:39.394;
465000;878;18680;0;2133;2022-02-26T01:40:49.175;
466000;880;18717;0;2076;2022-02-26T01:43:03.472;
467000;862;18682;0;2159;2022-02-26T01:45:14.862;
468000;876;18974;0;1945;2022-02-26T01:47:28.549;
469000;880;18863;0;1553;2022-02-26T01:49:40.456;
470000;865;18566;0;2012;2022-02-26T01:51:51.721;
471000;868;18728;0;2179;2022-02-26T01:54:02.878;
472000;879;18490;0;2116;2022-02-26T01:56:11.894;
473000;870;18622;0;2156;2022-02-26T01:58:23.207;
474000;873;18722;0;2268;2022-02-26T02:00:36.457;
475000;884;19044;0;1685;2022-02-26T02:02:51.601;
476000;881;18706;0;2114;2022-02-26T02:05:01.398;
477000;871;18709;0;2401;2022-02-26T02:07:14.743;
478000;846;18493;0;2700;2022-02-26T02:09:24.556;
479000;876;18868;0;2324;2022-02-26T02:11:36.463;
