totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
480000;868;18708;0;2103;2022-02-26T02:13:48.527;
481000;858;19095;0;2086;2022-02-26T02:16:02.574;
482000;881;19078;0;2031;2022-02-26T02:18:14.700;
483000;871;18757;0;2256;2022-02-26T02:20:25.420;
484000;881;18692;0;1997;2022-02-26T02:22:37.593;
485000;877;18596;0;1858;2022-02-26T02:24:46.361;
486000;858;18548;0;2454;2022-02-26T02:26:55.409;
487000;874;18812;0;2187;2022-02-26T02:29:08.879;
488000;858;18726;0;2424;2022-02-26T02:31:20.490;
489000;875;18762;0;2085;2022-02-26T02:33:32.335;
490000;868;18758;0;2083;2022-02-26T02:35:43.821;
491000;861;19074;0;2241;2022-02-26T02:37:59.307;
492000;890;19043;0;2138;2022-02-26T02:40:12.355;
493000;866;18386;0;2129;2022-02-26T02:42:21.295;
494000;884;18931;0;1536;2022-02-26T02:44:33.344;
495000;871;18988;0;1660;2022-02-26T02:46:47.861;
496000;875;18959;0;1861;2022-02-26T02:49:00.800;
497000;855;18418;0;2067;2022-02-26T02:51:08.756;
498000;884;19134;0;1849;2022-02-26T02:53:22.992;
499000;889;18772;0;1903;2022-02-26T02:55:36.307;
500000;881;18911;0;2040;2022-02-26T02:57:46.981;
501000;877;18622;0;2103;2022-02-26T02:59:56.749;
502000;884;19063;0;2168;2022-02-26T03:02:11.876;
503000;886;19090;0;1482;2022-02-26T03:04:26.300;
504000;894;18878;0;1391;2022-02-26T03:06:37.662;
505000;871;18579;0;1711;2022-02-26T03:08:46.258;
506000;872;18931;0;2098;2022-02-26T03:11:01.839;
507000;880;18501;0;2113;2022-02-26T03:13:10.320;
508000;861;18829;0;1896;2022-02-26T03:15:22.577;
509000;874;18792;0;2301;2022-02-26T03:17:36.312;
510000;860;18701;0;2505;2022-02-26T03:19:48.523;
511000;898;18805;0;1776;2022-02-26T03:21:59.604;
512000;875;18566;0;1843;2022-02-26T03:24:11.373;
513000;878;18499;0;1733;2022-02-26T03:26:20.891;
514000;876;18449;0;1767;2022-02-26T03:28:28.566;
515000;847;18808;0;1990;2022-02-26T03:30:43.428;
516000;892;19006;0;1411;2022-02-26T03:33:02.962;
517000;865;18741;0;2206;2022-02-26T03:35:14.699;
518000;875;18957;0;1769;2022-02-26T03:37:27.124;
519000;868;18695;0;2380;2022-02-26T03:39:38.471;
520000;879;18800;0;1802;2022-02-26T03:41:52.333;
521000;886;18641;0;1445;2022-02-26T03:44:02.509;
522000;876;18887;0;1968;2022-02-26T03:46:14.590;
523000;890;18764;0;1777;2022-02-26T03:48:27.015;
524000;871;18878;0;1763;2022-02-26T03:50:41.612;
525000;883;18932;0;1565;2022-02-26T03:52:53.990;
526000;878;18615;0;2171;2022-02-26T03:55:04.603;
527000;877;18497;0;2045;2022-02-26T03:57:15.060;
528000;876;18643;0;1932;2022-02-26T03:59:26.501;
529000;898;19240;0;1543;2022-02-26T04:01:41.473;
530000;887;18192;0;1883;2022-02-26T04:03:47.930;
531000;875;18945;0;1704;2022-02-26T04:06:03.074;
532000;887;18729;0;1768;2022-02-26T04:08:15.108;
533000;887;19332;0;1969;2022-02-26T04:10:30.768;
534000;884;18828;0;1825;2022-02-26T04:12:42.662;
535000;860;18797;0;2614;2022-02-26T04:14:53.853;
536000;865;18340;0;2140;2022-02-26T04:17:05.138;
537000;875;18617;0;2139;2022-02-26T04:19:14.158;
538000;866;18469;0;2027;2022-02-26T04:21:23.459;
539000;870;18574;0;1913;2022-02-26T04:23:35.994;
540000;863;18637;0;2366;2022-02-26T04:25:46.373;
541000;866;18674;0;2068;2022-02-26T04:27:55.752;
542000;857;18546;0;2553;2022-02-26T04:30:08.771;
543000;885;18474;0;1948;2022-02-26T04:32:17.744;
544000;880;18450;0;1779;2022-02-26T04:34:26.405;
545000;875;18794;0;1977;2022-02-26T04:36:40.908;
546000;889;18780;0;1772;2022-02-26T04:38:52.459;
547000;875;18534;0;1959;2022-02-26T04:41:03.026;
548000;859;18746;0;2140;2022-02-26T04:43:14.342;
549000;894;18592;0;2044;2022-02-26T04:45:28.049;
550000;875;18641;0;2145;2022-02-26T04:47:36.913;
551000;874;18870;0;1914;2022-02-26T04:49:48.573;
552000;864;18525;0;2260;2022-02-26T04:52:00.921;
553000;874;18810;0;2304;2022-02-26T04:54:13.035;
554000;902;18658;0;1195;2022-02-26T04:56:23.771;
555000;878;18544;0;1986;2022-02-26T04:58:34.439;
556000;876;18911;0;2333;2022-02-26T05:00:47.840;
557000;869;18726;0;2330;2022-02-26T05:02:58.618;
558000;880;18764;0;1773;2022-02-26T05:05:09.458;
559000;871;18618;0;2360;2022-02-26T05:07:22.408;
560000;880;18446;0;1975;2022-02-26T05:09:31.967;
561000;879;18587;0;1970;2022-02-26T05:11:42.776;
562000;889;19273;0;1897;2022-02-26T05:13:57.382;
563000;902;18929;0;1547;2022-02-26T05:16:11.223;
564000;875;18792;0;2083;2022-02-26T05:18:25.282;
565000;883;18673;0;1573;2022-02-26T05:20:33.998;
566000;867;18468;0;2492;2022-02-26T05:22:43.262;
567000;883;19028;0;1867;2022-02-26T05:24:58.696;
568000;881;18785;0;2034;2022-02-26T05:27:10.272;
569000;896;18886;0;1568;2022-02-26T05:29:22.614;
570000;875;18839;0;2071;2022-02-26T05:31:35.065;
571000;895;18881;0;1884;2022-02-26T05:33:48.969;
572000;858;18664;0;2217;2022-02-26T05:36:02.092;
573000;874;18749;0;1836;2022-02-26T05:38:13.949;
574000;896;18661;0;1875;2022-02-26T05:40:23.260;
575000;871;18442;0;2103;2022-02-26T05:42:35.650;
576000;871;18744;0;2090;2022-02-26T05:44:45.945;
577000;891;19049;0;1846;2022-02-26T05:46:58.991;
578000;883;18910;0;1904;2022-02-26T05:49:12.505;
579000;874;18563;0;2288;2022-02-26T05:51:25.254;
580000;882;18497;0;2143;2022-02-26T05:53:36.003;
581000;896;18903;0;1582;2022-02-26T05:55:48.643;
582000;876;18623;0;1910;2022-02-26T05:57:58.689;
583000;867;18682;0;2431;2022-02-26T06:00:12.985;
584000;888;18777;0;1806;2022-02-26T06:02:24.125;
585000;876;18717;0;2100;2022-02-26T06:04:34.422;
586000;874;18799;0;1873;2022-02-26T06:06:46.625;
587000;885;18632;0;2016;2022-02-26T06:08:58.890;
588000;888;19047;0;1898;2022-02-26T06:11:12.155;
589000;888;18987;0;1775;2022-02-26T06:13:26.467;
590000;884;18794;0;1579;2022-02-26T06:15:37.311;
591000;879;18786;0;1767;2022-02-26T06:17:51.608;
592000;888;18805;0;1983;2022-02-26T06:20:05.483;
593000;885;18743;0;1758;2022-02-26T06:22:17.108;
594000;880;18854;0;2159;2022-02-26T06:24:29.624;
595000;892;18718;0;1610;2022-02-26T06:26:40.531;
596000;866;18527;0;1615;2022-02-26T06:28:53.719;
597000;878;18818;0;2115;2022-02-26T06:31:04.704;
598000;880;18667;0;2158;2022-02-26T06:33:14.658;
599000;892;18864;0;1515;2022-02-26T06:35:28.237;
600000;868;18574;0;2437;2022-02-26T06:37:40.707;
601000;886;18847;0;1984;2022-02-26T06:39:52.567;
602000;874;19015;0;2357;2022-02-26T06:42:07.130;
603000;890;18569;0;1356;2022-02-26T06:44:17.600;
604000;887;18555;0;2012;2022-02-26T06:46:30.586;
605000;871;18848;0;2202;2022-02-26T06:48:42.806;
606000;890;18608;0;1977;2022-02-26T06:50:53.229;
607000;866;18540;0;2133;2022-02-26T06:53:04.668;
608000;868;18643;0;2059;2022-02-26T06:55:16.825;
609000;883;18665;0;2098;2022-02-26T06:57:27.421;
610000;872;18498;0;2358;2022-02-26T06:59:37.251;
611000;877;18809;0;2003;2022-02-26T07:01:51.705;
612000;890;18570;0;1732;2022-02-26T07:04:01.598;
613000;878;18928;0;1851;2022-02-26T07:06:14.303;
614000;880;18960;0;1527;2022-02-26T07:08:27.039;
615000;881;18752;0;2090;2022-02-26T07:10:40.525;
616000;861;19152;0;2389;2022-02-26T07:12:56.511;
617000;896;18325;0;2061;2022-02-26T07:15:05.435;
618000;892;18910;0;1620;2022-02-26T07:17:18.546;
619000;883;18360;0;2049;2022-02-26T07:19:28.611;
620000;894;18830;0;1588;2022-02-26T07:21:42.129;
621000;884;19224;0;2050;2022-02-26T07:23:57.552;
622000;877;18885;0;2016;2022-02-26T07:26:10.133;
623000;873;18372;0;1918;2022-02-26T07:28:18.698;
624000;877;18656;0;2365;2022-02-26T07:30:33.044;
625000;870;19097;0;2388;2022-02-26T07:32:47.999;
626000;877;18812;0;1843;2022-02-26T07:34:59.049;
627000;856;18541;0;2162;2022-02-26T07:37:08.254;
628000;886;18780;0;1862;2022-02-26T07:39:21.476;
629000;883;18826;0;1825;2022-02-26T07:41:34.447;
630000;889;18719;0;1673;2022-02-26T07:43:45.622;
631000;872;18825;0;2218;2022-02-26T07:45:57.359;
632000;881;18483;0;2415;2022-02-26T07:48:09.408;
633000;887;18911;0;1747;2022-02-26T07:50:22.708;
634000;882;19048;0;1970;2022-02-26T07:52:36.039;
635000;889;19058;0;1683;2022-02-26T07:54:50.291;
636000;899;18537;0;2165;2022-02-26T07:56:59.998;
637000;891;18795;0;1961;2022-02-26T07:59:15.188;
638000;878;18607;0;2015;2022-02-26T08:01:26.613;
639000;873;18522;0;2311;2022-02-26T08:03:35.132;
640000;882;19102;0;2158;2022-02-26T08:05:49.244;
641000;856;18797;0;2399;2022-02-26T08:08:03.513;
642000;893;19097;0;1624;2022-02-26T08:10:19.187;
643000;881;19033;0;2015;2022-02-26T08:12:32.831;
644000;887;18487;0;2059;2022-02-26T08:14:41.632;
645000;877;18963;0;1490;2022-02-26T08:16:56.728;
646000;887;19057;0;1811;2022-02-26T08:19:10.294;
647000;884;18908;0;1532;2022-02-26T08:21:25.344;
648000;883;18503;0;1715;2022-02-26T08:23:35.629;
649000;876;18581;0;1604;2022-02-26T08:25:44.961;
650000;892;18933;0;1918;2022-02-26T08:27:58.589;
651000;867;18446;0;2194;2022-02-26T08:30:10.936;
652000;876;18778;0;2132;2022-02-26T08:32:22.393;
653000;863;19293;0;2091;2022-02-26T08:34:37.943;
654000;872;18866;0;2489;2022-02-26T08:36:49.962;
655000;898;18852;0;2049;2022-02-26T08:39:03.309;
656000;857;18621;0;2307;2022-02-26T08:41:16.829;
657000;880;18822;0;1679;2022-02-26T08:43:29.801;
658000;884;18936;0;1961;2022-02-26T08:45:42.601;
659000;855;18768;0;2591;2022-02-26T08:47:53.777;
660000;872;18824;0;1914;2022-02-26T08:50:06.828;
661000;882;19054;0;1697;2022-02-26T08:52:21.409;
662000;877;18908;0;1461;2022-02-26T08:54:34.023;
663000;886;18891;0;1803;2022-02-26T08:56:45.308;
664000;884;18533;0;1780;2022-02-26T08:58:55.921;
665000;902;19079;0;1218;2022-02-26T09:01:11.956;
666000;876;18808;0;1858;2022-02-26T09:03:25.647;
667000;876;18562;0;2140;2022-02-26T09:05:35.855;
668000;878;18764;0;2007;2022-02-26T09:07:48.390;
669000;874;18814;0;2082;2022-02-26T09:10:00.629;
670000;883;18889;0;2039;2022-02-26T09:12:15.899;
671000;865;18888;0;1850;2022-02-26T09:14:28.435;
672000;890;19263;0;1613;2022-02-26T09:16:43.564;
673000;878;18467;0;2171;2022-02-26T09:18:52.960;
674000;871;18340;0;1628;2022-02-26T09:21:03.058;
675000;887;19005;0;1550;2022-02-26T09:23:17.422;
676000;880;18532;0;2084;2022-02-26T09:25:27.818;
677000;893;18733;0;1714;2022-02-26T09:27:38.166;
678000;876;18380;0;2095;2022-02-26T09:29:50.858;
679000;889;18673;0;1902;2022-02-26T09:32:02.113;
680000;893;19154;0;2077;2022-02-26T09:34:16.008;
681000;887;19136;0;2036;2022-02-26T09:36:32.653;
682000;884;18368;0;2262;2022-02-26T09:38:42.065;
683000;879;18594;0;2022;2022-02-26T09:40:53.866;
684000;856;18750;0;2173;2022-02-26T09:43:04.293;
685000;878;18858;0;2401;2022-02-26T09:45:16.048;
686000;881;18803;0;1920;2022-02-26T09:47:30.334;
687000;898;18992;0;1227;2022-02-26T09:49:45.838;
688000;887;18957;0;1874;2022-02-26T09:51:58.890;
689000;881;18912;0;1890;2022-02-26T09:54:12.910;
690000;888;18924;0;1855;2022-02-26T09:56:26.681;
691000;887;19330;0;2002;2022-02-26T09:58:42.904;
692000;880;18573;0;2054;2022-02-26T10:00:52.878;
693000;890;18706;0;1635;2022-02-26T10:03:06.680;
694000;873;19217;0;2077;2022-02-26T10:05:21.403;
695000;882;18678;0;2185;2022-02-26T10:07:31.924;
696000;874;18964;0;1530;2022-02-26T10:09:44.350;
697000;888;19013;0;1850;2022-02-26T10:11:58.746;
698000;886;18342;0;2024;2022-02-26T10:14:09.735;
699000;862;18674;0;2313;2022-02-26T10:16:20.740;
700000;886;18790;0;1614;2022-02-26T10:18:31.808;
701000;882;18539;0;1984;2022-02-26T10:20:44.438;
702000;873;19027;0;2371;2022-02-26T10:22:58.177;
703000;873;18840;0;2492;2022-02-26T10:25:09.370;
704000;891;18776;0;2366;2022-02-26T10:27:21.297;
705000;880;18235;0;2475;2022-02-26T10:29:31.568;
706000;888;18868;0;1870;2022-02-26T10:31:43.260;
707000;887;18755;0;2188;2022-02-26T10:33:54.500;
708000;888;18843;0;1562;2022-02-26T10:36:07.520;
709000;907;19054;0;1555;2022-02-26T10:38:22.822;
710000;863;18473;0;2486;2022-02-26T10:40:31.296;
711000;880;18690;0;2127;2022-02-26T10:42:42.005;
712000;879;18757;0;2012;2022-02-26T10:44:55.853;
713000;888;18339;0;2083;2022-02-26T10:47:03.078;
714000;876;18625;0;2014;2022-02-26T10:49:12.770;
715000;892;18709;0;1573;2022-02-26T10:51:26.697;
716000;873;18513;0;2178;2022-02-26T10:53:34.922;
717000;902;18742;0;1719;2022-02-26T10:55:45.067;
718000;895;18795;0;1980;2022-02-26T10:57:59.776;
719000;884;18624;0;1897;2022-02-26T11:00:09.328;
720000;867;18497;0;2337;2022-02-26T11:02:17.380;
721000;886;18854;0;2010;2022-02-26T11:04:32.166;
722000;877;18457;0;2341;2022-02-26T11:06:40.359;
723000;871;18704;0;2159;2022-02-26T11:08:50.693;
724000;886;18817;0;1745;2022-02-26T11:11:05.167;
725000;890;18992;0;1758;2022-02-26T11:13:20;
726000;881;19154;0;1965;2022-02-26T11:15:34.692;
727000;882;18730;0;2121;2022-02-26T11:17:46.135;
728000;882;18842;0;1763;2022-02-26T11:19:59.594;
729000;892;18317;0;1656;2022-02-26T11:22:09.740;
730000;878;18822;0;2029;2022-02-26T11:24:21.698;
731000;893;19004;0;2045;2022-02-26T11:26:35.219;
732000;880;19105;0;1994;2022-02-26T11:28:49.474;
733000;879;18916;0;1934;2022-02-26T11:31:01.526;
734000;895;18607;0;1689;2022-02-26T11:33:15.187;
735000;899;19031;0;1615;2022-02-26T11:35:29.239;
736000;883;18738;0;1739;2022-02-26T11:37:39.323;
737000;875;18756;0;2142;2022-02-26T11:39:51.500;
738000;896;18727;0;1596;2022-02-26T11:42:05.755;
739000;885;18950;0;1709;2022-02-26T11:44:17.589;
740000;889;18995;0;1622;2022-02-26T11:46:30.922;
741000;867;18578;0;2114;2022-02-26T11:48:40.787;
742000;876;18992;0;1821;2022-02-26T11:51:00.349;
743000;864;18707;0;1708;2022-02-26T11:53:10.964;
744000;889;18780;0;1869;2022-02-26T11:55:22.454;
745000;896;18864;0;1455;2022-02-26T11:57:34.694;
746000;872;18813;0;2180;2022-02-26T11:59:49.339;
747000;885;18873;0;1931;2022-02-26T12:02:01.563;
748000;867;18633;0;2302;2022-02-26T12:04:12.116;
749000;890;18418;0;2013;2022-02-26T12:06:21.559;
750000;867;18438;0;1824;2022-02-26T12:08:32.049;
751000;889;18969;0;1692;2022-02-26T12:10:43.992;
752000;877;18630;0;2185;2022-02-26T12:12:53.857;
753000;888;18833;0;1738;2022-02-26T12:15:08.846;
754000;882;18745;0;2166;2022-02-26T12:17:20.086;
755000;884;18974;0;2157;2022-02-26T12:19:33.138;
756000;886;18703;0;1901;2022-02-26T12:21:44.644;
757000;890;18878;0;1840;2022-02-26T12:23:57.665;
758000;881;18596;0;2136;2022-02-26T12:26:09.748;
759000;897;18582;0;1797;2022-02-26T12:28:18.988;
760000;875;18289;0;1862;2022-02-26T12:30:28.760;
761000;879;18402;0;1750;2022-02-26T12:32:38.453;
762000;882;18610;0;1686;2022-02-26T12:34:47.880;
763000;881;18866;0;1900;2022-02-26T12:37:00.886;
764000;874;19068;0;2148;2022-02-26T12:39:16.469;
765000;877;18508;0;2234;2022-02-26T12:41:25.490;
766000;869;18733;0;1726;2022-02-26T12:43:35.590;
767000;880;19006;0;2268;2022-02-26T12:45:50.392;
768000;876;18501;0;2144;2022-02-26T12:48:00.882;
769000;876;18567;0;2412;2022-02-26T12:50:09.215;
770000;873;18319;0;2119;2022-02-26T12:52:20.237;
771000;893;19172;0;1674;2022-02-26T12:54:35.476;
772000;872;18687;0;2127;2022-02-26T12:56:45.716;
773000;896;18847;0;1586;2022-02-26T12:58:58.175;
774000;894;19232;0;1818;2022-02-26T13:01:12.008;
775000;871;18934;0;1885;2022-02-26T13:03:26.810;
776000;886;18379;0;1934;2022-02-26T13:05:36.754;
777000;879;18792;0;2224;2022-02-26T13:07:48.994;
778000;870;18442;0;2246;2022-02-26T13:09:59.077;
779000;881;18853;0;1764;2022-02-26T13:12:14.098;
780000;876;18569;0;1922;2022-02-26T13:14:22.088;
781000;880;18472;0;2145;2022-02-26T13:16:31.375;
782000;869;18612;0;2164;2022-02-26T13:18:41.100;
783000;875;18240;0;2252;2022-02-26T13:20:52.324;
784000;873;18676;0;2152;2022-02-26T13:23:02.283;
785000;888;18597;0;2421;2022-02-26T13:25:12.585;
786000;873;18126;0;2162;2022-02-26T13:27:21.357;
787000;881;18831;0;1935;2022-02-26T13:29:32.144;
788000;892;18751;0;1829;2022-02-26T13:31:44.118;
789000;862;18814;0;2029;2022-02-26T13:33:57.608;
790000;897;18575;0;1517;2022-02-26T13:36:07.645;
791000;903;19336;0;1671;2022-02-26T13:38:23.931;
792000;868;18370;0;2200;2022-02-26T13:40:32.562;
793000;888;19119;0;1637;2022-02-26T13:42:47.567;
794000;884;18523;0;2369;2022-02-26T13:44:56.714;
795000;881;18853;0;2040;2022-02-26T13:47:08.688;
796000;887;19014;0;1882;2022-02-26T13:49:22.818;
797000;879;18795;0;2041;2022-02-26T13:51:37.199;
798000;882;18765;0;2260;2022-02-26T13:53:48.892;
799000;881;18991;0;1792;2022-02-26T13:56:01.272;
800000;886;18727;0;1937;2022-02-26T13:58:12.841;
801000;874;18753;0;2160;2022-02-26T14:00:26.330;
802000;893;18683;0;2030;2022-02-26T14:02:38.018;
803000;906;18907;0;1507;2022-02-26T14:04:49.603;
804000;883;19012;0;1451;2022-02-26T14:07:03.437;
805000;893;18541;0;2022;2022-02-26T14:09:15.241;
806000;883;18829;0;2043;2022-02-26T14:11:28.325;
807000;890;19064;0;1687;2022-02-26T14:13:41.989;
808000;880;18825;0;2051;2022-02-26T14:15:53.106;
809000;869;18791;0;2041;2022-02-26T14:18:04.770;
810000;885;19004;0;1887;2022-02-26T14:20:20.355;
811000;893;18940;0;2020;2022-02-26T14:22:34.207;
812000;886;18812;0;1814;2022-02-26T14:24:44.340;
813000;874;18632;0;2195;2022-02-26T14:26:54.052;
814000;896;18826;0;1543;2022-02-26T14:29:08.858;
815000;884;18680;0;2221;2022-02-26T14:31:20.351;
816000;867;18718;0;2157;2022-02-26T14:33:32.548;
817000;885;18750;0;1899;2022-02-26T14:35:44.026;
818000;878;18552;0;1993;2022-02-26T14:37:56.707;
819000;877;18545;0;2052;2022-02-26T14:40:05.702;
820000;888;18996;0;1816;2022-02-26T14:42:18.946;
821000;882;18319;0;2055;2022-02-26T14:44:28.972;
822000;876;18876;0;2334;2022-02-26T14:46:41.076;
823000;881;18973;0;1734;2022-02-26T14:48:55.258;
824000;873;18530;0;2346;2022-02-26T14:51:04.753;
825000;877;18582;0;2053;2022-02-26T14:53:17.014;
826000;891;19106;0;1754;2022-02-26T14:55:31.541;
827000;876;18993;0;2209;2022-02-26T14:57:44.614;
828000;881;18584;0;1994;2022-02-26T14:59:54.344;
829000;885;19105;0;1967;2022-02-26T15:02:08.043;
830000;886;18900;0;1515;2022-02-26T15:04:22.461;
831000;888;18939;0;1672;2022-02-26T15:06:37.675;
832000;879;18721;0;1989;2022-02-26T15:08:49.500;
833000;879;18606;0;1791;2022-02-26T15:10:58.668;
834000;892;18883;0;1721;2022-02-26T15:13:11.431;
835000;892;18346;0;2192;2022-02-26T15:15:21.678;
836000;881;18700;0;2122;2022-02-26T15:17:33.050;
837000;906;19247;0;1339;2022-02-26T15:19:49.468;
838000;896;19108;0;1856;2022-02-26T15:22:03.496;
839000;884;18465;0;2170;2022-02-26T15:24:14.291;
840000;880;18729;0;1868;2022-02-26T15:26:26.741;
841000;896;18753;0;1652;2022-02-26T15:28:37.458;
842000;893;18760;0;1558;2022-02-26T15:30:48.049;
843000;894;18573;0;1847;2022-02-26T15:33:01.141;
844000;881;18818;0;1915;2022-02-26T15:35:11.467;
845000;896;18642;0;1978;2022-02-26T15:37:22.700;
846000;882;18925;0;2024;2022-02-26T15:39:36.354;
847000;879;18735;0;2113;2022-02-26T15:41:47.540;
848000;886;18789;0;2005;2022-02-26T15:44:00.023;
849000;885;18977;0;1804;2022-02-26T15:46:12.615;
850000;870;18403;0;2180;2022-02-26T15:48:24.380;
851000;880;19044;0;2407;2022-02-26T15:50:37.863;
852000;896;18804;0;2004;2022-02-26T15:52:50.018;
853000;886;18971;0;2186;2022-02-26T15:55:04.345;
854000;862;19025;0;2074;2022-02-26T15:57:18.890;
855000;905;18696;0;1530;2022-02-26T15:59:31.811;
856000;881;18877;0;1695;2022-02-26T16:01:45.420;
857000;875;18803;0;1868;2022-02-26T16:03:56.810;
858000;867;18290;0;2256;2022-02-26T16:06:04.388;
859000;887;18674;0;1865;2022-02-26T16:08:17.779;
860000;879;18490;0;1742;2022-02-26T16:10:26.763;
861000;885;18685;0;1801;2022-02-26T16:12:37.591;
862000;892;18727;0;1663;2022-02-26T16:14:50.732;
863000;876;18736;0;2142;2022-02-26T16:17:02.091;
864000;879;18948;0;2071;2022-02-26T16:19:15.560;
865000;873;18490;0;1606;2022-02-26T16:21:24.357;
866000;885;18697;0;1710;2022-02-26T16:23:38.420;
867000;872;18537;0;2383;2022-02-26T16:25:48.967;
868000;876;18741;0;1900;2022-02-26T16:28:00.827;
869000;890;18996;0;1508;2022-02-26T16:30:12.828;
870000;885;19157;0;2075;2022-02-26T16:32:28.391;
871000;892;18890;0;1724;2022-02-26T16:34:42.891;
872000;882;18856;0;1772;2022-02-26T16:36:55.251;
873000;881;18616;0;2014;2022-02-26T16:39:05.206;
874000;887;19048;0;1856;2022-02-26T16:41:17.863;
875000;877;18936;0;1891;2022-02-26T16:43:33.020;
876000;866;18134;0;2787;2022-02-26T16:45:39.599;
877000;891;18800;0;2060;2022-02-26T16:47:51.085;
878000;885;18914;0;1773;2022-02-26T16:50:04.805;
879000;889;18396;0;2335;2022-02-26T16:52:13.119;
880000;856;18834;0;1840;2022-02-26T16:54:25.683;
881000;887;18725;0;1874;2022-02-26T16:56:37.669;
882000;896;18796;0;1929;2022-02-26T16:58:51.670;
883000;893;19288;0;1795;2022-02-26T17:01:06.781;
884000;885;18625;0;1893;2022-02-26T17:03:16.080;
885000;887;18700;0;1887;2022-02-26T17:05:27.347;
886000;884;18723;0;1768;2022-02-26T17:07:40.536;
887000;878;18563;0;2306;2022-02-26T17:09:51.257;
888000;883;18786;0;1628;2022-02-26T17:12:02.806;
889000;867;18447;0;2286;2022-02-26T17:14:14.167;
890000;890;18889;0;1551;2022-02-26T17:16:26.482;
891000;882;18532;0;1979;2022-02-26T17:18:34.656;
892000;864;18826;0;2464;2022-02-26T17:20:48.190;
893000;879;18527;0;1974;2022-02-26T17:23:00.614;
894000;883;18420;0;1880;2022-02-26T17:25:08.991;
895000;884;18546;0;2291;2022-02-26T17:27:19.228;
896000;886;18618;0;1921;2022-02-26T17:29:31.262;
897000;868;18676;0;2130;2022-02-26T17:31:41.546;
898000;879;18993;0;1819;2022-02-26T17:33:53.501;
899000;876;18999;0;1879;2022-02-26T17:36:07.941;
900000;877;18940;0;1760;2022-02-26T17:38:23.178;
901000;889;18924;0;1577;2022-02-26T17:40:36.430;
902000;885;18878;0;2106;2022-02-26T17:42:47.371;
903000;878;18581;0;1912;2022-02-26T17:44:56.920;
904000;895;18780;0;1398;2022-02-26T17:47:10.314;
905000;863;19065;0;2294;2022-02-26T17:49:24.269;
906000;875;19061;0;1872;2022-02-26T17:51:37.319;
907000;879;18859;0;1741;2022-02-26T17:53:48.072;
908000;876;18450;0;2105;2022-02-26T17:55:59.638;
909000;875;19018;0;2266;2022-02-26T17:58:13.437;
910000;886;18835;0;2103;2022-02-26T18:00:25.753;
911000;897;18544;0;1884;2022-02-26T18:02:35.069;
912000;879;18617;0;1873;2022-02-26T18:04:46.963;
913000;889;18886;0;1378;2022-02-26T18:06:58.481;
914000;881;18851;0;1574;2022-02-26T18:09:09.625;
915000;880;18908;0;1968;2022-02-26T18:11:23.160;
916000;885;18867;0;2120;2022-02-26T18:13:37.288;
917000;884;18586;0;1928;2022-02-26T18:15:46.229;
918000;900;18786;0;1596;2022-02-26T18:17:56.201;
919000;895;18851;0;1928;2022-02-26T18:20:10.267;
920000;897;18817;0;1904;2022-02-26T18:22:23.348;
921000;883;18629;0;2231;2022-02-26T18:24:33.883;
922000;873;18537;0;2352;2022-02-26T18:26:43.200;
923000;887;18797;0;1793;2022-02-26T18:28:57.500;
924000;879;18422;0;2040;2022-02-26T18:31:06.519;
925000;884;19113;0;1847;2022-02-26T18:33:19.429;
926000;871;18625;0;2279;2022-02-26T18:35:30.823;
927000;893;18742;0;1912;2022-02-26T18:37:45.577;
928000;878;18751;0;2380;2022-02-26T18:39:57.018;
929000;890;19007;0;2090;2022-02-26T18:42:10.334;
930000;884;18856;0;1966;2022-02-26T18:44:23.432;
931000;899;18731;0;1556;2022-02-26T18:46:35.654;
932000;893;18620;0;1815;2022-02-26T18:48:49.330;
933000;883;18796;0;1974;2022-02-26T18:51:00.021;
934000;887;18923;0;1343;2022-02-26T18:53:12.244;
935000;880;18574;0;1824;2022-02-26T18:55:24.045;
936000;881;19015;0;1991;2022-02-26T18:57:39.736;
937000;894;18925;0;1554;2022-02-26T18:59:53.552;
938000;892;18700;0;1662;2022-02-26T19:02:02.885;
939000;875;18489;0;2706;2022-02-26T19:04:12.951;
940000;888;18729;0;1801;2022-02-26T19:06:24.815;
941000;887;18968;0;1966;2022-02-26T19:08:38.381;
942000;883;18460;0;1936;2022-02-26T19:10:46.401;
943000;873;18666;0;2016;2022-02-26T19:13:00.499;
944000;876;18882;0;2118;2022-02-26T19:15:12.925;
945000;882;19015;0;1957;2022-02-26T19:17:24.507;
946000;901;18869;0;1590;2022-02-26T19:19:36.996;
947000;898;18897;0;1584;2022-02-26T19:21:53.762;
948000;867;18582;0;2354;2022-02-26T19:24:04.875;
949000;893;19021;0;1565;2022-02-26T19:26:20.028;
950000;901;19167;0;1645;2022-02-26T19:28:34.837;
951000;871;18813;0;1926;2022-02-26T19:30:47.397;
952000;901;18740;0;1746;2022-02-26T19:33:02.051;
953000;868;18498;0;2109;2022-02-26T19:35:11.346;
954000;889;19110;0;1728;2022-02-26T19:37:25.109;
955000;902;18881;0;1656;2022-02-26T19:39:39.950;
956000;894;19076;0;1714;2022-02-26T19:41:56.260;
957000;895;18800;0;1603;2022-02-26T19:44:08.727;
958000;893;18934;0;1550;2022-02-26T19:46:23.943;
959000;894;19172;0;1809;2022-02-26T19:48:38.019;
960000;892;19113;0;2131;2022-02-26T19:50:53.267;
