totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
453000;331;12739;12070;10163;2022-04-22T06:53:21.299;
454000;328;12604;11931;10156;2022-04-22T06:55:39.219;
455000;357;12640;11997;9871;2022-04-22T06:57:55.874;
456000;357;12850;12207;9884;2022-04-22T07:00:14.830;
457000;334;12914;12249;9815;2022-04-22T07:02:35.355;
458000;323;12454;11777;10268;2022-04-22T07:04:51.307;
459000;330;13049;12378;10249;2022-04-22T07:07:14.286;
460000;319;12630;11949;10113;2022-04-22T07:09:33.189;
461000;321;12543;11864;9918;2022-04-22T07:11:49.132;
462000;369;12878;12247;9731;2022-04-22T07:14:10.386;
463000;304;12553;11857;11146;2022-04-22T07:16:25.032;
464000;364;12588;11953;9781;2022-04-22T07:18:41.531;
465000;356;12719;12074;9961;2022-04-22T07:21:01.091;
466000;325;13089;12414;9828;2022-04-22T07:23:23.399;
467000;327;12853;12180;10235;2022-04-22T07:25:43.567;
468000;335;12650;11986;10106;2022-04-22T07:28:01.249;
469000;347;12833;12179;10343;2022-04-22T07:30:20.638;
470000;314;12540;11854;9886;2022-04-22T07:32:37.809;
471000;329;12476;11805;9987;2022-04-22T07:34:54.575;
472000;326;12670;11996;10433;2022-04-22T07:37:13.226;
473000;331;12870;12201;11028;2022-04-22T07:39:35.261;
474000;323;12842;12166;10520;2022-04-22T07:41:54.565;
475000;360;13117;12476;9358;2022-04-22T07:44:16.536;
476000;312;12861;12173;9765;2022-04-22T07:46:36.855;
477000;329;12748;12077;10284;2022-04-22T07:48:55.613;
478000;309;12406;11715;10793;2022-04-22T07:51:11.765;
479000;371;13175;12546;9243;2022-04-22T07:53:33.725;
480000;339;12676;12015;9257;2022-04-22T07:55:52.593;
481000;370;12914;12284;9293;2022-04-22T07:58:13.098;
482000;334;12378;11712;10222;2022-04-22T08:00:27.162;
483000;354;12971;12325;9578;2022-04-22T08:02:49.726;
484000;358;12756;12114;9683;2022-04-22T08:05:07.474;
485000;338;12533;11871;9700;2022-04-22T08:07:23.847;
486000;343;12814;12157;10119;2022-04-22T08:09:41.373;
487000;337;12500;11837;9977;2022-04-22T08:11:56.530;
488000;342;12698;12041;9778;2022-04-22T08:14:14.856;
489000;343;12820;12162;10233;2022-04-22T08:16:34.457;
490000;319;12328;11647;10359;2022-04-22T08:18:48.819;
491000;327;13228;12555;8978;2022-04-22T08:21:14.367;
492000;336;12546;11883;9742;2022-04-22T08:23:30.753;
493000;349;13047;12395;9286;2022-04-22T08:25:51.209;
494000;350;13200;12550;9682;2022-04-22T08:28:15.329;
495000;308;12526;11835;10389;2022-04-22T08:30:30.941;
496000;342;12898;12239;9782;2022-04-22T08:32:52.486;
497000;345;12692;12037;9805;2022-04-22T08:35:10.085;
498000;329;12850;12179;10087;2022-04-22T08:37:30.651;
499000;328;13057;12386;9561;2022-04-22T08:39:54.473;
500000;370;13010;12379;9680;2022-04-22T08:42:16.406;
501000;335;12770;12105;10197;2022-04-22T08:44:36.175;
502000;370;13030;12400;9096;2022-04-22T08:46:58.356;
503000;314;12578;11892;10417;2022-04-22T08:49:15.978;
504000;325;12591;11917;9371;2022-04-22T08:51:32.392;
505000;326;12805;12131;9594;2022-04-22T08:53:50.822;
506000;334;12696;12029;10253;2022-04-22T08:56:08.584;
507000;326;12563;11889;10173;2022-04-22T08:58:23.509;
508000;322;12507;11829;10842;2022-04-22T09:00:41.283;
509000;345;12834;12179;9979;2022-04-22T09:03:00.611;
510000;358;12937;12295;9368;2022-04-22T09:05:21.575;
511000;313;12797;12111;9728;2022-04-22T09:07:40.967;
512000;351;12857;12207;10037;2022-04-22T09:10:00.655;
513000;345;12731;12076;10117;2022-04-22T09:12:16.131;
514000;320;12598;11918;10192;2022-04-22T09:14:34.670;
515000;312;12596;11909;10254;2022-04-22T09:16:52.906;
516000;308;12839;12146;10473;2022-04-22T09:19:14.804;
517000;345;12733;12078;9646;2022-04-22T09:21:34.141;
518000;327;12964;12291;9275;2022-04-22T09:23:56.399;
519000;343;12837;12180;9685;2022-04-22T09:26:15.747;
520000;350;13005;12356;9910;2022-04-22T09:28:35.995;
521000;399;13330;12728;9318;2022-04-22T09:31:00.450;
522000;320;12385;11705;9937;2022-04-22T09:33:14.385;
523000;318;12781;12100;9642;2022-04-22T09:35:34.385;
524000;345;12946;12291;9343;2022-04-22T09:37:53.803;
525000;311;12701;12012;10241;2022-04-22T09:40:13.049;
526000;324;12253;11577;10296;2022-04-22T09:42:26.095;
527000;343;12737;12080;9989;2022-04-22T09:44:46.305;
528000;337;12531;11867;9689;2022-04-22T09:47:03.247;
529000;322;12678;12000;10515;2022-04-22T09:49:21.110;
530000;343;13068;12411;9924;2022-04-22T09:51:43.497;
531000;325;12608;11934;9454;2022-04-22T09:53:59.328;
532000;343;12619;11961;10064;2022-04-22T09:56:17.322;
533000;300;12454;11754;11194;2022-04-22T09:58:33.768;
534000;331;12730;12062;10329;2022-04-22T10:00:52.797;
535000;332;12980;12312;9579;2022-04-22T10:03:15.396;
536000;343;12580;11922;9816;2022-04-22T10:05:30.760;
537000;357;13184;12541;9383;2022-04-22T10:07:56.108;
538000;347;12653;12000;9975;2022-04-22T10:10:14.662;
539000;335;12889;12224;9589;2022-04-22T10:12:35.782;
540000;318;12924;12242;10566;2022-04-22T10:14:56.149;
541000;349;13257;12606;9770;2022-04-22T10:17:19.208;
542000;368;13124;12492;9336;2022-04-22T10:19:40.159;
543000;341;12401;11743;9905;2022-04-22T10:21:53.113;
544000;327;12875;12201;9571;2022-04-22T10:24:13.937;
545000;362;13101;12463;9546;2022-04-22T10:26:36.241;
546000;358;12868;12227;9841;2022-04-22T10:28:54.280;
547000;313;12740;12052;10879;2022-04-22T10:31:12.610;
548000;346;12947;12293;9844;2022-04-22T10:33:33.512;
549000;325;12332;11658;10967;2022-04-22T10:35:46.291;
550000;339;12822;12160;10079;2022-04-22T10:38:06.804;
551000;316;12576;11893;9838;2022-04-22T10:40:23.755;
552000;337;12832;12168;9155;2022-04-22T10:42:43.782;
553000;350;12920;12271;9777;2022-04-22T10:45:03.444;
554000;337;12971;12307;10133;2022-04-22T10:47:23.723;
555000;323;12751;12075;10136;2022-04-22T10:49:42.660;
556000;316;12405;11720;10910;2022-04-22T10:51:56.139;
557000;322;12729;12051;9705;2022-04-22T10:54:13.407;
558000;329;12762;12091;9874;2022-04-22T10:56:32.432;
559000;328;12650;11978;9998;2022-04-22T10:58:48.768;
560000;345;12751;12096;9613;2022-04-22T11:01:07.023;
561000;341;12919;12260;9744;2022-04-22T11:03:28.675;
562000;343;12721;12065;9968;2022-04-22T11:05:45.873;
563000;346;12744;12090;10206;2022-04-22T11:08:04.813;
564000;338;12334;11672;10262;2022-04-22T11:10:17.442;
565000;349;12917;12266;10202;2022-04-22T11:12:36.104;
566000;337;12801;12137;9857;2022-04-22T11:14:55.958;
567000;351;12966;12317;9819;2022-04-22T11:17:15.951;
568000;357;13393;12751;9130;2022-04-22T11:19:40.671;
569000;344;12855;12199;10205;2022-04-22T11:22:01.387;
570000;338;12705;12043;10192;2022-04-22T11:24:20.508;
571000;323;12660;11982;10894;2022-04-22T11:26:38.231;
572000;353;13153;12507;9624;2022-04-22T11:29:01.061;
573000;351;12835;12185;9247;2022-04-22T11:31:20.375;
574000;352;12578;11931;9950;2022-04-22T11:33:35.559;
575000;320;12631;11951;10195;2022-04-22T11:35:54.777;
576000;312;12606;11918;10998;2022-04-22T11:38:12.152;
577000;352;12931;12282;9453;2022-04-22T11:40:32.418;
578000;340;12819;12160;10379;2022-04-22T11:42:51.612;
579000;335;13030;12364;10164;2022-04-22T11:45:14.479;
580000;330;12671;12001;10574;2022-04-22T11:47:33.288;
581000;349;12836;12185;9980;2022-04-22T11:49:54.975;
582000;306;12705;12011;9922;2022-04-22T11:52:14.041;
583000;326;12657;11984;10043;2022-04-22T11:54:32.413;
584000;321;12658;11978;9612;2022-04-22T11:56:51.830;
585000;329;12518;11848;9390;2022-04-22T11:59:07.640;
586000;342;12719;12060;9747;2022-04-22T12:01:26.404;
587000;334;12751;12086;10407;2022-04-22T12:03:45.617;
588000;320;12490;11809;10745;2022-04-22T12:06:02.964;
589000;329;12927;12257;9974;2022-04-22T12:08:24.402;
590000;316;12348;11663;10317;2022-04-22T12:10:38.478;
591000;337;12617;11954;9907;2022-04-22T12:12:56.504;
592000;323;12703;12026;10222;2022-04-22T12:15:16.135;
593000;345;12581;11926;9877;2022-04-22T12:17:35.038;
594000;335;12674;12009;10204;2022-04-22T12:19:54.598;
595000;338;12891;12229;9514;2022-04-22T12:22:15.482;
596000;358;13252;12611;8820;2022-04-22T12:24:40.595;
597000;330;12918;12247;10015;2022-04-22T12:27:02.464;
598000;330;13064;12394;9853;2022-04-22T12:29:25.219;
599000;337;12812;12149;9526;2022-04-22T12:31:43.875;
600000;336;12740;12076;9433;2022-04-22T12:34:01.535;
601000;340;13002;12342;9521;2022-04-22T12:36:25.034;
602000;345;12771;12117;10125;2022-04-22T12:38:42.615;
603000;326;12898;12223;10620;2022-04-22T12:41:03.036;
604000;335;12661;11997;9006;2022-04-22T12:43:21.765;
605000;344;12630;11974;10007;2022-04-22T12:45:39.760;
606000;319;12750;12069;10095;2022-04-22T12:47:59.666;
607000;356;12777;12132;10048;2022-04-22T12:49:53.842;
608000;369;13222;12591;9832;2022-04-22T12:51:42.485;
609000;326;12856;12182;9770;2022-04-22T12:53:30.454;
610000;344;12701;12045;9657;2022-04-22T12:55:19.548;
611000;356;12561;11917;9347;2022-04-22T12:57:06.833;
612000;329;12469;11798;10296;2022-04-22T12:58:56.123;
613000;358;13075;12434;9344;2022-04-22T13:00:47.162;
614000;366;12780;12146;9538;2022-04-22T13:02:36.658;
615000;349;12552;11901;9880;2022-04-22T13:04:26.928;
616000;310;12585;11894;10216;2022-04-22T13:06:19.642;
617000;329;12791;12121;9895;2022-04-22T13:08:12.210;
618000;338;12450;11787;10234;2022-04-22T13:09:59.599;
619000;383;13019;12403;9826;2022-04-22T13:11:54.427;
620000;298;12518;11816;10608;2022-04-22T13:13:44.733;
621000;327;12622;11948;10258;2022-04-22T13:15:37.843;
622000;320;13015;12336;9261;2022-04-22T13:17:35.741;
623000;348;12854;12201;10053;2022-04-22T13:19:29.851;
624000;344;12817;12161;9396;2022-04-22T13:21:20.596;
625000;311;12820;12131;10121;2022-04-22T13:23:12.490;
626000;367;13073;12441;9346;2022-04-22T13:25:03.984;
627000;345;13173;12517;9680;2022-04-22T13:26:58.167;
628000;334;12859;12193;10389;2022-04-22T13:28:49.095;
629000;349;12719;12068;8973;2022-04-22T13:30:36.644;
630000;338;12370;11708;10215;2022-04-22T13:32:26.275;
631000;331;12457;11788;10047;2022-04-22T13:34:19.666;
632000;339;12805;12145;10083;2022-04-22T13:36:12.355;
633000;333;12969;12302;9974;2022-04-22T13:38:06.045;
634000;332;12930;12262;10172;2022-04-22T13:39:59.780;
635000;317;12262;11578;10051;2022-04-22T13:41:47.958;
636000;352;12792;12144;9736;2022-04-22T13:43:38.623;
637000;323;12518;11841;10207;2022-04-22T13:45:28.216;
638000;358;12877;12236;9694;2022-04-22T13:47:19.336;
639000;348;12663;12011;9515;2022-04-22T13:49:12.445;
640000;326;12607;11933;10157;2022-04-22T13:51:03.205;
641000;349;13105;12453;9567;2022-04-22T13:52:57.300;
642000;346;12687;12034;9929;2022-04-22T13:54:48.220;
643000;344;13021;12365;9933;2022-04-22T13:56:42.326;
644000;334;12862;12195;9233;2022-04-22T13:58:33.699;
645000;340;12831;12171;10005;2022-04-22T14:00:24.615;
646000;358;12942;12300;9705;2022-04-22T14:02:16.497;
647000;377;12596;11973;9267;2022-04-22T14:04:03.598;
648000;320;12778;12098;9953;2022-04-22T14:05:56.504;
649000;364;12877;12241;9912;2022-04-22T14:07:46.268;
650000;310;12593;11903;10651;2022-04-22T14:09:35.086;
651000;353;12663;12016;9782;2022-04-22T14:11:24.485;
652000;330;12800;12131;10376;2022-04-22T14:13:15.126;
653000;357;13045;12401;9829;2022-04-22T14:15:07.827;
654000;363;12664;12028;9806;2022-04-22T14:16:56.383;
655000;357;13066;12423;9433;2022-04-22T14:18:49.095;
656000;356;12983;12339;9888;2022-04-22T14:20:41.246;
657000;352;12693;12044;9749;2022-04-22T14:22:30.058;
658000;338;12742;12080;9778;2022-04-22T14:24:21.726;
659000;377;13017;12394;9625;2022-04-22T14:26:14.111;
660000;335;13046;12381;9824;2022-04-22T14:28:08.423;
661000;321;12668;11989;10586;2022-04-22T14:29:58.443;
662000;333;12817;12151;9882;2022-04-22T14:31:49.859;
663000;364;12956;12319;9422;2022-04-22T14:33:40.597;
664000;330;12782;12113;10638;2022-04-22T14:35:31.871;
665000;352;12815;12166;9600;2022-04-22T14:37:23.194;
666000;345;12893;12238;10533;2022-04-22T14:39:15.551;
667000;315;12605;11920;10646;2022-04-22T14:41:02.323;
668000;341;12937;12279;9962;2022-04-22T14:42:53.549;
669000;352;12752;12103;9985;2022-04-22T14:44:41.675;
670000;352;13140;12492;9042;2022-04-22T14:46:30.977;
671000;330;12640;11970;10652;2022-04-22T14:48:17.549;
672000;351;13159;12511;10284;2022-04-22T14:50:08.831;
673000;355;12860;12214;9689;2022-04-22T14:51:56.364;
674000;346;12826;12172;9441;2022-04-22T14:53:44.116;
675000;312;12346;11659;10930;2022-04-22T14:55:28.806;
676000;349;13149;12497;9438;2022-04-22T14:57:18.688;
677000;346;12356;11702;10665;2022-04-22T14:59:03.598;
678000;347;12686;12033;10024;2022-04-22T15:00:49.845;
679000;364;13092;12456;9551;2022-04-22T15:02:39.546;
680000;377;12871;12248;9569;2022-04-22T15:04:27.895;
681000;355;13230;12585;8813;2022-04-22T15:06:19.849;
682000;354;12744;12099;9838;2022-04-22T15:08:07.165;
683000;347;12907;12253;9351;2022-04-22T15:09:55.614;
684000;341;12868;12210;10274;2022-04-22T15:11:38.551;
685000;348;12939;12286;9634;2022-04-22T15:13:22.690;
686000;346;13003;12350;9577;2022-04-22T15:15:12.049;
687000;347;12619;11965;10109;2022-04-22T15:16:58.519;
688000;347;12778;12125;10620;2022-04-22T15:18:46.309;
689000;327;12688;12015;9649;2022-04-22T15:20:34.308;
690000;335;12426;11761;9887;2022-04-22T15:22:19.241;
691000;325;12686;12011;10278;2022-04-22T15:24:06.126;
692000;336;12777;12114;9689;2022-04-22T15:25:54.615;
693000;346;12416;11761;9760;2022-04-22T15:27:39.766;
694000;350;13265;12615;9402;2022-04-22T15:29:29;
695000;327;12937;12264;9537;2022-04-22T15:31:18.374;
696000;350;12502;11852;9652;2022-04-22T15:33:03.322;
697000;344;12794;12139;9439;2022-04-22T15:34:50.962;
698000;374;12644;12017;9250;2022-04-22T15:36:37.281;
699000;315;12462;11778;10268;2022-04-22T15:38:22.430;
700000;369;12877;12246;9328;2022-04-22T15:40:11.574;
701000;355;12875;12230;9598;2022-04-22T15:41:58.890;
702000;330;12735;12064;9574;2022-04-22T15:43:45.173;
703000;322;12868;12190;9865;2022-04-22T15:45:32.903;
704000;361;13257;12618;9596;2022-04-22T15:47:24.915;
705000;353;13199;12552;9418;2022-04-22T15:49:15.022;
706000;338;12810;12149;9441;2022-04-22T15:51:02.594;
707000;360;12948;12308;9592;2022-04-22T15:52:49.157;
708000;330;12676;12005;10262;2022-04-22T15:54:39.468;
709000;326;12896;12223;10882;2022-04-22T15:56:24.707;
710000;346;13102;12447;8687;2022-04-22T15:58:16.791;
711000;315;12617;11933;9825;2022-04-22T16:00:01.785;
712000;310;12415;11724;10539;2022-04-22T16:01:47.911;
713000;341;13148;12489;9393;2022-04-22T16:03:39.541;
714000;378;13074;12452;8691;2022-04-22T16:05:29.695;
715000;353;12775;12128;9246;2022-04-22T16:07:15.878;
716000;328;12672;12001;10099;2022-04-22T16:09:03.332;
717000;338;13031;12368;9328;2022-04-22T16:10:54.679;
718000;360;12830;12190;9929;2022-04-22T16:12:43.122;
719000;321;12253;11575;10697;2022-04-22T16:14:27.833;
720000;327;12490;11817;10598;2022-04-22T16:16:13.251;
721000;342;12533;11875;10084;2022-04-22T16:17:58.574;
722000;339;12527;11865;10174;2022-04-22T16:19:46.483;
723000;343;13197;12541;9751;2022-04-22T16:21:37.333;
724000;330;12708;12037;9146;2022-04-22T16:23:25.969;
725000;339;12832;12171;9142;2022-04-22T16:25:18.102;
726000;343;12879;12222;9938;2022-04-22T16:27:15.265;
727000;346;13032;12379;9447;2022-04-22T16:29:10.318;
728000;335;13195;12529;9266;2022-04-22T16:31:02.780;
729000;339;13056;12395;9703;2022-04-22T16:32:53.807;
730000;332;12342;11674;10513;2022-04-22T16:34:39.348;
731000;349;12699;12048;9846;2022-04-22T16:36:28.925;
732000;363;12991;12354;9559;2022-04-22T16:38:21.848;
733000;311;12479;11791;9958;2022-04-22T16:40:06.580;
734000;343;12701;12043;9712;2022-04-22T16:41:55.627;
735000;346;12547;11893;9958;2022-04-22T16:43:42.848;
736000;366;12915;12281;9943;2022-04-22T16:45:32.481;
737000;368;13064;12433;9561;2022-04-22T16:47:25.125;
738000;335;12862;12196;10084;2022-04-22T16:49:15.292;
739000;358;13302;12660;9263;2022-04-22T16:51:08.956;
740000;358;12675;12033;9800;2022-04-22T16:52:58.064;
741000;349;12962;12311;9296;2022-04-22T16:54:48.292;
742000;324;12535;11859;10367;2022-04-22T16:56:37.087;
743000;351;12873;12225;9370;2022-04-22T16:58:26.490;
744000;362;12637;11999;9592;2022-04-22T17:00:14.673;
745000;332;12824;12155;10532;2022-04-22T17:02:04.743;
746000;338;12812;12151;9943;2022-04-22T17:03:54.338;
747000;346;12809;12155;9985;2022-04-22T17:05:44.043;
748000;354;12955;12308;9921;2022-04-22T17:07:32.451;
749000;355;12767;12123;8509;2022-04-22T17:09:21.499;
750000;336;12817;12153;9477;2022-04-22T17:11:11.514;
751000;339;12850;12188;10041;2022-04-22T17:13:00.588;
752000;347;12900;12248;9282;2022-04-22T17:14:49.749;
753000;348;13128;12476;9183;2022-04-22T17:16:40.383;
754000;360;12948;12307;9826;2022-04-22T17:18:31.724;
755000;324;12764;12088;9972;2022-04-22T17:20:19.669;
756000;315;12786;12101;10815;2022-04-22T17:22:08.276;
757000;335;12730;12066;10305;2022-04-22T17:23:54.623;
758000;347;12850;12197;9925;2022-04-22T17:25:44.219;
759000;334;12889;12222;9817;2022-04-22T17:27:33.212;
760000;333;12435;11768;10213;2022-04-22T17:29:19.186;
761000;342;12903;12245;9684;2022-04-22T17:31:10.640;
762000;329;12618;11947;10233;2022-04-22T17:32:57.813;
763000;344;12673;12018;9802;2022-04-22T17:34:46.359;
764000;353;12888;12240;10015;2022-04-22T17:36:36.877;
765000;346;12704;12050;9525;2022-04-22T17:38:24.958;
766000;351;12688;12039;10283;2022-04-22T17:40:11.997;
767000;346;12952;12298;9531;2022-04-22T17:41:59.034;
768000;355;13316;12671;9857;2022-04-22T17:43:53.715;
769000;354;13198;12553;9745;2022-04-22T17:45:46.465;
770000;321;12820;12140;10129;2022-04-22T17:47:36.144;
771000;328;12828;12157;10111;2022-04-22T17:49:24.664;
772000;317;12649;11965;10320;2022-04-22T17:51:14.092;
773000;388;13010;12398;9217;2022-04-22T17:53:06.162;
774000;373;12791;12164;9308;2022-04-22T17:54:54.100;
775000;350;13239;12589;9787;2022-04-22T17:56:49.009;
776000;335;12286;11621;10468;2022-04-22T17:58:36.201;
777000;343;12908;12252;9696;2022-04-22T18:00:26.383;
778000;327;12879;12205;10210;2022-04-22T18:02:18.221;
779000;320;12247;11567;10351;2022-04-22T18:04:01.955;
780000;340;12670;12010;10027;2022-04-22T18:05:50.711;
781000;360;12655;12015;10246;2022-04-22T18:07:38.330;
782000;351;12629;11980;9760;2022-04-22T18:09:25.411;
783000;360;12802;12163;9561;2022-04-22T18:11:13.057;
784000;319;12487;11805;9862;2022-04-22T18:13:00.705;
785000;350;13142;12492;8979;2022-04-22T18:14:51.346;
786000;363;12869;12232;9808;2022-04-22T18:16:38.582;
787000;345;12735;12080;9220;2022-04-22T18:18:25.255;
788000;326;12815;12142;9565;2022-04-22T18:20:16.497;
789000;355;12513;11868;9935;2022-04-22T18:22:03.787;
790000;322;12828;12149;10338;2022-04-22T18:23:53.210;
791000;343;12882;12225;9956;2022-04-22T18:25:41.847;
792000;357;12905;12262;9609;2022-04-22T18:27:31.283;
793000;339;12322;11661;9904;2022-04-22T18:29:15.515;
794000;359;12563;11922;9860;2022-04-22T18:31:02.839;
795000;361;12610;11972;10282;2022-04-22T18:32:50.565;
796000;346;12881;12226;9511;2022-04-22T18:34:42.111;
797000;327;12995;12323;9779;2022-04-22T18:36:31.479;
798000;378;12894;12271;10097;2022-04-22T18:38:22.746;
799000;331;12879;12210;10527;2022-04-22T18:40:12.368;
800000;348;12860;12209;9339;2022-04-22T18:41:59.931;
801000;348;12584;11931;9799;2022-04-22T18:43:46.705;
802000;354;12754;12108;9733;2022-04-22T18:45:36.217;
803000;337;13016;12353;9876;2022-04-22T18:47:27.266;
804000;339;13229;12568;9400;2022-04-22T18:49:19.800;
805000;342;12881;12224;9522;2022-04-22T18:51:08.885;
806000;324;12609;11932;10296;2022-04-22T18:52:57.059;
807000;322;12618;11940;9788;2022-04-22T18:54:41.447;
808000;341;12866;12208;9381;2022-04-22T18:56:32.901;
809000;324;12906;12230;9907;2022-04-22T18:58:21.674;
810000;320;12510;11829;9422;2022-04-22T19:00:08.724;
811000;337;12846;12183;9835;2022-04-22T19:01:58.122;
812000;311;12663;11974;10140;2022-04-22T19:03:45.902;
813000;347;12879;12227;9247;2022-04-22T19:05:37.728;
814000;340;12333;11672;10868;2022-04-22T19:07:22.259;
815000;345;12717;12062;9980;2022-04-22T19:09:10.603;
816000;337;12741;12078;9144;2022-04-22T19:11:00.746;
817000;346;12934;12280;9444;2022-04-22T19:12:51.096;
818000;353;12855;12208;9687;2022-04-22T19:14:41.964;
819000;329;12751;12081;10344;2022-04-22T19:16:31.458;
820000;349;12685;12033;9923;2022-04-22T19:18:20.736;
821000;333;12482;11815;10332;2022-04-22T19:20:08.672;
822000;335;12612;11948;10061;2022-04-22T19:21:54.763;
823000;349;12714;12062;9995;2022-04-22T19:23:44.896;
824000;363;13043;12406;9643;2022-04-22T19:25:36.190;
825000;335;12775;12111;10622;2022-04-22T19:27:25.574;
826000;358;12816;12173;9508;2022-04-22T19:29:17.730;
827000;348;12889;12237;9809;2022-04-22T19:31:06.928;
828000;360;12630;11991;9651;2022-04-22T19:32:57.001;
829000;348;12869;12216;9112;2022-04-22T19:34:46.006;
830000;355;12946;12302;9078;2022-04-22T19:36:39.102;
831000;349;12434;11782;9462;2022-04-22T19:38:45.584;
832000;341;12630;11971;10224;2022-04-22T19:40:49.049;
833000;357;12995;12352;9387;2022-04-22T19:42:43.245;
834000;312;12793;12105;10067;2022-04-22T19:44:38.400;
835000;366;13003;12370;9536;2022-04-22T19:46:29.532;
836000;340;12757;12097;9874;2022-04-22T19:48:39.527;
837000;339;12635;11973;10223;2022-04-22T19:51:02.269;
838000;369;12946;12315;9336;2022-04-22T19:53:29.246;
839000;339;12828;12167;9198;2022-04-22T19:55:54.373;
840000;343;12831;12175;9336;2022-04-22T19:58:20.518;
841000;347;12320;11667;9609;2022-04-22T20:00:38.334;
842000;334;12561;11895;9337;2022-04-22T20:03:01.293;
843000;343;12679;12021;9661;2022-04-22T20:05:25.209;
844000;357;12685;12042;9749;2022-04-22T20:07:52.115;
845000;335;12895;12231;9836;2022-04-22T20:10:19.805;
846000;341;12586;11927;9904;2022-04-22T20:12:41.419;
847000;350;12691;12041;10479;2022-04-22T20:15:09.841;
848000;356;12681;12036;9636;2022-04-22T20:17:35.374;
849000;340;12627;11968;10043;2022-04-22T20:19:57.985;
850000;375;12701;12076;9857;2022-04-22T20:22:19.756;
851000;319;12479;11798;10277;2022-04-22T20:24:42.255;
852000;359;13044;12402;9556;2022-04-22T20:27:09.485;
853000;339;12684;12023;9710;2022-04-22T20:29:33.779;
854000;373;12719;12092;9403;2022-04-22T20:31:56.226;
855000;351;12942;12293;9461;2022-04-22T20:34:24.656;
856000;344;12864;12209;10021;2022-04-22T20:36:52.723;
857000;358;12732;12090;9851;2022-04-22T20:39:16.479;
858000;369;13073;12441;9372;2022-04-22T20:41:43.181;
859000;341;13000;12341;9623;2022-04-22T20:44:12.261;
860000;314;12824;12138;10275;2022-04-22T20:46:36.410;
861000;320;12574;11894;9965;2022-04-22T20:49:01.831;
862000;316;12634;11951;10683;2022-04-22T20:51:27.250;
863000;344;13302;12645;9738;2022-04-22T20:53:59.206;
864000;348;12932;12280;9767;2022-04-22T20:56:28.005;
865000;315;12415;11730;10047;2022-04-22T20:58:51.575;
866000;373;12734;12107;9065;2022-04-22T21:01:16.867;
867000;364;12962;12326;8938;2022-04-22T21:03:43.170;
868000;328;12467;11796;9833;2022-04-22T21:06:05.265;
869000;350;12912;12262;9859;2022-04-22T21:08:30.648;
870000;360;12737;12096;9918;2022-04-22T21:10:55.510;
871000;353;13051;12404;8872;2022-04-22T21:13:20.706;
872000;344;13254;12599;9194;2022-04-22T21:15:52.946;
873000;354;13099;12452;9705;2022-04-22T21:18:19.170;
874000;342;12638;11981;10148;2022-04-22T21:20:41.166;
875000;374;12963;12336;8577;2022-04-22T21:23:05.113;
876000;352;12657;12009;9229;2022-04-22T21:25:26.023;
877000;345;12804;12149;9698;2022-04-22T21:27:50.723;
878000;340;12657;11998;9838;2022-04-22T21:30:16.610;
879000;327;12702;12028;9657;2022-04-22T21:32:41.399;
880000;320;12551;11871;10085;2022-04-22T21:35:03.138;
881000;344;12656;12001;9984;2022-04-22T21:37:26.995;
882000;343;12870;12212;9331;2022-04-22T21:39:53.793;
883000;337;12738;12076;9999;2022-04-22T21:42:19.739;
884000;351;12905;12256;8980;2022-04-22T21:44:48.821;
885000;362;12834;12195;9711;2022-04-22T21:47:17.632;
886000;343;12558;11901;9911;2022-04-22T21:49:42.567;
887000;333;12701;12034;9748;2022-04-22T21:52:06.010;
888000;321;12762;12083;9261;2022-04-22T21:54:31.088;
889000;341;12606;11947;10152;2022-04-22T21:56:54.954;
890000;367;12933;12300;9378;2022-04-22T21:59:23.155;
891000;358;13047;12405;9002;2022-04-22T22:01:51.505;
892000;343;12947;12291;10068;2022-04-22T22:04:18.732;
893000;361;12985;12346;9523;2022-04-22T22:06:45.184;
894000;300;12644;11943;10499;2022-04-22T22:09:11.407;
895000;382;12847;12229;9050;2022-04-22T22:11:37.348;
896000;354;13041;12396;9760;2022-04-22T22:14:05.802;
897000;331;12257;11587;10668;2022-04-22T22:16:23.792;
898000;362;13096;12459;9586;2022-04-22T22:18:52.265;
899000;338;12845;12182;10449;2022-04-22T22:21:20.144;
900000;361;13318;12679;9658;2022-04-22T22:23:52.675;
901000;355;13186;12541;9575;2022-04-22T22:26:21.932;
902000;356;12899;12256;9742;2022-04-22T22:28:48.729;
903000;366;13382;12747;9893;2022-04-22T22:31:20.993;
904000;352;12744;12096;10041;2022-04-22T22:33:45.140;
905000;352;12947;12299;10597;2022-04-22T22:36:11.566;
906000;359;12939;12298;9315;2022-04-22T22:38:36.879;
907000;362;12630;11993;10136;2022-04-22T22:41:00.333;
908000;374;12928;12301;9354;2022-04-22T22:43:27.227;
909000;332;13001;12334;9633;2022-04-22T22:45:55.169;
910000;331;12815;12145;9636;2022-04-22T22:48:21.087;
911000;345;12779;12124;9506;2022-04-22T22:50:47.269;
912000;359;13020;12379;9482;2022-04-22T22:53:14.175;
913000;357;13014;12371;10195;2022-04-22T22:55:41.872;
914000;351;12966;12317;10015;2022-04-22T22:58:10.715;
915000;364;12854;12218;9607;2022-04-22T23:00:36.449;
916000;348;13214;12563;9201;2022-04-22T23:03:07.135;
917000;354;12761;12115;9879;2022-04-22T23:05:30.656;
